Team,Season,player_season_gp,player_season_minutes,player_season_pts,player_season_dreb,player_season_oreb,player_season_reb,player_season_asts,player_season_stl,player_season_blk,player_season_turnover,player_season_pf,player_season_fga,player_season_fgm,player_season_fta,player_season_ftm,player_season_tpa,player_season_tpm,player_career_gp,player_career_minutes,player_career_pts,player_career_dreb,player_career_oreb,player_career_reb,player_career_asts,player_career_stl,player_career_blk,player_career_turnover,player_career_pf,player_career_fga,player_career_fgm,player_career_fta,player_career_ftm,player_career_tpa,player_career_tpm
DET,2001,51,1254,544,55,128,184,116,38,25,81,107,447,197,152,114,97,34,503,12344,5122,486,1345,1831,1106,407,281,751,1068,4228,1884,1366,1007,950,345
DET,2002,45,1134,437,46,131,177,97,35,28,63,108,368,166,104,76,72,27,540,13610,5574,578,1517,2096,1127,441,325,788,1287,4588,2100,1448,1070,815,302
DET,2003,43,1084,441,57,134,192,86,32,28,59,97,364,162,120,90,75,27,476,12237,4841,527,1485,2013,1036,383,315,692,1098,4046,1813,1284,930,779,283
GSW,1985,57,1553,715,101,164,266,144,58,21,105,146,599,287,177,134,22,6,580,14914,6838,903,1737,2641,1528,581,235,1025,1396,5681,2722,1644,1277,342,115
GSW,1986,58,1595,767,109,190,299,132,58,26,108,160,632,301,200,153,32,9,555,14362,6751,913,1762,2676,1269,518,251,961,1388,5571,2664,1637,1282,409,139
GSW,1987,41,965,456,68,120,188,100,34,21,72,105,372,178,125,94,14,4,428,10348,4589,697,1353,2050,963,372,230,730,1075,3762,1794,1197,911,267,89
GSW,1988,40,879,354,57,107,164,67,27,27,53,103,295,141,90,69,10,3,502,12578,5634,704,1497,2201,1090,444,312,834,1264,4619,2156,1393,1088,657,233
GSW,1989,43,988,441,63,123,186,89,33,40,68,110,359,171,116,91,21,6,502,12679,6000,600,1413,2014,1345,455,356,885,1219,4811,2275,1544,1206,675,242
GSW,1990,43,1069,552,66,135,202,103,38,25,82,113,417,204,162,129,40,13,532,13096,5882,671,1581,2253,1272,447,272,914,1381,4535,2169,1664,1269,749,273
GSW,1991,39,882,413,56,105,161,91,35,18,60,96,309,152,123,95,34,11,568,13073,5437,773,1684,2457,1170,445,287,858,1378,4283,2053,1503,1104,637,225
GSW,1992,36,856,412,51,94,146,96,37,15,59,85,322,159,110,83,31,10,484,11962,5212,642,1471,2114,1269,455,235,844,1149,4177,1971,1427,1049,635,220
GSW,1993,46,1076,489,63,116,180,101,41,23,72,100,391,194,123,90,29,10,456,11819,5389,558,1361,1919,1309,451,220,806,953,4447,2111,1351,990,523,177
GSW,1994,47,1236,588,68,158,227,119,47,28,86,107,472,222,157,118,70,24,541,14422,6682,728,1769,2497,1336,509,378,962,1248,5377,2502,1770,1363,899,312
GSW,1995,45,1247,550,72,150,222,119,45,23,81,111,447,208,145,107,73,25,691,18348,8132,1068,2375,3444,1720,667,359,1199,1695,6690,3100,2111,1595,959,336
GSW,1996,45,1173,477,57,120,177,113,38,22,74,99,380,171,136,105,83,30,521,13413,5737,637,1476,2113,1348,468,249,835,1148,4651,2139,1474,1171,794,288
GSW,1997,50,1186,478,69,133,202,113,34,23,79,101,395,175,133,102,69,24,548,13769,5176,729,1637,2367,1375,432,282,836,1188,4469,1984,1338,1005,595,201
GSW,1998,43,979,364,59,114,174,80,29,19,57,99,316,137,90,65,67,23,682,17264,7013,1043,2136,3179,1637,574,368,999,1688,6055,2736,1758,1272,808,268
GSW,1999,34,826,312,53,103,157,66,29,15,50,80,287,119,75,52,62,20,410,10623,4554,636,1338,1975,967,386,217,650,989,3975,1763,1087,777,727,250
GSW,2000,37,802,292,50,97,148,72,28,13,48,79,261,112,73,51,46,15,419,10325,4141,558,1257,1815,984,383,202,626,922,3479,1580,1068,801,527,177
GSW,2001,47,1224,478,76,152,229,112,44,30,77,109,441,187,121,83,65,20,413,11473,4624,633,1496,2129,1128,427,251,721,1007,4018,1741,1230,895,739,245
GSW,2002,55,1350,553,92,170,263,102,37,36,86,120,490,208,155,110,77,25,312,8090,3318,477,1123,1600,646,231,183,494,755,2790,1224,952,698,501,171
GSW,2003,47,1118,408,59,120,180,97,31,29,61,101,370,158,92,66,68,23,425,11139,4297,512,1263,1776,1171,337,249,640,985,3777,1665,1045,741,652,224
HOU,1985,47,1121,533,77,137,214,130,40,34,88,120,441,218,131,93,12,2,600,15787,7124,931,2115,3047,1868,652,513,1116,1504,5964,2868,1758,1293,309,94
HOU,1986,45,1152,542,94,141,236,113,40,34,83,120,433,216,149,107,9,2,526,13558,6266,920,1947,2868,1303,512,466,981,1388,5068,2483,1694,1261,149,38
HOU,1987,43,1217,605,84,145,230,143,43,34,89,115,479,230,178,136,22,7,673,18529,9043,1113,2349,3463,1989,717,535,1357,1765,7358,3516,2537,1922,299,86
HOU,1988,37,1022,521,63,117,181,110,38,24,73,102,408,199,152,117,17,4,603,15946,7865,949,1984,2934,1665,612,424,1189,1591,6332,3093,2144,1605,270,74
HOU,1989,39,1032,483,71,138,210,107,40,25,76,100,388,187,135,101,26,7,605,16029,7314,1011,2091,3103,1705,611,399,1140,1543,5935,2874,1951,1422,464,142
HOU,1990,41,1198,524,74,156,231,138,47,32,89,111,426,205,140,101,35,11,637,16597,7556,1040,2226,3266,1618,601,432,1163,1590,6085,2931,1989,1454,706,237
HOU,1991,33,860,373,54,110,164,96,33,23,61,79,308,147,95,69,32,10,678,17505,7317,1047,2283,3331,1894,618,538,1200,1669,5905,2866,1908,1377,620,208
HOU,1992,51,1206,546,63,134,198,136,45,27,81,108,453,212,133,101,61,20,756,19016,8141,1073,2511,3585,1911,691,636,1272,1828,6611,3148,2090,1548,868,296
HOU,1993,48,1293,574,73,157,230,139,45,36,83,107,447,219,140,107,76,27,619,15979,6989,862,2109,2971,1665,582,439,1079,1475,5574,2662,1822,1352,900,312
HOU,1994,43,1129,479,73,133,207,116,39,30,70,97,384,183,119,90,63,22,705,17963,7964,1017,2312,3330,1891,690,505,1197,1693,6370,3033,2068,1553,999,343
HOU,1995,37,946,425,61,104,166,104,35,28,58,85,334,158,104,81,71,26,543,13472,5902,748,1697,2446,1448,540,427,879,1294,4746,2244,1499,1152,744,261
HOU,1996,33,948,493,63,131,194,102,36,25,61,84,380,182,131,101,73,26,621,16498,8015,1140,2385,3525,1538,634,460,1132,1591,6336,3084,2090,1584,783,262
HOU,1997,33,916,426,57,122,179,93,32,20,61,76,327,155,112,86,80,29,693,19016,9404,1424,2921,4345,1665,713,577,1331,1833,7359,3600,2538,1912,875,292
HOU,1998,36,867,370,50,102,153,77,28,19,54,79,300,137,91,67,77,27,585,16064,8067,1002,2301,3303,1450,591,497,1140,1530,6372,3090,2109,1569,914,316
HOU,1999,27,575,234,39,82,121,38,20,17,34,58,187,86,68,49,30,10,482,12890,6078,859,2049,2908,1056,478,433,912,1200,4711,2262,1788,1309,709,242
HOU,2000,40,1019,429,51,127,179,76,31,26,69,92,354,161,111,81,68,25,449,11793,5358,671,1731,2402,902,421,424,809,1107,4364,2036,1441,1054,647,230
HOU,2001,58,1551,660,81,191,272,129,45,26,96,136,538,236,181,143,122,44,446,12306,5400,665,1705,2370,868,367,227,762,1078,4502,2028,1341,1028,856,314
HOU,2002,61,1771,696,86,216,302,145,53,33,101,141,589,256,181,139,130,43,341,9743,4227,415,1240,1656,718,292,195,588,825,3485,1559,1079,849,711,258
HOU,2003,54,1325,476,68,166,234,127,41,20,77,114,400,176,120,94,76,28,509,13979,5289,738,1910,2649,1533,455,208,936,1175,4405,1984,1377,1067,706,254
IND,1985,54,1209,511,74,168,242,120,41,25,94,137,425,203,139,103,5,1,474,11196,4802,627,1435,2063,1139,389,237,760,1183,4083,1961,1155,862,75,16
IND,1986,49,1229,546,67,157,224,130,38,23,89,119,456,220,131,100,12,3,583,14202,6336,763,1722,2485,1305,437,252,922,1392,5418,2593,1356,1035,346,114
IND,1987,43,1142,531,71,157,228,106,35,24,78,119,437,210,140,107,12,3,673,17728,8298,760,1964,2725,1696,516,283,1128,1569,6746,3191,1941,1564,946,351
IND,1988,47,1189,527,67,140,207,120,34,21,75,123,444,211,126,96,24,8,667,17271,8027,823,2104,2928,1633,476,334,1132,1659,6430,3081,1970,1570,785,293
IND,1989,49,1209,518,61,128,189,136,37,18,80,115,425,206,121,94,35,11,785,20543,9387,936,2364,3300,2141,642,295,1306,1882,7371,3543,2366,1891,1102,408
IND,1990,42,1069,481,54,124,179,105,30,19,72,107,373,184,123,98,38,14,692,17424,7872,812,2054,2867,1721,527,314,1116,1708,6156,2938,2014,1617,1022,379
IND,1991,39,935,425,55,115,170,97,28,16,62,100,326,161,114,91,34,12,709,18069,7914,971,2261,3233,1678,541,342,1107,1763,6198,2977,2060,1603,958,354
IND,1992,42,1038,464,59,127,186,116,30,20,63,103,367,178,122,95,36,12,769,19836,8511,1065,2460,3526,1832,596,392,1151,1904,6678,3174,2316,1809,966,353
IND,1993,39,952,412,53,100,153,97,32,20,54,87,331,160,103,80,36,12,725,19278,7991,1005,2257,3263,1762,648,395,1092,1737,6369,3032,2137,1657,747,269
IND,1994,41,1030,426,59,110,170,107,36,19,65,98,335,161,120,90,36,12,843,21995,8871,1169,2677,3846,2184,703,448,1302,2007,7037,3355,2406,1853,855,307
IND,1995,42,1130,478,73,122,195,118,38,22,75,103,367,176,140,106,49,18,795,20862,9068,1007,2318,3326,2114,641,355,1233,1831,7158,3397,2391,1905,1016,368
IND,1996,40,1017,402,57,108,166,109,32,18,68,103,309,147,118,88,55,19,756,19820,8248,1030,2386,3417,1965,611,416,1223,1866,6621,3107,2196,1701,930,332
IND,1997,50,1395,555,70,158,228,154,40,27,95,127,420,203,161,120,75,28,798,21799,9070,1018,2635,3653,2209,679,490,1324,1916,7019,3355,2469,1933,1151,425
IND,1998,49,1303,515,66,143,209,129,42,23,77,115,402,187,141,108,85,33,840,23793,10054,1106,2876,3982,2369,761,464,1410,2011,7858,3701,2715,2161,1336,490
IND,1999,35,863,344,45,86,131,83,26,15,48,79,277,127,85,67,59,22,792,22206,9507,1032,2634,3667,2274,725,423,1349,1895,7446,3525,2497,1987,1285,469
IND,2000,31,656,270,31,66,98,47,17,10,33,63,216,95,70,57,59,22,567,14955,6521,666,1802,2468,1226,458,283,868,1361,5150,2358,1779,1429,1020,375
IND,2001,39,933,386,52,113,165,59,27,22,53,82,318,139,114,87,55,19,397,10322,4530,444,1260,1704,842,336,200,595,862,3569,1621,1318,1039,684,247
IND,2002,39,1036,414,54,127,182,91,34,22,63,96,350,150,113,86,78,27,445,12431,5612,457,1410,1867,1333,443,197,771,1007,4512,2010,1517,1209,1060,382
IND,2003,33,814,310,46,102,148,76,30,19,48,79,260,115,87,65,45,15,418,10901,4646,423,1234,1657,1093,392,190,646,930,3704,1650,1321,1047,818,297
LAC,1985,50,1295,552,71,133,204,146,39,25,89,120,445,219,148,112,9,2,511,13442,5786,858,1770,2629,1276,449,328,869,1225,4637,2312,1532,1147,64,15
LAC,1986,53,1248,549,72,127,200,123,43,24,86,126,447,215,153,116,7,1,522,12637,5376,792,1510,2303,1245,452,291,875,1205,4333,2111,1528,1132,89,21
LAC,1987,50,1060,457,64,119,184,101,40,27,77,113,395,179,127,93,15,3,437,9871,3927,603,1235,1838,869,365,234,650,1001,3388,1579,1002,720,175,48
LAC,1988,43,858,350,49,99,149,75,31,31,66,104,310,138,100,72,8,1,398,9502,4060,497,1110,1608,1075,361,244,722,1023,3476,1647,994,719,169,45
LAC,1989,46,1227,532,64,139,204,153,56,34,101,116,457,213,137,100,19,4,384,9354,3967,495,1113,1609,990,387,259,680,949,3393,1576,1009,732,280,81
LAC,1990,51,1367,615,81,168,249,148,59,40,106,134,493,243,172,125,14,3,482,12205,5110,785,1665,2451,1078,454,351,840,1239,4319,2064,1313,914,239,66
LAC,1991,49,1243,570,72,135,208,122,47,26,86,126,467,223,156,114,30,9,546,13300,5683,781,1618,2399,1372,528,295,891,1381,4746,2258,1501,1066,334,100
LAC,1992,44,1163,499,65,124,190,161,46,22,81,98,422,203,117,83,31,9,539,14043,5990,676,1581,2258,1867,587,228,968,1179,5012,2388,1435,1057,504,157
LAC,1993,40,1062,502,59,125,185,128,42,22,75,99,416,197,129,95,39,11,554,14623,6811,828,1703,2531,1779,582,292,1058,1282,5637,2656,1787,1313,591,185
LAC,1994,44,816,305,48,97,145,94,35,15,56,82,265,126,70,48,16,4,412,8889,3327,462,1026,1488,861,339,181,550,839,2857,1312,777,554,420,148
LAC,1995,48,1082,441,67,129,197,88,40,26,70,119,376,173,115,78,49,16,498,11923,4654,605,1431,2037,1051,437,261,724,1149,3897,1802,1085,765,772,285
LAC,1996,60,1439,585,69,148,218,134,53,27,92,148,497,225,141,100,98,34,553,13229,5176,698,1624,2322,1119,454,274,796,1312,4394,2002,1236,883,786,287
LAC,1997,46,1077,431,56,119,175,93,36,16,68,104,363,165,95,69,85,31,467,11103,4435,539,1343,1882,978,370,192,685,1051,3843,1723,964,701,785,286
LAC,1998,49,1106,431,55,109,165,104,35,22,69,106,363,161,111,79,82,29,463,11125,4370,488,1218,1706,1119,354,209,720,1040,3856,1706,1003,714,702,243
LAC,1999,31,626,243,30,68,98,48,23,12,38,62,204,88,69,52,38,13,359,8261,3174,368,986,1355,768,252,159,512,754,2772,1210,758,570,522,182
LAC,2000,42,942,339,55,127,183,51,26,26,57,100,296,128,91,65,46,16,410,9366,3620,444,1245,1689,689,247,213,549,872,3061,1343,1015,747,538,185
LAC,2001,54,1319,537,81,177,258,102,31,39,89,126,453,204,155,109,57,20,377,8883,3613,415,1135,1550,753,229,209,559,791,3021,1340,1006,750,520,182
LAC,2002,56,1412,591,80,186,267,140,38,38,93,125,485,218,169,126,74,26,366,8909,3653,474,1224,1699,757,249,232,575,839,2992,1340,1090,810,466,161
LAC,2003,44,969,408,54,117,171,61,27,21,52,84,348,152,101,76,77,26,346,8532,3662,471,1092,1563,573,235,156,486,755,3052,1387,933,698,515,189
LAL,1985,40,1014,490,72,121,194,141,37,23,78,101,367,198,119,90,14,4,628,17461,8567,971,2436,3746,2015,599,440,1077,1443,6533,3381,2183,1664,424,139
LAL,1986,46,1258,607,78,145,223,181,46,29,96,117,455,244,147,112,18,5,788,22361,10761,1299,3093,4782,2573,772,605,1432,1916,8229,4257,2785,2102,448,144
LAL,1987,41,1060,520,66,120,187,138,38,24,75,99,396,206,129,100,21,7,712,19661,9492,1135,2640,4113,2231,672,522,1244,1655,7333,3760,2437,1844,398,126
LAL,1988,42,1290,643,81,141,223,159,42,29,83,104,486,247,175,138,32,11,814,23790,12071,1328,3091,4842,2648,771,616,1491,1898,9252,4752,3184,2411,487,154
LAL,1989,46,1357,643,83,155,239,167,46,25,87,109,492,245,173,137,43,14,661,18756,8557,1086,2453,3540,2206,662,428,1294,1563,6694,3327,2334,1770,424,133
LAL,1990,44,1311,642,87,163,251,139,47,25,81,106,492,245,169,136,41,14,832,23093,10353,1380,3110,4490,2463,821,565,1488,1946,8216,4000,2831,2153,618,199
LAL,1991,51,1329,585,82,140,222,100,43,25,70,117,478,234,139,106,32,10,757,19624,8453,1111,2528,3639,1678,676,450,1128,1748,6979,3349,2114,1591,505,162
LAL,1992,40,1150,496,70,128,198,84,38,28,61,95,403,193,133,100,27,8,848,22862,9764,1265,3046,4311,1843,795,628,1333,2091,7888,3774,2566,1927,836,287
LAL,1993,39,936,387,54,111,165,95,35,28,58,95,332,153,102,76,17,5,744,18576,7656,1050,2453,3503,1804,658,512,1168,1869,6320,2960,2016,1490,716,245
LAL,1994,44,1047,439,70,124,195,102,40,28,61,100,372,176,104,75,35,10,641,15864,6312,851,1990,2841,1653,628,396,945,1455,5303,2422,1584,1169,849,297
LAL,1995,42,1098,475,76,129,206,108,41,27,64,101,395,184,119,87,60,20,710,18488,7845,963,2352,3316,2300,714,398,1191,1615,6331,2955,2079,1592,976,341
LAL,1996,41,1122,522,72,130,203,99,39,33,67,101,414,196,140,96,90,32,751,19070,8627,1037,2486,3523,1744,661,512,1148,1782,6994,3259,2409,1710,1128,397
LAL,1997,38,1018,443,56,116,173,110,39,31,65,93,353,165,120,81,85,31,683,18245,8159,891,2367,3258,1860,637,547,1121,1652,6483,3016,2383,1661,1296,465
LAL,1998,43,1151,473,79,143,223,93,38,29,68,111,368,173,141,100,71,26,720,19838,8527,1127,2677,3805,1760,694,511,1176,1862,6776,3210,2417,1695,1140,410
LAL,1999,34,989,418,60,112,173,87,33,24,57,91,329,155,127,88,55,18,675,18636,8107,996,2408,3404,1741,646,476,1132,1655,6472,3041,2314,1637,1113,386
LAL,2000,34,892,378,58,105,163,87,27,24,51,82,319,146,105,70,46,15,642,17231,7433,944,2226,3171,1750,591,447,1074,1547,6080,2855,2024,1399,960,322
LAL,2001,42,1029,458,65,119,184,100,33,27,60,99,370,171,130,87,77,27,596,15820,7225,735,1978,2714,1621,556,386,1036,1455,5826,2700,2017,1419,1141,405
LAL,2002,39,937,413,68,115,183,89,28,25,53,90,330,154,120,82,64,22,519,12695,5665,668,1720,2389,1265,422,360,819,1225,4567,2140,1604,1083,865,300
LAL,2003,40,1191,572,63,139,203,133,41,21,71,97,468,216,154,113,73,26,524,15776,7947,870,2301,3171,1672,592,361,1004,1348,6157,3019,2365,1656,737,251
MEM,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM,2001,41,974,356,41,105,147,97,35,16,63,87,326,136,79,58,72,23,391,9929,3785,496,1260,1757,928,385,199,615,892,3213,1437,1014,737,511,172
MEM,2002,52,1528,609,68,166,234,144,48,34,91,116,529,234,131,94,123,45,282,7657,2986,294,904,1198,771,266,158,444,625,2553,1136,683,504,574,210
MEM,2003,59,1670,655,87,206,294,143,56,43,98,136,548,248,163,118,110,39,350,9138,3403,412,1174,1586,759,322,249,513,794,2836,1292,831,585,646,233
MIA,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,1988,37,637,246,27,50,78,92,23,4,48,69,219,101,48,36,19,6,348,7911,3077,481,971,1452,763,278,131,572,823,2611,1214,823,608,125,39
MIA,1989,45,1071,443,68,121,189,101,38,20,89,116,397,180,109,77,17,6,552,14596,6034,785,1678,2464,1418,472,198,987,1362,5042,2350,1552,1156,489,177
MIA,1990,75,1962,852,137,237,375,180,76,48,162,204,750,347,220,148,29,10,523,13307,5398,702,1471,2174,1237,431,197,867,1235,4493,2050,1455,1090,579,206
MIA,1991,55,1366,583,76,148,225,156,56,23,108,135,507,231,155,111,28,8,541,13961,5687,634,1412,2046,1485,456,181,921,1246,4756,2125,1494,1156,795,279
MIA,1992,48,1252,527,78,146,224,114,44,28,86,124,438,201,147,112,35,11,656,17010,6870,903,1923,2826,1448,537,313,1081,1655,5656,2545,1886,1463,898,317
MIA,1993,48,1213,490,71,146,218,104,36,32,76,120,398,182,139,107,51,18,590,14760,5694,794,1744,2539,1208,435,399,912,1494,4663,2102,1579,1215,781,274
MIA,1994,47,1303,569,81,156,238,109,40,22,76,125,471,222,134,102,62,21,661,16655,6894,977,2000,2978,1253,503,292,982,1662,5669,2628,1746,1339,837,298
MIA,1995,47,1208,530,74,142,217,105,39,25,80,115,434,204,143,104,50,16,612,15532,6836,836,1930,2766,1344,485,309,984,1532,5679,2639,1721,1295,756,262
MIA,1996,36,959,406,51,108,159,95,30,25,61,88,320,143,121,90,79,28,501,13559,5409,649,1693,2342,1339,461,308,817,1216,4497,2034,1378,1030,869,309
MIA,1997,41,1035,417,58,115,174,89,33,24,64,99,339,149,109,80,104,38,534,14114,5858,666,1736,2402,1375,481,335,849,1270,4832,2161,1485,1111,1174,424
MIA,1998,39,1018,392,57,114,171,88,32,21,59,92,319,142,100,74,90,32,617,16797,6964,809,2104,2913,1688,563,382,1015,1440,5683,2586,1797,1363,1183,427
MIA,1999,29,796,301,45,98,144,66,23,18,45,74,244,111,83,60,50,18,566,16363,6650,875,2203,3078,1435,495,388,957,1403,5401,2494,1818,1323,948,337
MIA,2000,34,899,341,54,115,169,81,29,22,51,75,277,123,104,76,49,16,590,16909,6870,900,2256,3156,1476,549,363,956,1377,5477,2545,1946,1431,981,347
MIA,2001,39,1058,458,59,129,188,100,39,25,71,100,393,173,129,97,44,14,474,13242,5792,651,1666,2318,1331,474,303,890,1178,4809,2185,1619,1196,646,224
MIA,2002,43,1090,409,48,131,180,104,37,20,62,111,361,158,95,74,54,19,334,8479,3296,368,1029,1397,736,303,155,474,815,2831,1244,812,625,516,182
MIA,2003,42,995,357,53,142,195,73,27,24,56,99,314,135,88,68,53,18,345,9068,3494,479,1249,1729,745,291,189,541,892,2883,1303,990,734,441,152
MIL,1985,41,934,429,63,103,167,92,31,22,65,107,337,168,119,90,8,2,548,11768,5449,727,1380,2107,1086,412,278,783,1303,4388,2123,1486,1130,227,73
MIL,1986,38,935,440,51,102,154,116,37,16,62,94,348,168,122,96,20,6,537,12701,5876,661,1454,2115,1511,496,211,859,1267,4798,2270,1551,1233,309,102
MIL,1987,42,1035,471,58,111,169,131,44,17,68,106,375,178,137,106,27,8,547,13081,5877,709,1546,2255,1551,530,219,876,1322,4797,2260,1602,1258,311,98
MIL,1988,38,957,427,59,110,169,111,33,17,61,103,339,164,125,97,8,1,623,15032,6770,843,1789,2632,1744,576,245,1012,1524,5466,2608,1877,1478,256,75
MIL,1989,34,834,366,53,99,153,88,33,18,56,88,294,141,102,78,17,5,594,13755,5802,726,1582,2309,1593,571,253,956,1453,4742,2256,1520,1181,347,108
MIL,1990,42,1147,538,68,124,192,116,50,17,78,114,422,204,149,115,38,13,707,17561,8313,1010,2101,3111,1672,686,284,1187,1780,6437,3136,2307,1829,586,209
MIL,1991,40,993,420,72,117,189,102,44,15,65,100,334,161,118,90,23,7,592,13446,5693,736,1537,2274,1367,580,204,908,1430,4598,2199,1440,1091,556,203
MIL,1992,43,960,431,70,117,187,69,38,22,64,102,342,166,116,89,23,7,490,10650,4484,572,1265,1838,992,437,219,747,1169,3588,1693,1243,942,445,155
MIL,1993,45,994,429,60,120,180,89,36,23,62,100,362,173,97,69,40,13,597,13075,5342,814,1728,2543,1034,424,328,842,1364,4422,2044,1443,1069,530,184
MIL,1994,50,1069,441,57,93,151,127,49,17,68,98,364,166,124,90,56,17,607,13717,5619,745,1580,2326,1164,490,322,905,1399,4522,2102,1583,1174,691,240
MIL,1995,55,1390,577,80,154,234,136,47,27,95,137,481,221,160,111,64,21,583,14699,6652,881,1845,2727,1238,490,375,1053,1548,5494,2574,1844,1332,512,170
MIL,1996,47,1174,489,66,132,198,98,35,21,75,110,396,189,129,95,40,13,501,12356,5409,637,1364,2001,1010,383,230,812,1162,4412,2060,1437,1095,551,193
MIL,1997,45,1152,478,58,141,199,99,39,25,71,104,387,180,122,95,57,20,532,13319,5701,718,1648,2366,1064,443,270,814,1253,4622,2163,1485,1173,557,200
MIL,1998,51,1436,587,70,167,238,123,49,24,89,133,482,222,151,116,70,25,579,14331,6182,710,1800,2510,1324,501,238,896,1380,5093,2367,1509,1173,760,279
MIL,1999,36,913,385,47,97,145,77,30,16,56,91,314,145,98,76,48,18,625,15883,7115,746,1853,2600,1421,536,277,1004,1579,5834,2726,1654,1284,1038,385
MIL,2000,30,857,353,48,96,144,73,29,15,52,84,294,134,85,64,51,19,550,13861,5915,688,1699,2388,1245,502,273,852,1402,4949,2232,1447,1108,964,350
MIL,2001,38,1034,429,59,123,183,101,31,17,62,96,344,159,113,88,60,23,552,14128,5893,637,1803,2441,1406,440,230,893,1331,4781,2184,1537,1181,938,342
MIL,2002,49,1391,580,66,164,231,155,41,21,77,112,470,216,143,111,92,35,499,14119,6021,620,1727,2348,1654,486,210,859,1202,4870,2253,1585,1200,887,314
MIL,2003,41,907,353,49,112,162,67,28,18,48,90,295,132,79,59,75,28,365,9170,3767,438,1180,1619,824,292,175,536,841,3164,1406,965,737,601,215
MIN,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,1989,33,584,245,43,67,111,39,17,16,36,70,205,99,66,46,4,0,508,10940,4310,611,1183,1794,915,360,219,625,1167,3652,1697,1136,838,256,78
MIN,1990,50,1124,442,74,118,193,103,45,19,58,116,383,176,112,83,24,7,497,10691,4007,598,1124,1723,919,366,181,552,1125,3484,1592,1005,746,251,76
MIN,1991,66,1761,717,105,185,291,163,63,36,93,163,628,286,182,137,28,7,537,11862,4572,667,1339,2006,982,379,265,651,1232,3965,1822,1135,861,224,67
MIN,1992,43,968,416,56,103,159,101,36,21,61,103,340,162,106,81,30,10,427,10062,4156,545,1268,1814,837,286,255,650,1073,3451,1614,1060,825,306,101
