Team,Season,player_season_gp,player_season_minutes,player_season_pts,player_season_dreb,player_season_oreb,player_season_reb,player_season_asts,player_season_stl,player_season_blk,player_season_turnover,player_season_pf,player_season_fga,player_season_fgm,player_season_fta,player_season_ftm,player_season_tpa,player_season_tpm,player_career_gp,player_career_minutes,player_career_pts,player_career_dreb,player_career_oreb,player_career_reb,player_career_asts,player_career_stl,player_career_blk,player_career_turnover,player_career_pf,player_career_fga,player_career_fgm,player_career_fta,player_career_ftm,player_career_tpa,player_career_tpm
MIN,1993,52,1287,545,68,138,206,142,44,23,89,128,438,207,150,118,38,12,422,10350,4432,537,1277,1815,876,288,219,706,1055,3676,1705,1129,887,392,133
MIN,1994,54,1399,593,79,176,256,148,50,25,106,135,482,223,182,139,28,7,489,11249,4450,586,1395,1982,1104,377,212,761,1156,3735,1680,1207,940,453,148
MIN,1995,53,1466,626,71,161,233,155,49,31,106,137,505,231,181,142,63,21,566,14465,6122,686,1814,2500,1683,524,315,978,1336,4957,2288,1701,1355,569,190
MIN,1996,49,1163,447,56,131,187,107,40,23,73,116,374,168,118,88,66,21,543,14079,6130,641,1758,2399,1728,493,278,903,1178,5063,2316,1611,1254,715,241
MIN,1997,44,1049,409,54,122,177,94,34,25,63,104,340,154,111,83,50,17,545,13703,5919,624,1651,2275,1665,496,243,877,1221,4869,2234,1570,1216,677,233
MIN,1998,40,1094,451,52,117,170,105,36,21,62,90,391,171,108,83,72,25,449,11326,4898,537,1349,1887,1158,374,230,645,994,4204,1879,1161,903,666,235
MIN,1999,28,767,299,49,95,145,67,27,19,41,67,267,118,74,56,17,5,546,13942,5874,741,1846,2587,1254,456,325,748,1249,5019,2304,1376,1079,529,185
MIN,2000,31,724,291,39,83,122,71,23,15,40,68,255,115,66,49,35,11,505,12774,5414,632,1632,2264,1193,412,284,704,1161,4560,2074,1327,1026,669,238
MIN,2001,40,1002,414,50,120,170,113,33,20,59,91,359,163,94,73,40,13,492,12766,5490,636,1623,2260,1309,418,270,753,1126,4614,2106,1372,1081,547,195
MIN,2002,39,1013,418,58,132,191,95,29,21,59,88,360,163,100,77,38,13,503,13665,5898,714,1731,2445,1533,481,290,851,1141,5019,2301,1503,1129,484,165
MIN,2003,44,1227,508,57,157,215,124,34,25,72,98,432,195,117,92,67,24,452,11881,4853,518,1569,2087,1241,380,299,751,1041,4063,1854,1213,938,599,206
NJN,1985,40,1044,486,69,118,187,121,44,21,80,113,400,192,135,98,15,3,618,16252,7476,1076,2170,3247,1669,631,351,1236,1721,6146,2967,1999,1482,227,59
NJN,1986,31,783,378,56,99,156,57,22,16,56,84,296,147,109,81,7,1,509,12300,5746,849,1664,2513,980,386,299,932,1366,4584,2263,1623,1182,135,37
NJN,1987,44,1161,525,70,150,221,109,39,25,84,115,409,201,154,116,19,5,424,10603,4633,686,1341,2027,982,377,240,743,1028,3710,1822,1325,958,118,30
NJN,1988,43,1094,520,76,142,218,89,37,31,84,113,424,204,144,105,24,7,439,11051,4714,814,1517,2331,909,404,297,788,1100,3844,1855,1314,936,230,68
NJN,1989,35,713,320,43,82,126,62,26,19,50,72,276,124,87,65,16,5,474,11824,4788,760,1531,2292,1122,443,305,759,1118,4109,1864,1268,923,427,136
NJN,1990,49,1214,542,84,147,231,113,47,31,89,123,458,206,168,120,32,10,565,14027,5891,898,1824,2722,1451,527,384,970,1335,4969,2249,1589,1176,656,216
NJN,1991,60,1405,584,115,189,304,115,55,51,98,138,532,227,166,117,46,12,558,13510,5473,830,1770,2600,1443,516,349,861,1237,4798,2095,1336,987,865,294
NJN,1992,39,918,391,66,113,179,88,32,27,65,88,337,154,103,74,24,7,540,13293,5539,841,1774,2615,1375,472,334,898,1321,4575,2155,1536,1119,342,109
NJN,1993,42,1062,497,70,127,197,101,41,25,78,89,414,192,135,104,29,8,680,17742,7261,1048,2337,3386,1466,606,443,1118,1649,6059,2753,2004,1530,674,224
NJN,1994,34,841,372,59,113,172,81,29,23,55,70,310,139,110,85,24,7,641,16695,6669,1021,2374,3396,1580,555,461,1124,1568,5581,2526,1877,1433,565,182
NJN,1995,45,1063,413,60,117,178,109,39,30,65,96,351,156,117,86,45,15,551,13856,5221,820,1767,2587,1317,491,365,844,1340,4461,2022,1412,1061,360,115
NJN,1996,38,892,371,59,110,169,75,27,19,60,99,303,139,105,77,47,15,505,11871,5048,692,1444,2137,1057,421,265,789,1214,4362,1963,1280,958,485,161
NJN,1997,42,1007,402,73,127,200,77,31,20,62,93,337,151,110,80,52,18,572,14585,6346,920,1865,2786,1259,516,255,939,1350,5332,2457,1700,1250,547,181
NJN,1998,36,858,356,52,90,142,80,33,18,53,83,301,132,99,73,52,17,452,10935,4757,542,1258,1801,1194,399,196,719,993,3983,1785,1271,960,657,226
NJN,1999,39,983,390,42,85,128,93,41,17,55,90,340,144,107,82,58,19,575,14793,5975,726,1546,2272,1451,569,247,863,1305,4971,2260,1574,1186,786,267
NJN,2000,41,893,368,48,100,149,77,31,20,52,90,313,136,105,81,42,13,450,10774,4467,444,1080,1524,1130,389,181,683,1005,3755,1676,1233,934,555,181
NJN,2001,49,1239,492,68,168,236,130,44,28,77,114,421,185,126,98,68,23,379,9726,3829,422,1240,1663,1050,369,173,591,811,3290,1437,972,739,625,215
NJN,2002,43,1139,414,74,143,217,116,39,32,70,106,351,154,115,86,57,18,468,12355,4535,626,1723,2350,1288,433,370,782,1107,3787,1684,1275,930,690,236
NJN,2003,38,929,370,58,102,161,88,32,20,56,84,312,139,99,74,53,17,418,10233,4184,447,1248,1696,1099,365,241,686,908,3458,1554,1153,854,621,220
NOH,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,2002,36,974,359,54,111,166,98,35,20,56,87,311,134,101,75,43,15,534,13958,5416,688,1623,2311,1501,538,287,865,1259,4627,2026,1542,1142,645,220
NOH,2003,38,974,359,50,106,157,98,34,15,55,81,307,132,89,69,71,26,526,13758,5324,681,1506,2188,1379,503,227,831,1188,4474,1954,1447,1101,907,314
NYK,1985,59,1405,587,76,144,221,149,57,18,101,163,489,235,150,113,13,3,560,13744,6127,754,1760,2514,1247,456,335,981,1443,5053,2429,1611,1192,232,76
NYK,1986,54,1440,615,76,140,216,158,51,25,100,149,512,248,152,112,16,5,517,12993,6153,714,1603,2317,1147,404,311,946,1330,4996,2444,1601,1189,229,75
NYK,1987,50,1174,497,71,133,205,109,42,21,83,123,418,197,132,96,17,5,578,14160,6031,705,1648,2354,1544,479,279,999,1390,4948,2354,1565,1187,408,135
NYK,1988,42,1173,554,82,150,233,106,41,23,84,117,458,218,141,107,31,10,756,20306,8903,1060,2510,3631,2406,698,360,1410,1857,7252,3430,2410,1836,616,204
NYK,1989,41,1067,483,68,115,184,129,45,22,76,103,393,188,120,91,44,14,753,20484,8733,977,2368,3346,2674,788,352,1419,1768,7054,3377,2329,1781,593,196
NYK,1990,37,900,401,62,106,168,103,34,22,63,82,324,158,98,73,35,12,710,19122,8159,926,2336,3262,2397,717,350,1299,1668,6687,3189,2005,1538,715,241
NYK,1991,35,980,448,66,137,203,90,26,25,70,83,359,177,114,87,18,5,703,20338,8678,1144,2893,4037,2155,619,413,1378,1746,6989,3359,2297,1733,686,227
NYK,1992,46,1361,640,82,171,253,115,43,39,85,128,529,246,172,133,40,12,768,21776,9573,1138,2988,4126,2099,710,534,1440,2024,7809,3670,2592,1974,745,258
NYK,1993,44,1181,507,76,138,215,115,40,24,73,115,422,194,140,104,40,13,725,20596,8940,1013,2633,3646,2161,723,458,1348,1865,7322,3435,2369,1793,795,276
NYK,1994,43,1115,453,80,133,213,112,41,22,75,115,375,171,129,94,47,15,774,21126,8405,1034,2824,3858,2291,810,497,1399,2022,6902,3190,2255,1676,987,347
NYK,1995,39,990,408,62,112,174,94,33,22,66,104,335,154,107,79,55,20,720,19764,8032,969,2683,3652,2028,721,483,1333,1886,6652,3099,2042,1527,868,304
NYK,1996,41,1190,534,64,148,213,118,35,23,80,108,426,196,139,106,93,35,775,21731,9205,1272,3297,4569,1847,650,544,1483,2108,7478,3524,2404,1790,1030,366
NYK,1997,39,1105,433,65,140,206,94,32,22,69,108,350,160,115,86,68,25,758,21298,9081,1400,3284,4684,1690,632,548,1414,2128,7484,3524,2380,1736,840,296
NYK,1998,36,986,394,47,106,154,92,30,25,66,89,329,146,104,77,67,24,688,19319,8281,934,2682,3616,1613,571,608,1254,1753,6985,3189,2045,1529,1025,372
NYK,1999,32,821,312,49,86,136,67,25,21,53,79,268,118,87,64,34,11,564,15350,6453,786,2147,2934,1259,458,502,1002,1448,5387,2474,1669,1253,705,250
NYK,2000,36,959,355,50,98,149,93,27,13,58,90,298,133,88,69,55,20,630,17501,6978,717,2083,2800,1923,540,291,1126,1540,5846,2628,1668,1308,1135,413
NYK,2001,40,1102,408,53,128,182,100,33,20,65,97,339,154,98,77,57,21,634,17081,6454,728,2111,2839,1853,556,323,1102,1496,5431,2440,1612,1238,945,334
NYK,2002,47,1208,464,52,142,194,83,35,18,68,111,399,176,109,87,67,23,555,14322,5706,556,1720,2277,1185,440,226,888,1286,4845,2167,1357,1069,841,301
NYK,2003,52,1398,559,74,173,248,119,39,25,87,132,480,212,131,102,91,31,529,14557,6035,764,2011,2775,1228,421,380,949,1347,4953,2278,1641,1223,727,254
ORL,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,1989,44,905,362,60,106,167,100,28,17,67,95,309,142,99,75,11,2,534,12568,5435,732,1486,2219,1421,408,219,944,1227,4496,2072,1492,1137,456,152
ORL,1990,51,1006,407,68,124,193,100,34,17,69,106,341,156,121,89,17,4,440,9502,3842,516,1072,1588,920,315,133,609,920,3244,1452,983,716,602,221
ORL,1991,61,1437,609,86,173,259,137,45,23,98,141,515,233,171,127,43,14,426,9233,3740,490,1063,1554,864,305,158,603,929,3166,1436,930,674,531,193
ORL,1992,52,1293,538,71,148,220,117,37,19,84,125,453,206,141,104,55,20,490,11527,5097,687,1502,2189,975,319,283,713,1079,4007,1957,1459,949,607,232
ORL,1993,53,1255,521,66,157,223,113,36,28,81,123,429,200,141,105,46,16,477,11492,4844,703,1583,2287,990,339,399,712,1128,3865,1864,1389,923,533,192
ORL,1994,44,1204,528,86,161,248,106,38,34,74,105,428,207,139,93,56,19,604,15860,6616,964,2178,3143,1474,517,511,942,1407,5367,2573,1761,1181,824,287
ORL,1995,39,1028,443,71,123,194,107,36,25,63,91,348,172,115,75,64,23,582,15082,6217,890,2023,2913,1439,515,372,895,1349,5077,2418,1668,1109,785,271
ORL,1996,40,1052,425,59,110,170,113,34,17,64,88,327,154,109,82,92,35,604,15780,6310,886,1912,2798,1558,536,303,993,1372,5193,2372,1685,1261,867,303
ORL,1997,39,1014,404,51,103,155,96,37,19,61,79,327,147,108,80,84,28,610,16023,6528,769,1751,2520,1835,626,290,1031,1316,5361,2451,1745,1311,927,314
ORL,1998,43,1117,426,71,128,200,90,37,25,64,89,360,160,119,86,60,19,627,16375,7022,945,1951,2896,1507,583,317,974,1329,5787,2681,1859,1412,738,247
ORL,1999,32,742,261,45,78,124,56,28,16,44,67,226,100,79,54,18,6,410,9389,3501,498,1204,1702,742,326,217,545,862,2943,1324,981,698,449,154
ORL,2000,37,877,373,44,100,144,97,34,20,63,81,311,140,98,73,55,18,492,11323,4642,476,1290,1766,1249,441,233,735,1056,3855,1734,1212,894,793,280
ORL,2001,40,990,408,55,122,177,88,32,22,58,92,350,154,100,74,69,24,552,14151,6295,748,1973,2722,1296,491,416,870,1258,5138,2402,1638,1219,772,272
ORL,2002,39,1002,408,47,112,159,105,33,16,52,89,343,150,96,74,86,33,438,11387,4926,664,1595,2260,1089,408,266,713,1050,3970,1836,1389,1040,599,213
ORL,2003,44,1020,434,50,114,165,94,30,15,58,92,373,165,103,78,64,24,325,7901,3369,382,948,1330,864,252,131,512,715,2855,1289,929,677,323,113
PHI,1985,41,1056,523,72,117,190,104,44,30,84,105,402,199,155,122,12,3,416,11584,5881,601,1631,2395,1392,488,260,826,1039,4517,2288,1654,1233,249,70
PHI,1986,43,1255,608,79,147,227,137,51,28,97,121,472,236,173,129,22,6,559,15359,7595,796,1912,2846,1827,620,286,1150,1420,5858,2915,2251,1678,301,86
PHI,1987,41,1143,514,78,149,227,111,43,25,85,111,396,197,151,114,14,3,542,13431,5993,816,1756,2572,1454,515,271,975,1297,4696,2317,1718,1289,244,68
PHI,1988,38,1016,497,70,130,201,102,40,22,77,89,381,187,152,118,16,3,539,13581,6150,743,1657,2400,1528,587,218,930,1146,4800,2336,1709,1326,457,151
PHI,1989,41,1093,531,80,146,226,95,33,23,71,95,406,200,154,122,25,7,529,13273,6105,842,1843,2685,1196,460,285,866,1200,4739,2310,1711,1331,454,152
PHI,1990,38,1028,464,68,134,203,84,31,31,60,87,370,179,125,98,25,7,594,15278,6478,948,2119,3067,1409,544,385,946,1323,5135,2458,1806,1402,484,160
PHI,1991,37,900,432,59,106,166,78,33,21,56,77,331,162,124,97,29,9,449,11473,5245,838,1678,2516,967,405,302,768,1000,4007,1956,1568,1194,415,136
PHI,1992,46,1198,509,63,137,200,92,40,42,64,100,405,196,122,100,39,15,571,14259,5724,755,1748,2504,1185,491,420,807,1163,4618,2184,1480,1173,491,181
PHI,1993,46,1151,521,55,114,170,105,33,26,67,82,429,206,120,94,38,14,536,13289,5607,576,1540,2117,1139,394,412,782,1135,4557,2180,1417,1100,400,146
PHI,1994,40,902,386,51,101,152,63,26,21,54,73,329,152,95,69,35,11,377,8415,3507,465,999,1464,563,245,241,473,766,2984,1380,846,644,302,107
PHI,1995,44,1059,411,61,133,194,85,32,29,66,95,350,155,114,83,54,17,489,11599,4870,685,1544,2230,903,344,325,764,1096,4038,1831,1380,1057,481,153
PHI,1996,47,1135,435,71,146,217,81,35,25,65,94,362,162,128,94,50,16,468,11677,5070,718,1595,2314,915,402,240,749,939,4191,1856,1575,1198,536,166
PHI,1997,49,1245,507,78,147,226,106,39,30,86,115,421,187,147,109,66,21,616,16849,7471,940,2278,3219,1458,539,426,1157,1559,6240,2805,2145,1644,681,220
PHI,1998,43,938,354,65,118,183,75,35,23,57,101,288,134,104,72,38,12,570,14297,5446,844,2043,2887,1063,503,399,873,1462,4585,2093,1551,1128,433,136
PHI,1999,33,881,340,60,107,167,77,36,22,55,85,287,129,105,72,30,9,501,12909,4920,712,1665,2377,1145,486,282,790,1214,4131,1860,1439,1020,546,177
PHI,2000,31,819,318,55,108,163,66,29,21,50,75,269,117,100,71,33,10,510,13208,5027,742,1841,2583,1124,455,383,810,1200,4165,1873,1498,1077,632,204
PHI,2001,35,936,366,60,119,179,93,33,22,59,84,311,134,112,83,42,13,406,10984,4324,644,1572,2217,963,379,336,718,1019,3513,1599,1360,1009,370,115
PHI,2002,36,965,399,60,119,180,82,32,15,59,85,340,150,113,84,45,15,445,11508,4707,643,1639,2283,983,407,202,750,1108,3888,1750,1428,1057,465,148
PHI,2003,37,1038,456,54,119,173,98,42,14,67,83,385,168,131,103,48,15,387,10999,4900,476,1424,1900,1090,418,188,774,903,4114,1811,1399,1078,613,199
PHO,1985,40,884,424,55,97,152,97,31,19,70,100,338,170,106,81,11,3,487,11614,5584,684,1474,2159,1228,416,292,824,1276,4463,2240,1412,1070,117,31
PHO,1986,49,1274,640,68,155,223,155,52,26,107,139,494,252,174,133,8,1,634,15944,7698,867,1939,2806,1738,591,384,1059,1660,6118,3074,1879,1455,277,94
PHO,1987,51,1284,629,66,137,203,152,45,23,98,139,501,249,157,122,27,8,725,18789,8954,1024,2227,3251,2013,652,410,1258,1902,7158,3538,2218,1734,415,143
PHO,1988,49,1172,497,68,131,200,116,39,17,75,117,407,190,133,103,36,12,768,19202,8082,1021,2194,3215,1751,654,357,1082,1754,6459,3087,2076,1628,762,280
PHO,1989,43,1139,562,71,141,213,128,39,22,77,106,448,218,146,113,34,11,679,17106,7711,929,2022,2951,1698,578,360,1076,1604,6065,2916,2082,1636,687,243
PHO,1990,40,1086,537,73,137,211,113,37,27,71,103,419,206,146,115,26,8,712,18306,8504,1089,2287,3377,1677,592,423,1182,1743,6803,3281,2220,1717,652,225
PHO,1991,39,951,436,62,120,183,104,32,26,58,88,326,163,133,104,19,6,674,16422,7037,916,2061,2977,1643,559,390,1011,1568,5452,2641,1978,1526,649,228
PHO,1992,41,989,513,61,124,185,124,36,18,68,88,385,190,156,118,42,13,629,16281,7516,1005,2203,3209,1805,596,345,1134,1556,5698,2800,2215,1673,727,240
PHO,1993,41,1008,451,74,122,196,109,35,20,61,81,341,167,131,98,49,17,591,14724,6273,940,1985,2925,1610,526,287,948,1297,4784,2348,1819,1361,653,215
PHO,1994,42,1267,603,87,149,236,127,45,21,75,100,474,228,158,121,71,25,703,18629,8325,1130,2517,3647,1850,651,321,1150,1680,6376,3115,2319,1782,888,311
PHO,1995,42,1124,506,79,140,219,114,37,20,65,100,398,192,141,106,40,13,587,15747,7120,1004,2153,3157,1465,521,314,954,1331,5522,2696,1999,1520,602,206
PHO,1996,39,1049,438,61,115,177,106,33,17,63,92,354,163,114,85,75,26,621,16437,7015,859,2008,2868,1802,538,285,1004,1383,5712,2668,1800,1389,820,290
PHO,1997,36,1105,496,54,117,171,114,38,20,69,91,402,181,123,92,109,40,628,17713,8082,833,1997,2831,2130,626,380,1178,1507,6633,3037,2079,1577,1198,429
PHO,1998,36,918,378,46,104,151,99,34,18,61,82,321,144,90,68,64,21,495,12704,5429,649,1558,2208,1280,481,273,847,1189,4712,2078,1279,958,915,314
PHO,1999,26,727,286,41,84,125,84,27,13,48,61,243,108,78,57,38,12,594,16198,6955,826,2059,2885,1847,630,413,1127,1493,5796,2630,1837,1366,974,328
PHO,2000,32,881,343,48,97,146,101,35,14,54,75,287,129,87,65,52,18,582,15363,6111,771,1932,2704,1662,618,324,976,1348,5232,2326,1532,1124,982,335
PHO,2001,37,943,352,52,116,168,98,35,22,54,79,293,134,91,68,44,14,461,12852,5131,544,1511,2055,1423,489,249,757,1001,4295,1957,1271,952,782,264
PHO,2002,46,1174,440,73,157,230,104,41,30,66,107,384,175,104,76,38,12,446,11847,4769,613,1527,2141,1229,471,280,744,1034,3979,1824,1284,946,555,181
PHO,2003,44,1134,447,61,137,198,120,40,20,72,103,394,174,104,78,61,20,368,9875,4171,491,1288,1780,1126,378,202,667,904,3501,1591,1106,827,503,167
POR,1985,41,1158,580,71,129,200,126,43,26,82,111,446,228,157,121,10,2,635,17351,8410,909,2140,3110,2079,691,374,1182,1600,6732,3235,2279,1748,562,189
POR,1986,36,918,446,59,106,166,91,34,23,68,100,339,172,127,99,10,2,490,12990,6482,722,1632,2402,1394,477,282,903,1299,5141,2495,1764,1347,421,142
POR,1987,40,951,457,56,102,158,108,37,16,70,104,345,173,135,105,14,4,544,13984,6833,650,1608,2309,1608,534,247,922,1330,5479,2651,1745,1354,513,174
POR,1988,37,919,437,55,101,156,118,36,16,67,92,334,167,125,97,16,5,545,13345,6242,735,1652,2388,1495,503,286,907,1320,4975,2394,1664,1284,490,168
POR,1989,42,1260,620,95,165,261,139,50,26,83,125,498,243,167,126,24,7,802,21360,9494,1396,2799,4195,2069,800,511,1381,2208,7735,3653,2561,1886,861,302
POR,1990,45,1247,610,89,145,235,135,48,24,83,125,498,236,161,123,43,14,902,23957,11187,1444,2932,4376,2499,912,505,1609,2400,9035,4326,2855,2151,1080,382
POR,1991,45,1192,552,85,140,225,131,44,23,77,118,441,209,156,117,48,17,811,20974,9184,1294,2633,3927,2303,808,464,1415,2126,7442,3502,2486,1845,951,334
POR,1992,43,1190,533,85,137,222,140,45,21,79,115,419,202,152,114,42,14,785,20814,9135,1230,2541,3772,2329,808,377,1396,1963,7343,3439,2577,1903,1006,353
POR,1993,41,1185,528,92,145,238,123,44,30,70,111,431,202,150,109,42,14,798,20989,9040,1318,2611,3929,2273,812,449,1348,1984,7383,3429,2527,1816,1041,365
POR,1994,36,948,411,68,120,188,93,32,19,55,89,340,158,115,83,30,10,898,23754,10301,1503,3093,4596,2430,842,486,1549,2339,8292,3934,2940,2101,945,330
POR,1995,33,904,376,62,115,177,82,30,24,55,84,317,147,103,71,31,10,565,14337,5729,922,1976,2899,1337,481,359,918,1379,4722,2205,1690,1148,501,169
POR,1996,39,1011,443,59,111,170,90,33,20,67,96,363,163,125,89,76,26,474,11733,4880,606,1464,2071,1097,410,308,748,1116,4142,1872,1325,939,574,196
POR,1997,36,928,413,48,102,150,93,29,18,66,88,327,153,108,81,70,25,557,13765,5582,682,1769,2451,1424,451,346,906,1325,4675,2138,1455,1067,685,237
POR,1998,35,963,404,47,110,158,104,31,19,69,86,333,148,105,79,79,27,640,16704,6878,758,2071,2829,1784,560,345,1144,1491,5831,2622,1696,1273,1033,360
POR,1999,31,860,352,52,102,155,91,28,16,55,75,282,128,102,78,50,16,737,19922,8540,989,2618,3607,2199,720,398,1338,1816,6959,3214,2282,1733,1092,376
POR,2000,36,988,399,64,123,187,101,33,21,63,91,322,146,119,90,47,16,753,20786,8861,1149,2728,3878,2492,801,435,1452,1863,7105,3323,2536,1872,1000,342
POR,2001,40,1069,445,70,133,203,97,39,22,70,97,363,168,121,90,52,17,592,15768,6454,971,2181,3152,1471,588,404,1012,1424,5274,2462,1757,1242,811,285
POR,2002,39,1137,457,55,125,181,122,38,19,63,87,381,174,110,83,73,25,529,14728,5927,816,1984,2801,1505,529,355,902,1260,4936,2285,1527,1081,818,274
POR,2003,43,1166,474,62,145,208,96,35,25,66,90,397,181,117,87,67,24,354,9711,3986,491,1244,1735,779,298,252,560,791,3299,1519,1005,742,568,205
SAC,1985,52,1348,637,81,160,241,158,48,25,106,150,511,249,172,135,13,3,712,18151,8359,1067,2231,3298,2025,622,339,1341,1819,6836,3252,2169,1699,504,155
SAC,1986,47,1240,592,80,159,239,137,38,26,102,135,460,231,165,128,7,1,533,13077,6061,852,1698,2550,1207,383,265,950,1366,4918,2391,1568,1205,246,73
SAC,1987,47,1130,502,75,151,227,113,35,32,84,120,400,195,141,105,18,5,545,12979,5591,844,1663,2508,1260,408,302,936,1329,4456,2187,1490,1121,287,95
SAC,1988,53,1432,582,89,166,256,143,40,28,86,135,469,231,141,109,30,11,561,13008,5207,703,1585,2289,1251,384,252,769,1289,4268,2066,1176,914,436,160
SAC,1989,43,1128,460,63,120,184,132,34,23,74,106,382,180,105,82,45,16,465,11487,4789,595,1356,1951,1179,321,271,714,1166,3937,1910,1090,829,380,139
SAC,1990,43,828,327,42,96,139,77,22,15,50,97,279,132,77,58,16,4,424,8893,3607,491,1081,1573,832,264,227,572,1043,3065,1452,888,652,157,49
SAC,1991,48,1312,603,62,137,200,128,45,23,82,113,497,233,154,121,43,14,433,9698,4234,457,1047,1504,967,350,175,640,953,3519,1617,1096,851,409,147
SAC,1992,45,1151,494,60,136,197,113,40,29,73,104,408,189,128,98,47,16,558,12726,5378,657,1490,2148,1196,452,242,821,1287,4365,2019,1432,1109,630,229
SAC,1993,57,1443,633,76,170,246,150,51,36,96,140,529,248,158,119,49,17,489,11308,4792,614,1351,1966,1049,373,250,734,1151,3991,1838,1238,928,509,186
SAC,1994,49,1347,596,74,148,222,152,49,23,98,130,494,223,172,130,56,18,477,11620,4715,662,1476,2139,1065,390,240,764,1165,3860,1778,1313,972,509,185
SAC,1995,55,1403,592,86,167,254,117,47,28,93,140,489,227,164,116,62,21,564,14326,5976,876,1819,2696,1101,470,274,898,1459,4877,2290,1635,1200,540,196
SAC,1996,44,1120,471,64,129,193,101,32,22,74,110,385,179,125,88,60,22,497,12484,5332,751,1543,2295,1013,371,236,783,1210,4436,2081,1385,1014,436,155
SAC,1997,46,1254,538,73,149,223,115,35,17,84,125,430,202,143,102,79,31,462,11524,4991,729,1471,2200,946,324,168,754,1128,4044,1931,1367,979,411,148
SAC,1998,45,1089,458,68,136,204,107,39,32,76,106,389,180,117,78,59,19,487,12122,5185,604,1625,2229,1284,448,313,827,1114,4319,1982,1299,940,818,278
SAC,1999,33,861,352,48,103,152,77,31,16,52,71,306,136,87,59,61,19,613,15479,6628,812,2087,2899,1480,594,328,946,1383,5578,2563,1573,1153,1002,347
SAC,2000,32,840,351,45,105,151,93,35,16,56,67,301,130,86,64,79,25,530,14146,6047,652,1917,2569,1537,596,313,908,1165,5046,2286,1444,1067,1148,406
SAC,2001,41,1083,466,61,142,203,118,42,23,69,92,389,177,118,90,60,21,513,13539,5798,684,1894,2579,1421,535,326,880,1177,4777,2218,1445,1068,814,293
SAC,2002,41,1088,452,63,136,199,105,38,21,65,90,378,171,113,85,64,23,508,13970,5967,668,1895,2563,1449,517,322,910,1165,4989,2276,1428,1066,959,348
SAC,2003,41,1167,503,67,141,209,116,42,19,65,93,412,191,122,94,73,26,519,14455,6226,729,2020,2749,1469,567,333,909,1262,5159,2383,1524,1139,883,319
