Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,win_rate,Class
MEM,2002,2851,6535,1334,1883,984,2413,3397,1785,1571,646,1290,488,336,7372,3119,6830,1346,1788,1135,2560,3693,1960,1783,781,1164,455,398,7982,92.562195,0.280487804878,0.341463414634,3
MEM,2003,2950,6639,1382,1909,963,2439,3403,1838,1624,648,1252,494,401,7683,3171,6919,1363,1803,1130,2557,3687,1975,1782,747,1168,439,414,8121,93.78611,0.310975609756,0.609756097561,6
MEM,2004,3006,6700,1493,2039,995,2423,3418,1903,1790,723,1197,532,457,7962,3041,6779,1512,1984,1112,2531,3643,1832,1834,693,1245,442,400,7995,94.155014,0.475609756098,0.548780487805,5
MIA,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIA,1989,3221,7116,1477,2103,1309,2211,3520,1958,2124,744,1728,408,97,8016,3384,6928,2021,2613,1188,2366,3554,2062,1830,926,1543,553,148,8937,102.09809,0.182926829268,0.219512195122,2
MIA,1990,3302,7230,1435,2065,1275,2262,3537,1957,2123,740,1642,398,92,8131,3401,6969,2035,2664,1156,2416,3573,2069,1805,893,1508,515,153,8990,102.7397,0.201219512195,0.292682926829,2
MIA,1991,3331,7242,1521,2167,1237,2307,3544,1930,2101,746,1554,387,114,8298,3376,6992,2023,2659,1150,2415,3566,2041,1870,856,1469,489,165,8942,102.70755,0.256097560976,0.463414634146,4
MIA,1992,3268,7100,1744,2318,1209,2334,3543,1826,1949,713,1464,380,198,8478,3432,7065,1841,2422,1155,2389,3544,2038,1964,792,1391,474,191,8896,101.18415,0.378048780488,0.439024390244,4
MIA,1993,3191,6955,1873,2402,1160,2375,3535,1718,1915,639,1332,361,295,8551,3380,6974,1772,2329,1083,2419,3502,2017,2010,693,1310,436,237,8771,99.1778485,0.451219512195,0.512195121951,5
MIA,1994,3162,6873,1826,2349,1184,2395,3580,1772,2017,626,1301,362,335,8485,3134,6716,1874,2471,1053,2345,3398,1893,1999,672,1309,432,280,8422,97.2008055,0.475609756098,0.390243902439,3
MIA,1995,3170,6817,1656,2178,1163,2339,3503,1817,2012,652,1303,336,386,8384,3064,6603,1810,2433,1055,2310,3365,1840,1921,672,1323,411,403,8341,95.836845,0.451219512195,0.512195121951,5
MIA,1996,3023,6543,1561,2160,1045,2383,3429,1765,2079,618,1342,368,494,8101,2913,6434,1805,2419,1009,2335,3344,1752,1963,659,1310,394,478,8109,94.2243575,0.451219512195,0.743902439024,7
MIA,1997,2862,6291,1503,2104,978,2448,3426,1743,2038,612,1350,439,615,7842,2710,6264,1709,2303,990,2318,3308,1578,1931,654,1306,397,428,7559,91.7617495,0.628048780488,0.670731707317,6
MIA,1998,2836,6281,1496,2052,992,2410,3403,1746,1950,657,1266,434,613,7781,2705,6290,1586,2151,1028,2276,3305,1571,1841,641,1269,381,358,7354,90.2643395,0.707317073171,0.66,6
MIA,1999,2233,4946,1233,1672,765,1965,2731,1388,1508,496,985,366,418,6118,2144,5080,1246,1681,838,1787,2625,1241,1476,512,945,279,258,5792,88.383892,0.665365853659,0.634146341463,6
MIA,2000,2295,5013,1136,1544,712,2065,2777,1475,1491,454,987,414,367,6094,2173,5200,1186,1594,796,1841,2638,1217,1448,504,913,280,309,5842,89.3499335,0.647073170732,0.609756097561,6
MIA,2001,2834,6360,1384,1850,867,2527,3394,1780,1836,607,1153,414,462,7514,2741,6428,1425,1920,944,2434,3378,1501,1809,609,1179,398,384,7292,90.469711,0.621951219512,0.439024390244,4
MIA,2002,2747,6320,1329,1791,857,2489,3347,1647,1785,590,1114,376,395,7219,2683,6270,1452,1972,904,2506,3410,1441,1765,609,1140,388,369,7188,89.082176,0.524390243902,0.30487804878,3
MIA,2003,2744,6449,1264,1698,925,2504,3429,1582,1851,569,1125,386,330,7083,2689,6243,1581,2128,883,2535,3418,1471,1689,623,1095,395,392,7353,89.3798065,0.371951219512,0.512195121951,5
MIA,2004,2708,6467,1375,1802,944,2461,3405,1533,1834,591,1086,318,416,7209,2685,6207,1605,2114,882,2536,3419,1503,1699,602,1139,438,418,7394,89.4209865,0.408536585366,0.719512195122,7
MIL,1985,3498,7113,1808,2413,1195,2369,3564,2138,2203,665,1398,487,74,8878,3210,7002,1944,2594,1244,2264,3508,1931,2098,647,1483,354,61,8426,101.300195,0.664634146341,0.69512195122,6
MIL,1986,3582,7283,1968,2587,1222,2386,3609,2161,2224,747,1375,473,107,9240,3250,7007,2000,2687,1202,2309,3511,1928,2121,637,1596,393,88,8588,103.69982,0.707317073171,0.609756097561,6
MIL,1987,3529,7296,2008,2625,1154,2371,3525,2101,2195,825,1314,426,155,9221,3266,6974,2048,2735,1180,2401,3581,1983,2081,646,1591,428,108,8690,103.955715,0.65243902439,0.512195121951,5
MIL,1988,3411,7180,1892,2456,1118,2328,3446,2119,2084,758,1267,386,159,8874,3295,6984,1974,2603,1181,2438,3620,2074,1988,640,1448,454,126,8692,101.582195,0.560975609756,0.59756097561,5
MIL,1989,3382,7123,1893,2373,1125,2303,3428,2132,1971,746,1290,351,156,8814,3322,6982,1835,2389,1133,2367,3500,2122,1943,664,1434,437,164,8644,100.72893,0.55487804878,0.536585365854,5
MIL,1990,3389,7156,1838,2327,1120,2259,3379,2058,2019,823,1310,324,194,8811,3296,6886,1914,2469,1126,2370,3496,2066,1907,696,1514,434,188,8695,101.116825,0.567073170732,0.585365853659,5
MIL,1991,3358,7047,1759,2257,1093,2204,3297,2060,2059,860,1318,328,233,8709,3291,6823,1872,2441,1133,2360,3493,2023,1895,694,1518,452,185,8639,100.007427,0.560975609756,0.378048780488,3
MIL,1992,3329,7082,1696,2172,1188,2167,3355,2046,1968,878,1335,323,314,8668,3367,6843,1696,2253,1139,2317,3456,2070,1846,717,1475,467,205,8636,98.854996,0.481707317073,0.341463414634,3
MIL,1993,3294,7070,1570,2092,1173,2142,3316,2051,1941,863,1356,355,341,8500,3374,6877,1730,2316,1219,2358,3578,2102,1795,751,1448,464,245,8723,98.5032465,0.359756097561,0.243902439024,2
MIL,1994,3156,6865,1537,2131,1088,2133,3221,2015,1899,831,1353,400,321,8170,3279,6734,1753,2360,1177,2446,3624,2089,1793,770,1446,438,277,8589,97.361088,0.292682926829,0.414634146341,4
MIL,1995,3033,6696,1569,2220,1094,2170,3265,1841,1839,737,1368,383,412,8047,3251,6607,1600,2182,1050,2416,3466,2097,1875,769,1387,413,388,8492,95.8038405,0.329268292683,0.30487804878,3
MIL,1996,3028,6538,1510,2086,1018,2175,3193,1746,1900,628,1344,333,425,7991,3166,6505,1553,2137,1006,2321,3327,2021,1862,709,1285,390,502,8388,93.7201805,0.359756097561,0.40243902439,4
MIL,1997,3000,6396,1486,2009,964,2213,3177,1682,1917,607,1290,327,340,7827,3041,6388,1598,2195,986,2281,3267,1880,1764,668,1206,382,441,8122,91.746399,0.353658536585,0.439024390244,4
MIL,1998,2942,6351,1611,2135,995,2249,3244,1629,1903,682,1334,352,286,7783,2955,6337,1692,2295,988,2258,3246,1783,1792,726,1274,395,336,7939,92.245979,0.420731707317,0.56,5
MIL,1999,2335,5108,1255,1661,802,1802,2605,1339,1528,587,1051,279,240,6166,2255,5032,1404,1881,829,1829,2658,1382,1414,582,1089,296,288,6203,91.1820255,0.499512195122,0.512195121951,5
MIL,2000,2463,5322,1202,1568,793,1871,2664,1441,1581,556,974,292,312,6441,2316,5195,1357,1805,847,1883,2729,1502,1445,518,1066,269,401,6391,92.359722,0.536097560976,0.634146341463,6
MIL,2001,3143,6812,1516,1928,995,2436,3432,1848,1974,671,1156,384,478,8279,2972,6635,1682,2213,1025,2429,3454,1935,1824,614,1259,347,485,8112,94.6716005,0.573170731707,0.5,5
MIL,2002,3076,6687,1397,1820,908,2528,3436,1845,1858,634,1097,387,577,8128,2964,6736,1584,2076,1032,2464,3496,1883,1709,595,1104,355,466,7978,93.072533,0.567073170732,0.512195121951,5
MIL,2003,3043,6623,1402,1839,858,2462,3320,1835,1803,609,1054,366,589,8077,3029,6744,1531,2040,1036,2489,3525,1888,1663,571,1055,341,486,8076,92.406666,0.506097560976,0.5,5
MIL,2004,3007,6660,1590,2051,918,2434,3352,1847,1743,588,1031,363,493,8098,3038,6680,1501,2023,1002,2530,3533,1881,1781,579,1116,363,467,8045,92.83218,0.506097560976,0.365853658537,3
MIN,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,1990,3067,6876,1596,2137,1196,2053,3249,1844,1901,789,1197,344,73,7803,3081,6391,1859,2420,1050,2322,3372,1880,1748,578,1366,489,129,8150,94.217224,0.268292682927,0.353658536585,3
MIN,1991,3166,7076,1563,2109,1235,2083,3318,1864,1882,750,1129,392,90,7986,3200,6584,1769,2319,1072,2350,3422,2011,1720,545,1302,500,150,8320,95.088619,0.310975609756,0.182926829268,1
MIN,1992,3315,7309,1455,1969,1221,2140,3361,1955,1865,665,1109,483,117,8203,3386,6947,1709,2278,1202,2456,3659,2115,1683,586,1226,542,171,8653,96.9267805,0.268292682927,0.231707317073,2
MIN,1993,3204,6935,1586,2052,1053,2186,3239,2013,1947,634,1289,490,146,8141,3388,6965,1784,2375,1216,2432,3649,2116,1775,697,1223,534,189,8749,97.250004,0.207317073171,0.243902439024,2
MIN,1994,3014,6532,1785,2275,965,2273,3238,1984,2022,624,1450,447,174,7988,3283,6844,1806,2432,1112,2313,3425,2126,1865,779,1197,521,217,8591,96.806992,0.237804878049,0.256097560976,2
MIN,1995,2888,6377,1800,2329,936,2216,3153,1873,2045,604,1439,421,250,7828,3166,6691,1801,2471,1135,2300,3436,2088,1918,763,1243,530,347,8481,95.437588,0.25,0.317073170732,3
MIN,1996,2883,6350,1810,2334,934,2180,3114,1823,2034,629,1413,441,298,7875,3087,6547,1790,2429,1102,2311,3413,2017,1961,714,1333,505,499,8463,94.9067,0.286585365854,0.487804878049,4
MIN,1997,2955,6458,1717,2247,971,2286,3257,1870,1906,634,1334,519,325,7953,3015,6562,1703,2276,1052,2340,3393,1875,1884,689,1313,471,498,8233,94.4954795,0.40243902439,0.548780487805,5
MIN,1998,3047,6640,1655,2216,1010,2365,3375,1971,1850,628,1190,492,337,8086,3010,6699,1647,2202,1092,2387,3480,1847,1846,631,1255,428,449,8117,94.4472505,0.518292682927,0.5,5
MIN,1999,2497,5585,1261,1698,908,1910,2819,1643,1533,532,889,349,212,6468,2378,5341,1351,1845,853,1987,2840,1511,1440,486,1032,337,322,6430,94.667427,0.524390243902,0.609756097561,6
MIN,2000,2532,5618,1114,1456,885,1931,2816,1711,1549,524,890,358,185,6363,2302,5200,1349,1827,753,2001,2755,1425,1351,477,1034,303,296,6250,94.0831145,0.55487804878,0.573170731707,5
MIN,2001,3187,6890,1371,1753,1009,2470,3479,2144,1906,652,1122,450,285,8030,2950,6582,1605,2174,941,2472,3414,1785,1670,587,1206,350,365,7871,94.15691,0.591463414634,0.609756097561,6
MIN,2002,3161,6879,1381,1745,1030,2516,3546,2038,1819,603,1087,441,359,8063,2969,6621,1509,2061,939,2415,3355,1844,1665,562,1108,382,421,7869,93.076641,0.591463414634,0.621951219512,6
MIN,2003,3173,6848,1402,1790,1009,2588,3597,2031,1721,538,1080,430,346,8095,2983,6763,1423,1905,943,2385,3328,1863,1680,556,1050,402,480,7870,93.16843,0.615853658537,0.707317073171,7
MIN,2004,3102,6690,1383,1784,917,2629,3546,1980,1717,557,1047,447,311,7899,2873,6749,1410,1873,987,2421,3409,1786,1669,559,1057,347,432,7588,92.158367,0.664634146341,0.536585365854,5
NJN,1985,3630,7351,1686,2362,1227,2319,3546,2155,2127,793,1481,457,50,8997,3468,7007,1943,2564,1090,2356,3446,1944,2047,730,1585,384,63,8942,104.408875,0.530487804878,0.475609756098,4
NJN,1986,3597,7373,1720,2316,1208,2404,3612,2145,2070,760,1465,380,47,8962,3509,7082,1928,2538,1060,2387,3447,1997,1967,731,1509,371,87,9034,104.542445,0.493902439024,0.292682926829,2
NJN,1987,3461,7192,1905,2501,1176,2446,3622,2059,2241,696,1596,371,94,8921,3461,7124,2180,2820,1082,2360,3443,1988,2064,798,1440,478,107,9209,105.37637,0.384146341463,0.231707317073,2
NJN,1988,3291,6970,1841,2457,1122,2335,3457,1893,2197,685,1560,391,141,8564,3427,7021,2124,2718,1081,2406,3488,1975,2034,811,1395,544,124,9103,102.86807,0.262195121951,0.317073170732,3
NJN,1989,3270,7041,1667,2284,1139,2340,3480,1794,2004,750,1476,408,162,8370,3498,7040,1822,2352,1032,2468,3500,2063,1888,776,1404,503,144,8963,101.720475,0.274390243902,0.207317073171,2
NJN,1990,3245,7320,1703,2305,1283,2371,3655,1634,1959,773,1404,456,163,8357,3481,7091,1827,2388,1087,2533,3620,2002,1860,756,1397,481,149,8940,102.189355,0.262195121951,0.317073170732,3
NJN,1991,3234,7437,1706,2297,1381,2336,3717,1628,1953,761,1391,540,150,8324,3388,7113,1916,2492,1215,2558,3774,1804,1891,799,1435,509,138,8832,102.063885,0.262195121951,0.487804878049,4
NJN,1992,3392,7519,1564,2127,1456,2370,3826,1859,1894,742,1407,607,192,8541,3398,7190,1851,2405,1401,2291,3692,1763,1809,818,1397,512,148,8795,100.6431105,0.40243902439,0.524390243902,5
NJN,1993,3372,7332,1601,2133,1401,2449,3850,1904,1863,714,1373,570,189,8536,3326,7060,1720,2283,1308,2200,3508,1787,1801,793,1323,450,181,8554,98.6484145,0.506097560976,0.548780487805,5
NJN,1994,3220,7099,1816,2376,1295,2531,3826,1886,1792,694,1275,551,189,8446,3248,7035,1589,2143,1122,2436,3558,1852,1891,747,1276,499,218,8304,98.2544785,0.536585365854,0.365853658537,3
NJN,1995,3054,6926,1825,2400,1256,2562,3819,1892,1768,620,1248,562,318,8251,3224,7014,1504,2055,1099,2481,3580,1872,1906,724,1176,511,337,8290,96.518944,0.457317073171,0.365853658537,3
NJN,1996,2910,6744,1711,2274,1281,2536,3817,1818,1862,585,1337,559,332,7863,3094,6764,1485,2033,1042,2395,3437,1851,1918,699,1187,478,491,8165,94.3135645,0.365853658537,0.317073170732,3
NJN,1997,2937,6920,1587,2137,1380,2439,3819,1739,1872,652,1332,526,367,7829,3053,6654,1552,2089,1046,2409,3456,1900,1852,670,1263,516,531,8189,94.3096965,0.341463414634,0.524390243902,5
NJN,1998,3024,7009,1626,2191,1377,2256,3633,1705,1891,727,1235,397,397,8072,3058,6545,1640,2198,1072,2390,3462,1848,1901,645,1369,515,438,8194,94.5319865,0.420731707317,0.32,3
NJN,1999,2373,5544,1356,1801,1029,1787,2816,1304,1525,634,965,293,267,6369,2406,5187,1298,1754,851,1948,2800,1369,1553,505,1147,420,289,6399,94.032158,0.422195121951,0.378048780488,3
NJN,2000,2335,5521,1281,1646,877,1876,2753,1305,1523,605,934,333,351,6302,2460,5354,1223,1655,876,2119,2995,1412,1476,481,1089,397,295,6439,94.4613875,0.349024390244,0.317073170732,3
NJN,2001,2880,6716,1615,2093,974,2326,3300,1645,1947,684,1129,400,419,7794,3031,6596,1583,2121,1065,2639,3704,1848,1838,593,1312,495,398,8043,94.0934485,0.34756097561,0.634146341463,6
NJN,2002,2911,6683,1515,2026,974,2426,3400,1796,1858,682,1154,448,382,7720,2897,6560,1543,2060,1000,2569,3569,1701,1738,644,1250,481,418,7757,93.508289,0.475609756098,0.59756097561,5
NJN,2003,2974,6700,1532,2051,1015,2521,3536,1938,1753,716,1176,432,374,7854,2807,6564,1438,1915,965,2489,3454,1585,1772,681,1270,430,417,7470,93.538551,0.615853658537,0.573170731707,5
NJN,2004,2859,6478,1530,2025,926,2500,3427,1948,1747,713,1170,348,361,7610,2725,6382,1422,1885,903,2466,3369,1617,1808,674,1270,397,421,7294,91.812462,0.585365853659,0.512195121951,5
NOH,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOH,2003,2914,6695,1467,1910,1097,2475,3572,1807,1767,656,1151,394,404,7699,2857,6518,1474,1925,909,2368,3277,1630,1754,647,1159,427,338,7526,91.892624,0.573170731707,0.5,5
NOH,2004,2843,6650,1460,1923,1094,2446,3540,1761,1741,682,1153,370,467,7614,2850,6480,1440,1901,940,2422,3363,1710,1744,630,1181,428,391,7531,91.3463135,0.536585365854,0.219512195122,2
NYK,1985,3410,6969,1825,2430,1102,2166,3268,2020,2339,778,1522,313,49,8695,3294,6709,2079,2740,1132,2286,3418,2096,2117,694,1636,421,59,8727,102.005985,0.432926829268,0.280487804878,2
NYK,1986,3337,7067,1620,2293,1098,2136,3234,1938,2305,734,1448,287,66,8360,3260,6702,2192,2875,1192,2494,3686,2075,2028,684,1609,445,67,8780,101.59404,0.286585365854,0.292682926829,2
NYK,1987,3284,7028,1629,2299,1094,2166,3260,1909,2120,709,1429,352,103,8301,3346,6907,2015,2639,1248,2517,3766,2079,1984,731,1523,422,81,8788,101.0368,0.286585365854,0.463414634146,4
NYK,1988,3346,7127,1737,2334,1197,2178,3375,1976,2194,746,1469,420,152,8581,3351,6926,2052,2670,1243,2366,3609,2078,1959,733,1524,423,104,8858,101.5857,0.378048780488,0.634146341463,6
NYK,1989,3532,7421,1764,2336,1304,2229,3533,2047,2207,844,1545,445,282,9111,3419,7034,2005,2598,1184,2305,3489,2148,1933,741,1659,440,133,8976,104.81732,0.548780487805,0.548780487805,5
NYK,1990,3567,7350,1777,2357,1254,2345,3600,2111,1940,807,1492,469,311,9223,3566,7394,1716,2245,1231,2305,3536,2209,1883,748,1487,425,161,9010,104.33466,0.591463414634,0.475609756098,4
NYK,1991,3371,6955,1714,2248,1120,2431,3551,2156,1796,676,1395,455,210,8667,3453,7296,1534,2001,1184,2310,3494,2062,1841,721,1263,393,177,8618,99.5762575,0.512195121951,0.621951219512,6
NYK,1992,3310,6884,1578,2098,1119,2462,3581,2151,1834,636,1310,400,193,8391,3246,6944,1568,2037,1066,2288,3355,1888,1808,696,1244,382,181,8241,96.807232,0.548780487805,0.731707317073,7
NYK,1993,3260,6922,1610,2182,1167,2574,3742,2127,2008,657,1269,377,197,8328,2952,6674,1807,2377,1022,2283,3305,1718,1906,663,1304,390,204,7916,96.6172145,0.676829268293,0.69512195122,6
NYK,1994,3153,6816,1640,2206,1162,2601,3763,2096,2056,716,1328,378,254,8202,2802,6536,1816,2461,1023,2285,3308,1667,1953,667,1390,358,241,7663,96.328564,0.713414634146,0.670731707317,6
NYK,1995,3041,6564,1558,2105,1052,2507,3559,2061,2051,671,1332,386,424,8065,2791,6430,1743,2395,1018,2281,3299,1630,1902,658,1342,328,325,7651,94.157635,0.682926829268,0.573170731707,5
NYK,1996,2994,6388,1516,2034,879,2461,3340,1938,1983,618,1288,382,508,8012,2829,6440,1711,2320,1008,2371,3379,1627,1834,646,1278,302,419,7790,93.2210885,0.621951219512,0.69512195122,6
NYK,1997,2942,6304,1532,2036,901,2482,3383,1815,1948,637,1367,377,477,7895,2762,6371,1686,2290,953,2322,3275,1630,1822,690,1313,288,461,7672,93.108673,0.634146341463,0.524390243902,5
NYK,1998,2873,6320,1492,1965,975,2475,3450,1798,1990,631,1354,328,426,7664,2644,6201,1740,2346,882,2280,3163,1587,1793,690,1283,304,406,7435,91.8583335,0.609756097561,0.54,5
NYK,1999,2237,5058,1145,1515,764,1972,2736,1375,1543,514,1025,270,295,5914,2076,4960,1353,1819,735,1883,2618,1254,1370,539,1000,264,282,5788,90.0446055,0.532195121951,0.609756097561,6
NYK,2000,2253,5038,1151,1511,676,2015,2692,1275,1561,454,1002,311,279,5937,2119,5094,1294,1744,771,1933,2704,1266,1417,513,963,284,319,5852,90.466099,0.57487804878,0.585365853659,5
NYK,2001,2826,6285,1392,1766,787,2522,3310,1554,1923,529,1166,353,371,7415,2639,6279,1543,2084,899,2429,3328,1591,1776,599,1153,345,424,7247,89.9951515,0.59756097561,0.365853658537,3
NYK,2002,2786,6359,1390,1756,824,2491,3315,1620,1831,551,1143,317,432,7394,2746,6364,1514,2031,915,2479,3394,1667,1711,641,1103,361,444,7450,90.031414,0.475609756098,0.451219512195,4
NYK,2003,2892,6622,1363,1703,859,2417,3276,1760,1844,568,1134,271,540,7687,2942,6524,1620,2120,947,2576,3523,1747,1649,656,1096,341,400,7906,92.1869165,0.408536585366,0.475609756098,4
NYK,2004,2924,6619,1347,1676,896,2459,3355,1747,1892,593,1183,323,506,7701,2873,6484,1684,2195,942,2528,3471,1704,1614,651,1106,340,386,7817,92.1884765,0.463414634146,0.40243902439,4
ORL,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL,1990,3457,7525,2060,2725,1304,2465,3769,1993,1975,617,1407,294,116,9090,3864,7757,1897,2502,1173,2569,3742,2333,2060,734,1216,556,196,9821,107.1437,0.219512195122,0.378048780488,3
ORL,1991,3377,7390,1939,2586,1268,2447,3715,1901,1975,609,1399,300,193,8887,3659,7494,1888,2476,1134,2534,3668,2225,2021,720,1215,605,209,9415,104.705755,0.298780487805,0.256097560976,2
ORL,1992,3259,7179,1755,2357,1202,2379,3581,1800,1976,622,1390,336,233,8507,3440,7138,1854,2444,1101,2472,3573,2106,1939,748,1243,594,219,8953,101.294995,0.317073170732,0.5,5
ORL,1993,3238,6905,1757,2381,1105,2447,3553,1872,1951,592,1409,417,257,8491,3366,7150,1756,2371,1136,2358,3494,2093,1935,753,1195,467,231,8720,99.7729215,0.378048780488,0.609756097561,6
ORL,1994,3299,6795,1705,2420,1108,2461,3569,2011,1819,612,1378,461,355,8659,3285,7190,1603,2176,1181,2288,3469,2097,1909,735,1173,421,272,8445,98.330631,0.55487804878,0.69512195122,6
ORL,1995,3400,6891,1619,2405,1163,2406,3569,2175,1719,677,1312,472,458,8878,3252,7109,1542,2076,1166,2265,3432,2044,1899,728,1231,404,382,8429,97.8223495,0.65243902439,0.731707317073,7
ORL,1996,3331,6769,1595,2348,1057,2429,3486,2180,1717,667,1228,447,572,8831,3151,6914,1529,2071,1111,2295,3407,1927,1890,672,1236,345,482,8313,96.243229,0.713414634146,0.548780487805,5
ORL,1997,3021,6568,1508,2103,1018,2311,3329,1884,1676,678,1205,384,594,8145,3013,6593,1430,1948,1083,2381,3465,1833,1798,674,1276,370,475,7931,92.611389,0.640243902439,0.5,5
ORL,1998,2805,6476,1513,2056,1124,2212,3336,1691,1630,671,1254,402,430,7553,2948,6455,1331,1814,1084,2333,3417,1769,1817,725,1286,402,384,7611,90.449886,0.524390243902,0.66,6
ORL,1999,2229,5199,1214,1695,933,1824,2757,1380,1276,572,1038,327,258,5930,2319,5158,999,1377,842,1846,2688,1389,1488,607,1061,313,271,5909,90.4869385,0.58,0.5,5
ORL,2000,2428,5478,1225,1697,916,1992,2909,1388,1451,619,1131,340,258,6339,2392,5387,1132,1545,844,1948,2793,1515,1559,596,1175,357,330,6246,95.3496555,0.58,0.524390243902,5
ORL,2001,3091,6943,1525,2105,1107,2495,3602,1756,2019,708,1329,474,392,8099,2953,6709,1726,2335,1077,2541,3618,1892,1977,709,1406,457,398,8030,97.653244,0.512195121951,0.536585365854,5
ORL,2002,3050,6883,1461,1992,1005,2445,3450,1803,1885,669,1150,432,555,8116,2973,6664,1677,2280,1073,2621,3695,1861,1841,676,1283,411,387,8011,95.382587,0.530487804878,0.512195121951,5
ORL,2003,3017,6828,1531,1998,950,2416,3366,1740,1794,680,1111,342,594,8159,3061,6716,1559,2072,1028,2614,3643,1883,1780,650,1263,395,407,8089,95.0769385,0.524390243902,0.256097560976,2
ORL,2004,2925,6765,1545,2039,980,2371,3351,1630,1816,621,1100,304,498,7894,3088,6703,1553,2057,1021,2583,3604,1920,1757,634,1171,425,448,8177,93.9267005,0.384146341463,0.439024390244,4
PHI,1985,3413,6912,2178,2794,1241,2373,3614,2015,2005,812,1601,593,44,9049,3460,7146,1807,2382,1209,2205,3414,2100,2223,779,1546,437,63,8791,102.95401,0.670731707317,0.658536585366,6
PHI,1986,3439,7025,2223,2846,1313,2371,3684,2008,1884,839,1585,512,55,9156,3554,7242,1701,2219,1186,2200,3386,2197,2198,777,1527,430,81,8891,103.40222,0.682926829268,0.548780487805,5
PHI,1987,3385,6925,2050,2713,1252,2352,3604,1980,1786,815,1557,515,69,8890,3576,7266,1549,2045,1201,2215,3416,2228,2084,807,1446,457,100,8801,101.74272,0.603658536585,0.439024390244,4
PHI,1988,3274,6788,2029,2674,1198,2317,3515,1920,1820,720,1476,502,120,8698,3519,7133,1596,2106,1161,2213,3375,2209,2050,765,1326,443,131,8765,99.524405,0.493902439024,0.560975609756,5
PHI,1989,3357,6993,2028,2617,1181,2331,3512,2003,1793,680,1323,409,178,8920,3579,7179,1602,2093,1129,2318,3447,2249,2051,679,1274,443,156,8918,99.92281,0.5,0.646341463415,6
PHI,1990,3468,7114,1973,2506,1127,2381,3508,2021,1709,688,1211,359,196,9106,3537,7206,1574,2038,1131,2384,3515,2218,1964,638,1251,412,191,8840,99.878571,0.603658536585,0.536585365854,5
PHI,1991,3363,6976,1922,2437,1047,2451,3498,1878,1663,682,1219,422,192,8840,3476,7274,1486,1924,1134,2437,3572,2187,1903,663,1205,385,204,8643,99.197193,0.591463414634,0.426829268293,4
PHI,1992,3238,6843,1812,2316,1021,2402,3423,1789,1605,685,1234,480,211,8499,3492,7288,1381,1783,1163,2442,3605,2223,1814,688,1180,422,192,8559,97.699661,0.481707317073,0.317073170732,3
PHI,1993,3206,6918,1766,2263,1044,2370,3414,1896,1593,682,1300,524,278,8457,3557,7346,1396,1825,1214,2499,3714,2316,1778,733,1237,472,234,8745,98.763004,0.371951219512,0.30487804878,3
PHI,1994,3164,6947,1642,2185,1021,2412,3434,1932,1546,667,1365,545,324,8294,3607,7443,1357,1811,1230,2620,3850,2381,1759,793,1240,438,271,8843,99.7344855,0.310975609756,0.292682926829,2
PHI,1995,3026,6698,1538,2118,1058,2312,3370,1696,1661,653,1361,550,336,7926,3324,7000,1433,1900,1172,2462,3634,2174,1794,759,1244,403,365,8447,95.744976,0.298780487805,0.219512195122,2
PHI,1996,2872,6497,1614,2194,1068,2195,3263,1597,1806,643,1384,498,423,7783,3192,6729,1520,2021,1153,2397,3551,2050,1885,717,1293,445,496,8401,93.910442,0.256097560976,0.268292682927,2
PHI,1997,2899,6634,1719,2356,1149,2258,3407,1662,1755,663,1425,407,462,7980,3299,6920,1518,2060,1175,2465,3640,2087,1960,772,1283,481,542,8658,95.989147,0.243902439024,0.378048780488,3
PHI,1998,2920,6629,1755,2401,1196,2324,3520,1712,1805,706,1395,442,338,7933,3110,6742,1608,2198,1150,2397,3547,1996,1956,794,1298,501,471,8299,95.144829,0.323170731707,0.56,5
PHI,1999,2246,5146,1403,1919,927,1861,2788,1331,1515,635,1088,380,170,6067,2252,5112,1296,1775,867,1871,2738,1463,1544,600,1107,385,312,6113,92.14843,0.469024390244,0.59756097561,5
PHI,2000,2324,5329,1325,1856,938,1948,2886,1375,1545,666,1053,328,153,6127,2233,5189,1225,1644,842,1951,2793,1413,1581,533,1170,396,329,6020,93.468151,0.578780487805,0.682926829268,6
PHI,2001,2947,6631,1637,2251,1111,2534,3645,1754,1806,740,1257,397,235,7767,2869,6647,1376,1830,1025,2433,3458,1799,1956,651,1330,493,422,7536,93.836464,0.640243902439,0.524390243902,5
