Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,win_rate,Class
DEN,1995,3127,6621,1719,2364,1072,2479,3552,1799,1994,669,1401,635,291,8265,3057,6847,1741,2322,1069,2269,3338,1764,1956,682,1206,481,313,8169,96.6769295,0.506097560976,0.426829268293,4
DEN,1996,3049,6559,1657,2239,1048,2444,3493,1843,1972,590,1323,591,405,8161,3070,6718,1660,2200,977,2296,3273,1829,1927,628,1148,439,436,8237,94.741829,0.463414634146,0.256097560976,2
DEN,1997,2967,6672,1565,2082,1025,2469,3495,1870,1833,512,1312,542,516,8016,3194,6902,1528,2024,1010,2422,3432,1860,1812,670,1093,435,468,8385,95.194992,0.341463414634,0.134146341463,1
DEN,1998,2805,6549,1587,2069,1017,2304,3321,1718,1860,583,1335,440,462,7660,3156,6716,1637,2176,1090,2430,3520,1914,1753,693,1150,494,451,8400,93.749798,0.19512195122,0.28,2
DEN,1999,2179,5200,1334,1736,843,1774,2618,1258,1540,520,1025,334,295,5987,2450,5193,1407,1874,857,1951,2809,1579,1442,529,972,404,328,6635,92.294762,0.207073170732,0.426829268293,4
DEN,2000,2369,5450,1270,1720,860,1991,2851,1440,1553,465,1009,446,386,6394,2507,5485,1314,1756,823,2054,2877,1589,1520,506,939,368,318,6645,95.0251085,0.353414634146,0.487804878049,4
DEN,2001,3018,6894,1489,2040,1058,2586,3645,1940,1891,553,1186,578,491,8016,3105,6933,1587,2111,1019,2624,3643,2022,1848,602,1109,479,407,8203,95.925083,0.457317073171,0.329268292683,3
DEN,2002,2947,6873,1377,1860,1080,2446,3527,1893,1845,582,1111,500,467,7738,3043,6727,1572,2096,1003,2585,3589,2005,1702,629,1081,529,420,8078,93.3758085,0.408536585366,0.207317073171,2
DEN,2003,2802,6707,1300,1803,1114,2336,3451,1777,1963,662,1277,442,326,7230,2850,6313,1685,2240,928,2486,3414,1866,1716,706,1230,546,422,7808,92.2595595,0.268292682927,0.524390243902,5
DEN,2004,2841,6653,1474,2004,1097,2375,3472,1765,1930,728,1313,471,280,7436,2857,6374,1619,2178,958,2454,3412,1847,1841,703,1341,505,398,7732,93.4772605,0.365853658537,0.59756097561,5
DET,1985,3819,7954,1878,2404,1415,2484,3899,2279,2126,694,1325,407,38,9555,3678,7413,1883,2490,1136,2510,3646,2150,2102,631,1483,517,65,9306,107.451445,0.579268292683,0.560975609756,5
DET,1986,3797,7874,1791,2281,1339,2497,3837,2310,2088,714,1342,368,50,9435,3660,7411,1891,2496,1144,2550,3695,2095,1997,652,1488,504,74,9285,107.17827,0.560975609756,0.634146341463,6
DET,1987,3649,7493,1895,2451,1260,2555,3815,2170,2089,690,1380,388,47,9240,3498,7336,1953,2598,1161,2438,3600,2056,2022,666,1392,486,102,9051,105.169795,0.59756097561,0.658536585366,6
DET,1988,3502,7127,1984,2607,1213,2565,3778,2016,2017,615,1382,415,48,9037,3355,7220,1851,2453,1143,2307,3451,1996,2115,659,1311,439,123,8684,102.20906,0.646341463415,0.768292682927,7
DET,1989,3428,6948,1903,2495,1167,2514,3681,2019,1948,555,1342,400,89,8848,3237,7078,1788,2311,1137,2232,3369,1909,2126,647,1276,373,136,8398,99.451154,0.713414634146,0.719512195122,7
DET,1990,3364,6929,1771,2315,1169,2502,3671,2011,1950,517,1284,412,148,8648,3091,6915,1805,2333,1085,2234,3320,1809,2080,626,1236,322,172,8160,97.6469575,0.743902439024,0.609756097561,6
DET,1991,3263,6927,1699,2231,1195,2455,3650,1910,1915,499,1207,392,154,8380,3048,6776,1729,2257,1021,2277,3298,1750,2029,593,1187,296,171,7997,95.834423,0.664634146341,0.585365853659,5
DET,1992,3192,6871,1626,2159,1208,2436,3644,1862,1757,516,1196,362,148,8159,3105,6858,1547,2019,1058,2264,3323,1815,1951,611,1122,331,184,7941,94.4026485,0.59756097561,0.487804878049,4
DET,1993,3229,7039,1496,2032,1251,2368,3619,1920,1696,563,1182,303,228,8182,3239,6939,1442,1926,1107,2348,3455,1971,1860,632,1168,368,236,8156,94.9598885,0.536585365854,0.243902439024,2
DET,1994,3218,7114,1339,1836,1160,2318,3477,1854,1841,591,1194,279,325,8100,3288,6892,1634,2219,1145,2516,3661,2072,1703,672,1194,365,266,8476,95.934391,0.365853658537,0.341463414634,3
DET,1995,3114,6825,1346,1828,992,2262,3254,1819,2043,653,1277,364,426,8001,3187,6718,1884,2585,1169,2511,3680,2055,1674,707,1227,403,360,8619,95.6608465,0.292682926829,0.560975609756,5
DET,1996,2935,6377,1548,2073,921,2322,3243,1741,2052,605,1266,386,519,7937,2973,6466,1710,2379,1055,2350,3405,1871,1816,624,1219,412,476,8134,92.5475655,0.451219512195,0.658536585366,6
DET,1997,2818,6108,1572,2100,871,2366,3237,1582,1802,569,1128,317,563,7772,2797,6303,1343,1853,964,2266,3230,1762,1835,522,1174,333,516,7455,88.3497885,0.609756097561,0.451219512195,4
DET,1998,2844,6234,1595,2141,951,2315,3266,1575,1728,655,1119,313,437,7722,2804,6304,1389,1872,977,2299,3276,1774,1829,568,1229,332,445,7442,88.989826,0.55487804878,0.58,5
DET,1999,2261,5044,1327,1785,824,1875,2699,1303,1472,561,994,276,270,6119,2212,5008,1245,1697,769,1855,2625,1398,1493,536,1016,303,299,5969,89.7577475,0.515609756098,0.512195121951,5
DET,2000,2352,5176,1453,1894,761,1935,2696,1358,1575,554,1039,250,343,6500,2352,5172,1305,1777,760,1940,2702,1468,1666,538,1085,310,347,6356,93.176483,0.546097560976,0.390243902439,3
DET,2001,2981,6758,1783,2369,1012,2542,3554,1668,1983,639,1277,369,414,8160,3047,6778,1632,2203,992,2587,3581,1876,2140,660,1309,396,443,8170,97.482811,0.451219512195,0.609756097561,6
DET,2002,2882,6590,1544,2093,959,2496,3455,1697,1825,630,1200,506,478,7787,2951,6697,1472,1978,1001,2591,3592,1748,1967,660,1213,365,393,7768,93.8689805,0.5,0.609756097561,6
DET,2003,2773,6289,1518,1987,846,2405,3252,1692,1721,602,1089,516,550,7615,2835,6406,1381,1841,925,2519,3444,1568,1887,609,1152,339,324,7375,89.7507745,0.609756097561,0.658536585366,6
DET,2004,2723,6296,1560,2047,948,2468,3417,1661,1706,607,1111,519,433,7440,2688,6323,1350,1812,919,2440,3360,1530,1890,607,1153,377,322,7049,88.92548,0.634146341463,0.658536585366,6
GSW,1985,3508,7544,1929,2554,1358,2155,3513,1798,2122,816,1489,316,83,9030,3782,7187,1860,2453,1156,2517,3673,2243,2213,670,1638,481,46,9470,106.05835,0.359756097561,0.365853658537,3
GSW,1986,3574,7561,1928,2524,1299,2241,3540,1888,2084,777,1430,319,99,9175,3851,7298,1855,2465,1135,2520,3655,2330,2124,671,1535,455,61,9618,106.282455,0.317073170732,0.512195121951,5
GSW,1987,3600,7489,1941,2521,1232,2347,3579,2050,2085,733,1377,337,101,9243,3739,7385,1893,2533,1209,2500,3709,2249,2060,690,1449,446,110,9481,105.66962,0.439024390244,0.243902439024,2
GSW,1988,3507,7408,1862,2365,1166,2301,3468,2044,2146,728,1374,302,103,8979,3621,7291,2021,2682,1229,2495,3724,2222,1931,717,1412,441,153,9416,104.629605,0.378048780488,0.524390243902,5
GSW,1989,3596,7690,1829,2294,1231,2406,3638,2007,2050,786,1441,463,142,9164,3660,7622,1981,2600,1323,2574,3897,2243,1873,804,1483,458,216,9518,107.80066,0.384146341463,0.451219512195,4
GSW,1990,3609,7592,2108,2621,1119,2473,3592,1993,1978,793,1451,565,218,9546,3729,7942,1957,2567,1466,2616,4082,2273,2077,839,1488,457,271,9687,109.829195,0.487804878049,0.536585365854,5
GSW,1991,3527,7277,2237,2809,1014,2345,3359,1966,2108,779,1387,433,256,9549,3655,7617,2059,2715,1393,2537,3930,2247,2212,771,1478,433,241,9610,107.472475,0.493902439024,0.670731707317,6
GSW,1992,3666,7386,2053,2683,1125,2341,3466,2009,2128,828,1356,376,262,9648,3580,7428,2022,2680,1308,2458,3766,2143,2113,760,1523,436,239,9421,106.49435,0.603658536585,0.414634146341,4
GSW,1993,3620,7319,1856,2535,1178,2380,3558,2037,2052,773,1402,379,276,9373,3543,7352,1902,2527,1249,2390,3639,2110,2007,809,1431,446,264,9253,104.589225,0.542682926829,0.609756097561,6
GSW,1994,3493,7178,1648,2384,1201,2390,3591,2104,1922,748,1442,447,294,8929,3449,7264,1710,2300,1249,2376,3625,2141,1931,833,1388,432,288,8898,102.044545,0.512195121951,0.317073170732,3
GSW,1995,3364,7009,1608,2349,1142,2383,3525,2107,1796,726,1465,451,418,8755,3477,7282,1552,2141,1260,2467,3727,2264,2001,853,1376,410,398,8906,100.970925,0.463414634146,0.439024390244,4
GSW,1996,3136,6786,1731,2367,1137,2328,3465,1953,1819,677,1420,430,496,8500,3366,6993,1564,2136,1155,2409,3564,2221,2046,781,1350,398,484,8782,98.14847,0.378048780488,0.365853658537,3
GSW,1997,3026,6633,1735,2260,1129,2272,3401,1855,1811,658,1376,414,464,8252,3202,6744,1571,2100,1101,2282,3383,2128,1922,761,1331,390,529,8505,95.3281935,0.40243902439,0.231707317073,2
GSW,1998,2921,6725,1527,2046,1187,2366,3553,1765,1823,616,1389,403,335,7704,3095,6738,1622,2194,1111,2403,3515,2085,1762,790,1221,436,457,8271,94.5359725,0.298780487805,0.42,4
GSW,1999,2287,5528,1076,1543,1052,2016,3068,1372,1564,517,1068,334,175,5826,2304,5295,1390,1908,895,2019,2914,1517,1332,578,944,391,263,6263,92.8691255,0.325853658537,0.231707317073,2
GSW,2000,2363,5657,1145,1661,1058,1998,3055,1444,1656,572,1034,292,253,6125,2391,5311,1434,1929,873,2097,2970,1529,1457,544,1036,398,310,6526,94.5549815,0.325853658537,0.207317073171,2
GSW,2001,2966,7158,1462,2085,1322,2411,3733,1819,1885,736,1277,386,313,7709,3172,6757,1642,2169,1065,2692,3757,2040,1825,705,1319,493,433,8419,96.6807975,0.219512195122,0.256097560976,2
GSW,2002,2967,7082,1560,2184,1339,2439,3778,1747,1805,696,1289,466,301,7796,3196,6866,1575,2068,1069,2571,3641,2023,1855,714,1217,504,421,8389,96.195362,0.231707317073,0.463414634146,4
GSW,2003,3029,6965,1773,2363,1309,2519,3828,1709,1835,622,1285,514,372,8204,3226,7084,1598,2104,1152,2419,3571,1968,1941,708,1107,503,421,8472,96.3787765,0.359756097561,0.451219512195,4
GSW,2004,2968,6726,1661,2205,1143,2539,3682,1696,1738,585,1200,447,427,8024,3094,6902,1487,1979,1092,2460,3552,1848,1869,688,1092,453,426,8101,93.814953,0.457317073171,0.414634146341,4
HOU,1985,3738,7486,1582,2200,1262,2439,3701,2221,2175,652,1583,556,35,9094,3541,7343,2001,2614,1178,2340,3518,2070,1909,777,1458,420,66,9150,106.06053,0.469512195122,0.621951219512,6
HOU,1986,3753,7555,1678,2347,1320,2414,3735,2278,2012,714,1489,574,63,9248,3569,7338,1844,2415,1174,2305,3480,2156,1940,728,1479,400,88,9071,105.54415,0.603658536585,0.512195121951,5
HOU,1987,3612,7466,1761,2394,1253,2457,3710,2272,1982,699,1379,553,87,9072,3493,7313,1844,2414,1178,2376,3555,2161,1949,702,1415,377,93,8924,104.305295,0.567073170732,0.560975609756,5
HOU,1988,3465,7308,1841,2419,1214,2505,3720,2081,1919,683,1375,528,79,8850,3401,7322,1846,2387,1214,2435,3649,2038,1967,729,1385,366,104,8752,103.21378,0.536585365854,0.548780487805,5
HOU,1989,3438,7275,1922,2505,1225,2542,3767,1976,1945,750,1468,501,116,8916,3433,7355,1805,2362,1203,2467,3670,1983,2012,768,1430,402,147,8820,104.203995,0.55487804878,0.5,5
HOU,1990,3447,7223,1771,2397,1214,2596,3810,2105,1980,799,1541,526,158,8824,3406,7306,1738,2314,1160,2444,3604,2012,1916,795,1441,415,175,8725,104.01579,0.524390243902,0.634146341463,6
HOU,1991,3443,7268,1632,2233,1246,2573,3819,2050,1904,802,1457,480,234,8752,3368,7319,1640,2171,1208,2445,3654,1987,1802,750,1421,374,173,8549,102.442225,0.567073170732,0.512195121951,5
HOU,1992,3338,7090,1561,2110,1174,2470,3644,1982,1821,726,1390,490,322,8559,3364,7316,1569,2035,1237,2418,3655,2048,1729,727,1294,370,189,8486,99.7469365,0.573170731707,0.670731707317,6
HOU,1993,3276,6819,1537,2055,1029,2482,3511,2086,1734,669,1336,557,358,8448,3323,7223,1480,1931,1199,2350,3550,2048,1733,730,1201,355,219,8345,97.331352,0.591463414634,0.707317073171,7
HOU,1994,3238,6738,1526,2034,955,2575,3531,2101,1672,699,1316,514,408,8411,3203,7147,1404,1874,1152,2364,3517,1933,1768,742,1224,319,249,8061,96.933548,0.689024390244,0.573170731707,5
HOU,1995,3178,6656,1498,2008,903,2529,3432,2073,1680,719,1330,499,537,8391,3177,7113,1392,1872,1151,2410,3561,1920,1761,755,1247,338,381,8127,96.701588,0.640243902439,0.585365853659,5
HOU,1996,3118,6608,1569,2072,899,2447,3347,2021,1733,683,1283,495,641,8447,3190,6985,1415,1943,1145,2442,3588,1942,1813,707,1249,382,494,8289,95.7840195,0.579268292683,0.69512195122,6
HOU,1997,3057,6561,1557,2049,923,2510,3433,1997,1681,665,1305,411,654,8326,3104,6877,1362,1898,1077,2415,3493,1890,1791,700,1198,382,500,8071,94.754036,0.640243902439,0.5,5
HOU,1998,2991,6498,1568,2056,957,2457,3414,1906,1631,685,1331,320,622,8173,3101,6807,1354,1838,1035,2329,3364,1874,1741,731,1171,365,464,8021,93.856289,0.59756097561,0.62,6
HOU,1999,2350,5155,1249,1653,761,1944,2706,1428,1306,536,1055,277,454,6405,2483,5452,1092,1476,852,1858,2711,1474,1388,586,911,305,319,6378,92.3373565,0.56,0.414634146341,4
HOU,2000,2378,5230,1219,1666,772,2062,2834,1416,1311,499,1118,349,458,6433,2509,5605,1102,1445,845,1921,2766,1448,1431,588,889,339,290,6411,93.892788,0.517317073171,0.548780487805,5
HOU,2001,2972,6578,1577,2115,963,2555,3518,1693,1660,600,1280,398,542,8064,3123,6903,1405,1845,1007,2435,3443,1799,1801,670,1090,416,354,8005,94.4333495,0.481707317073,0.341463414634,3
HOU,2002,2890,6561,1492,1989,972,2467,3439,1547,1566,562,1105,401,500,7772,3105,6804,1303,1742,1016,2463,3480,1786,1708,590,1002,407,364,7878,91.418949,0.44512195122,0.524390243902,5
HOU,2003,2838,6545,1484,1967,1024,2487,3512,1494,1539,565,1136,469,467,7629,3041,6778,1310,1714,1012,2430,3442,1760,1720,619,995,396,378,7770,90.882904,0.432926829268,0.548780487805,5
HOU,2004,2789,6328,1469,1908,935,2605,3541,1542,1682,577,1246,468,477,7524,2763,6543,1445,1914,943,2352,3295,1686,1744,686,1044,368,421,7393,90.4422225,0.536585365854,0.621951219512,6
IND,1985,3468,7227,1747,2317,1100,2510,3610,2057,2149,729,1573,382,39,8722,3590,7253,1948,2561,1146,2573,3719,2179,2001,769,1505,483,46,9174,105.52493,0.292682926829,0.317073170732,3
IND,1986,3465,7237,1742,2349,1168,2618,3786,2052,2186,642,1568,373,26,8699,3500,7227,2021,2639,1074,2531,3605,2149,1990,761,1369,484,68,9090,104.892745,0.292682926829,0.5,5
IND,1987,3447,7237,1655,2176,1135,2538,3673,2164,2116,678,1395,346,58,8608,3358,7046,1967,2577,1083,2531,3615,2038,1880,702,1365,458,88,8771,102.24447,0.408536585366,0.463414634146,4
IND,1988,3445,7239,1621,2076,1105,2460,3565,2073,2067,658,1297,328,128,8639,3339,7014,1909,2515,1138,2542,3680,1976,1855,680,1342,439,110,8698,100.747302,0.481707317073,0.341463414634,3
IND,1989,3410,7049,1670,2128,1071,2477,3548,1994,2071,591,1432,381,182,8674,3394,7230,1947,2526,1224,2406,3630,1983,1944,768,1237,398,142,8877,100.943362,0.40243902439,0.512195121951,5
IND,1990,3383,6876,1850,2305,1002,2442,3445,2017,2038,557,1444,384,248,8864,3469,7312,1920,2500,1230,2304,3535,1989,2025,776,1197,355,170,9029,101.0034395,0.426829268293,0.5,5
IND,1991,3415,6900,1958,2407,979,2382,3361,2102,2030,605,1348,353,271,9060,3531,7262,1827,2442,1187,2305,3492,2004,2029,722,1224,337,179,9070,100.9482045,0.506097560976,0.487804878049,4
IND,1992,3474,7036,1939,2421,1050,2470,3520,2289,2112,681,1378,375,291,9178,3501,7305,1913,2558,1221,2319,3540,2114,2010,772,1253,369,201,9116,102.099065,0.493902439024,0.5,5
IND,1993,3434,7050,1852,2381,1151,2509,3661,2271,2091,660,1329,398,295,9016,3343,7133,1966,2631,1215,2335,3550,2076,1981,754,1212,386,216,8869,100.1124655,0.493902439024,0.573170731707,5
IND,1994,3269,6769,1799,2393,1175,2432,3607,2099,2009,660,1348,430,220,8558,3120,6784,1862,2528,1160,2249,3409,1944,1982,759,1259,388,244,8347,96.6430815,0.536585365854,0.634146341463,6
IND,1995,3075,6382,1779,2388,1090,2349,3440,1966,1956,704,1390,410,279,8208,2949,6511,1642,2255,1090,2154,3244,1853,2022,758,1355,402,374,7915,93.68404,0.603658536585,0.634146341463,6
IND,1996,2981,6226,1809,2403,1030,2276,3306,1897,1985,641,1337,343,368,8140,2881,6349,1609,2195,1026,2103,3129,1765,2049,677,1314,418,484,7855,91.8345185,0.634146341463,0.475609756098,4
IND,1997,2915,6229,1755,2376,1019,2326,3345,1833,2004,582,1336,358,396,7981,2820,6324,1672,2242,1004,2156,3160,1731,1996,678,1274,419,496,7808,91.6990165,0.55487804878,0.707317073171,7
IND,1998,2886,6238,1659,2236,951,2369,3320,1819,1918,615,1253,381,415,7846,2793,6404,1583,2139,1059,2257,3316,1664,1899,668,1263,392,386,7557,91.0981405,0.591463414634,0.66,6
IND,1999,2326,5044,1304,1682,724,1900,2624,1447,1470,480,908,295,347,6303,2247,5193,1226,1661,870,1840,2710,1273,1487,500,944,302,240,5960,89.7016865,0.683658536585,0.682926829268,6
IND,2000,2389,5253,1303,1618,708,2032,2740,1431,1434,437,904,322,438,6519,2409,5458,1151,1524,833,1985,2818,1345,1518,483,889,281,267,6237,91.9883,0.671463414634,0.5,5
IND,2001,2937,6535,1584,2008,881,2603,3485,1810,1855,561,1166,454,489,7948,2971,6832,1473,1947,1041,2520,3561,1715,1896,599,1099,356,353,7768,93.383545,0.591463414634,0.512195121951,5
IND,2002,2881,6505,1601,2082,925,2581,3507,1823,1900,610,1182,461,400,7764,2903,6741,1558,2068,1045,2504,3549,1733,1868,603,1096,426,397,7761,92.956608,0.506097560976,0.585365853659,5
IND,2003,2923,6594,1701,2213,967,2595,3562,1897,1843,677,1170,439,392,7939,2918,6745,1535,2027,1027,2486,3513,1733,1888,619,1164,485,412,7785,93.951584,0.548780487805,0.743902439024,7
IND,2004,2832,6465,1638,2142,984,2537,3521,1842,1760,711,1129,427,414,7716,2765,6434,1438,1896,936,2440,3377,1672,1858,601,1225,509,368,7337,91.3052255,0.664634146341,0.536585365854,5
LAC,1985,3527,7119,1674,2208,1163,2434,3597,1934,1840,534,1587,497,56,8784,3737,7630,1604,2115,1248,2282,3530,2264,1887,770,1242,422,74,9152,103.16228,0.378048780488,0.390243902439,3
LAC,1986,3457,7142,1870,2445,1161,2346,3507,1951,1885,614,1546,499,60,8845,3793,7609,1654,2197,1258,2370,3628,2366,2000,765,1319,439,73,9313,104.197585,0.384146341463,0.146341463415,1
LAC,1987,3349,7248,1966,2599,1195,2197,3392,1969,1967,722,1499,466,71,8736,3804,7421,1789,2397,1227,2550,3778,2442,2067,783,1464,495,91,9489,105.21923,0.268292682927,0.207317073171,2
LAC,1988,3250,7263,1755,2410,1211,2243,3454,1928,1956,736,1513,476,78,8334,3636,7307,1837,2412,1214,2654,3868,2358,1966,824,1492,508,117,9226,104.39256,0.176829268293,0.256097560976,2
LAC,1989,3358,7311,1625,2262,1173,2367,3540,2046,1922,768,1600,525,66,8407,3630,7549,1816,2354,1291,2608,3899,2342,1897,887,1446,517,160,9237,105.60011,0.231707317073,0.365853658537,3
LAC,1990,3422,7140,1710,2339,1106,2373,3479,2093,1898,798,1606,518,55,8610,3589,7472,1785,2325,1245,2458,3704,2238,1916,880,1402,490,191,9156,104.692935,0.310975609756,0.378048780488,3
LAC,1991,3355,7084,1705,2365,1151,2431,3582,2048,1951,753,1492,507,84,8500,3384,7179,1819,2390,1132,2430,3562,2037,1918,800,1340,460,192,8780,102.16989,0.371951219512,0.548780487805,5
LAC,1992,3369,7195,1598,2248,1189,2446,3635,2086,1958,774,1353,502,129,8465,3274,7074,1803,2389,1133,2469,3602,1883,1878,739,1356,461,211,8563,100.9149565,0.463414634146,0.5,5
LAC,1993,3445,7202,1581,2200,1157,2376,3534,2147,1896,835,1303,494,139,8611,3261,7024,1781,2341,1165,2441,3606,1877,1821,735,1420,442,249,8553,100.4857315,0.524390243902,0.329268292683,3
LAC,1994,3443,7246,1535,2152,1151,2385,3536,2205,1844,827,1406,456,192,8615,3411,7236,1720,2321,1263,2502,3766,2095,1780,831,1404,464,291,8835,101.81416,0.414634146341,0.207317073171,2
LAC,1995,3201,7025,1492,2103,1092,2243,3335,1987,1960,797,1404,428,291,8187,3359,6945,1730,2356,1215,2552,3767,2068,1846,795,1435,467,348,8797,99.5091765,0.268292682927,0.353658536585,3
LAC,1996,3093,6753,1434,2031,1021,2133,3154,1738,2080,745,1344,423,420,8040,3148,6470,1850,2473,1058,2449,3507,1787,1882,691,1431,430,416,8563,96.10664,0.280487804878,0.439024390244,4
LAC,1997,3057,6657,1454,2029,1035,2216,3251,1667,1986,718,1333,426,491,8061,3032,6458,1778,2378,1042,2406,3448,1656,1860,713,1363,410,462,8305,94.718861,0.396341463415,0.207317073171,2
LAC,1998,2959,6693,1498,2060,1066,2259,3325,1597,1895,679,1317,448,499,7917,3105,6638,1697,2289,1110,2459,3569,1740,1803,731,1263,415,407,8315,94.5854115,0.323170731707,0.18,1
LAC,1999,2320,5348,1181,1636,852,1784,2637,1176,1525,524,1059,346,369,6192,2533,5345,1370,1856,904,1987,2892,1463,1394,572,970,350,278,6714,93.573536,0.193658536585,0.182926829268,1
LAC,2000,2294,5382,1123,1525,810,1835,2645,1149,1522,501,1061,365,321,6032,2555,5368,1295,1743,839,2102,2941,1538,1386,520,977,335,319,6725,94.02779,0.181463414634,0.378048780488,3
LAC,2001,2886,6612,1396,1943,958,2468,3426,1532,1798,534,1269,503,394,7563,3138,6839,1493,2012,1040,2569,3608,1883,1763,630,1084,397,385,8154,93.956375,0.280487804878,0.475609756098,4
LAC,2002,2933,6567,1463,2043,1022,2516,3539,1649,1700,500,1181,526,384,7713,3034,6832,1401,1883,1053,2409,3461,1825,1785,625,1002,425,380,7851,92.081226,0.426829268293,0.329268292683,3
LAC,2003,2902,6579,1565,2101,1045,2468,3513,1660,1704,542,1198,500,399,7769,3054,6826,1418,1864,1055,2419,3474,1849,1809,632,1054,428,430,7957,92.482578,0.40243902439,0.341463414634,3
LAC,2004,2826,6534,1720,2239,1078,2439,3517,1629,1800,584,1263,418,359,7732,3055,6737,1526,2016,1039,2409,3448,1857,1852,672,1084,427,453,8089,92.8833655,0.335365853659,0.451219512195,4
LAL,1985,3903,7252,1707,2252,1079,2524,3603,2515,1992,710,1557,479,74,9587,3668,7619,1721,2295,1250,2116,3366,2287,1939,776,1404,373,73,9131,105.7917,0.707317073171,0.756097560976,7
LAL,1986,3893,7298,1757,2280,1082,2552,3634,2504,1981,694,1502,450,114,9657,3621,7544,1728,2306,1176,2152,3328,2274,1948,774,1347,364,67,9038,105.48105,0.756097560976,0.792682926829,7
LAL,1987,3787,7294,1912,2439,1114,2535,3649,2430,1942,710,1412,450,151,9637,3548,7490,1754,2317,1192,2200,3392,2223,1998,756,1350,381,86,8938,104.76232,0.774390243902,0.756097560976,7
LAL,1988,3658,7161,1984,2515,1100,2503,3603,2387,1784,700,1338,443,153,9453,3535,7499,1634,2142,1227,2211,3439,2206,1972,726,1308,397,126,8832,102.91558,0.774390243902,0.69512195122,6
LAL,1989,3580,7110,1983,2494,1083,2551,3635,2314,1693,698,1331,412,184,9328,3546,7503,1540,2035,1176,2235,3412,2178,1940,742,1254,411,162,8794,102.336465,0.725609756098,0.768292682927,7
LAL,1990,3509,7076,1956,2462,1095,2536,3631,2257,1704,689,1285,433,268,9242,3461,7393,1563,2081,1154,2232,3387,2083,1925,710,1231,429,184,8670,101.1468005,0.731707317073,0.707317073171,7
LAL,1991,3388,6960,1853,2339,1087,2450,3537,2161,1630,648,1214,414,267,8898,3368,7254,1431,1905,1131,2215,3346,2003,1866,668,1187,380,176,8343,98.308876,0.737804878049,0.524390243902,5
LAL,1992,3263,6944,1774,2269,1117,2318,3435,1947,1533,699,1146,392,172,8473,3381,7178,1303,1722,1182,2285,3468,2085,1827,631,1215,361,176,8241,96.3427085,0.615853658537,0.475609756098,4
LAL,1993,3246,6985,1742,2291,1129,2242,3371,1908,1660,769,1177,415,153,8387,3423,7105,1429,1897,1196,2397,3593,2151,1851,640,1295,386,209,8484,97.1885945,0.5,0.40243902439,4
LAL,1994,3300,7155,1575,2135,1181,2246,3427,1998,1827,766,1231,446,214,8389,3387,7062,1606,2198,1221,2472,3693,2146,1765,675,1339,405,236,8617,98.4639585,0.439024390244,0.585365853659,5
LAL,1995,3287,7202,1466,2019,1193,2260,3453,2030,1905,750,1220,512,383,8424,3318,7029,1631,2289,1283,2503,3787,2183,1733,654,1367,458,342,8609,98.1359025,0.493902439024,0.646341463415,6
LAL,1996,3250,6897,1526,2060,1060,2309,3370,2079,1817,736,1203,539,501,8527,3208,6928,1487,2062,1214,2395,3609,2104,1806,616,1362,486,449,8353,96.2710265,0.615853658537,0.682926829268,6
LAL,1997,3117,6674,1571,2189,1043,2358,3402,1962,1760,731,1192,545,514,8319,3020,6712,1461,2008,1128,2342,3470,1943,1870,604,1337,435,460,7961,94.2355995,0.664634146341,0.743902439024,7
LAL,1998,3082,6589,1738,2536,1085,2442,3528,1927,1838,737,1239,565,524,8426,2953,6709,1598,2203,1116,2353,3470,1860,2042,640,1311,405,429,7933,95.081612,0.713414634146,0.62,6
LAL,1999,2493,5235,1445,2123,849,1976,2825,1552,1545,561,1005,421,369,6801,2371,5396,1366,1891,875,1871,2746,1451,1711,534,998,309,298,6408,94.933678,0.681951219512,0.817073170732,8
LAL,2000,2489,5385,1338,1935,868,2110,2978,1508,1536,501,948,409,292,6608,2298,5408,1291,1773,817,1967,2784,1329,1685,517,956,277,294,6182,94.737736,0.718536585366,0.682926829268,6
LAL,2001,3123,6760,1621,2350,1101,2660,3761,1904,1856,588,1140,511,391,8259,2910,6819,1556,2079,994,2469,3463,1628,2050,623,1108,341,392,7770,94.783043,0.75,0.707317073171,7
LAL,2002,3129,6762,1544,2235,1053,2595,3648,1885,1847,594,1066,484,474,8277,2927,6796,1586,2093,998,2466,3465,1651,1945,602,1060,338,406,7847,93.902706,0.69512195122,0.609756097561,6
LAL,2003,3120,6847,1528,2133,1050,2580,3630,1895,1848,632,1073,474,498,8267,2924,6751,1599,2102,987,2510,3497,1698,1901,615,1117,330,432,7879,94.3791275,0.658536585366,0.682926829268,6
LAL,2004,3059,6766,1596,2240,1039,2544,3584,1928,1803,660,1124,424,425,8141,2948,6682,1547,2048,940,2526,3466,1730,1969,630,1160,308,442,7885,94.512947,0.646341463415,0.414634146341,4
MEM,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
