Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,player_season_gp,player_season_minutes,player_season_pts,player_season_dreb,player_season_oreb,player_season_reb,player_season_asts,player_season_stl,player_season_blk,player_season_turnover,player_season_pf,player_season_fga,player_season_fgm,player_season_fta,player_season_ftm,player_season_tpa,player_season_tpm,player_career_gp,player_career_minutes,player_career_pts,player_career_dreb,player_career_oreb,player_career_reb,player_career_asts,player_career_stl,player_career_blk,player_career_turnover,player_career_pf,player_career_fga,player_career_fgm,player_career_fta,player_career_ftm,player_career_tpa,player_career_tpm,coach_season_win_rate,coach_career_win_rate,win_rate,Class
CHI,2000,2052,5008,1161,1637,802,1858,2661,1326,1510,541,1165,276,258,5523,2319,5091,1223,1658,775,1992,2767,1500,1520,648,1013,373,283,6145,91.080288,0.233658536585,41,969,407,53,108,161,69,32,20,63,87,356,154,116,84,43,13,248,6076,2440,295,808,1103,499,209,135,349,552,2064,913,685,512,293,100,0.233658536585,0.283536585366,0.182926829268,1
CHI,2001,2643,6295,1446,1999,979,2291,3271,1723,1905,660,1377,381,334,7066,2951,6363,1570,2136,978,2483,3462,1917,1859,744,1210,443,352,7825,91.3060495,0.19512195122,46,1316,515,43,143,187,139,44,16,74,110,456,202,110,89,60,22,408,10615,3972,486,1417,1904,982,337,147,661,998,3394,1523,1007,773,438,151,0.19512195122,0.310642464868,0.256097560976,2
CHI,2002,2766,6451,1411,1933,925,2309,3234,1813,1868,654,1183,370,314,7258,3007,6422,1583,2146,950,2552,3502,1999,1734,658,1149,412,383,7981,91.409275,0.219512195122,46,1074,420,54,137,192,87,32,23,62,96,359,163,102,75,50,17,343,7840,3023,341,1054,1396,661,237,173,470,740,2579,1149,760,559,467,164,0.309090909091,0.337748344371,0.365853658537,3
CHI,2003,2901,6602,1434,1986,954,2450,3404,1799,1931,619,1249,411,324,7560,3009,6665,1677,2242,1030,2562,3593,2007,1755,725,1142,406,426,8121,93.892479,0.310975609756,46,1145,448,69,151,221,90,35,25,72,109,383,172,122,88,42,14,389,10212,4169,554,1402,1957,952,384,228,656,941,3530,1592,1123,811,514,173,0.388380215353,0.42434862474,0.280487804878,2
CHA,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,714,251,37,73,110,89,29,9,44,74,222,99,61,47,18,5,556,12468,4878,564,1303,1868,1543,496,154,758,1158,4197,1935,1108,848,442,158,0,0.229508196721,0,0
CHA,1989,3426,7430,1580,2060,1138,2250,3338,2323,2068,705,1318,264,134,8566,3555,7113,2040,2629,1191,2621,3812,2061,1791,710,1425,441,115,9265,102.86638,0.243902439024,39,737,314,42,84,127,79,27,8,48,74,275,126,72,55,19,6,506,11556,4809,557,1300,1857,1255,443,154,715,1091,4027,1879,1167,912,392,138,0.243902439024,0.256689582232,0.231707317073,2
CHA,1990,3348,7306,1533,2013,1050,2230,3255,2201,1978,741,1272,263,169,8399,3496,7017,1952,2504,1127,2672,3799,2063,1772,674,1400,412,123,9069,101.580625,0.237804878049,47,1148,523,60,131,191,105,39,18,70,110,445,206,126,99,37,11,606,14631,6383,745,1638,2384,1285,521,235,883,1332,5312,2454,1639,1280,552,193,0.261904761905,0.283870967742,0.317073170732,3
CHA,1991,3278,7108,1606,2090,994,2205,3200,2049,1917,768,1258,283,168,8330,3423,6918,1874,2410,1107,2613,3725,2105,1797,656,1391,432,145,8865,100.051667,0.274390243902,56,1316,555,71,146,217,134,49,22,78,125,473,219,140,106,31,9,557,13213,5528,636,1428,2064,1275,479,194,773,1196,4642,2132,1370,1061,579,202,0,0.501182033097,0.378048780488,3
CHA,1992,3449,7300,1681,2191,1095,2283,3379,2151,1882,790,1281,306,124,8704,3562,7205,1772,2341,1202,2542,3749,2255,1795,648,1399,502,181,9079,102.034877,0.34756097561,60,1547,658,88,186,275,161,62,23,94,146,560,264,160,122,22,6,679,16673,6976,928,2068,2997,1453,568,373,1017,1579,5727,2679,1891,1431,540,187,0.378048780488,0.501182033097,0.536585365854,5
CHA,1993,3562,7389,1734,2271,1129,2437,3567,2222,1804,730,1299,391,146,9005,3675,7596,1604,2160,1301,2492,3793,2321,1836,610,1318,481,219,9175,103.481035,0.457317073171,45,1138,535,60,124,185,130,42,18,75,100,431,207,135,106,40,14,616,15171,6733,770,1719,2490,1409,523,299,950,1391,5420,2562,1732,1351,709,257,0.45276065398,0.501182033097,0.5,5
CHA,1994,3447,7155,1731,2254,1057,2491,3548,2187,1768,681,1295,433,255,8881,3548,7528,1527,2058,1283,2435,3718,2196,1842,614,1252,434,275,8900,101.466275,0.518292682927,51,1415,620,76,179,256,163,48,31,89,116,493,236,162,126,59,20,599,15433,6776,824,2018,2843,1562,561,382,973,1346,5408,2590,1713,1310,784,284,0.513736263736,0.501182033097,0.609756097561,6
CHA,1995,3216,6769,1609,2088,925,2435,3360,2143,1716,672,1245,396,448,8490,3275,7083,1441,1947,1159,2416,3575,2007,1810,582,1238,399,373,8365,96.856913,0.55487804878,46,1209,518,51,122,174,155,46,14,73,102,433,198,117,91,82,30,550,14074,6125,683,1637,2321,1564,525,229,851,1220,5157,2376,1393,1079,813,293,0.546511627907,0.501182033097,0.5,5
CHA,1996,3079,6528,1609,2080,909,2325,3235,1989,1750,601,1232,338,572,8340,3171,6729,1407,1908,1027,2361,3389,1973,1844,535,1215,368,479,8229,93.817486,0.55487804878,44,1127,464,60,138,199,99,34,19,65,111,360,174,118,90,66,25,638,15837,6934,796,1975,2771,1476,526,253,949,1488,5616,2627,1817,1415,725,264,0,0.453296703297,0.658536585366,6
CHA,1997,3048,6480,1586,2051,948,2277,3225,1964,1758,589,1222,313,587,8269,3155,6650,1398,1907,1015,2307,3322,1916,1805,534,1179,351,508,8216,92.52895,0.579268292683,43,1307,555,54,142,197,137,43,18,79,106,434,203,139,107,104,41,601,16101,6568,660,1796,2457,1731,581,210,939,1344,5455,2491,1605,1219,1001,365,0.635294117647,0.453296703297,0.621951219512,6
CHA,1998,2978,6343,1591,2085,947,2319,3267,1981,1729,644,1225,330,468,8015,3016,6533,1396,1910,1021,2257,3278,1794,1841,557,1191,353,428,7857,91.155682,0.640243902439,39,982,386,44,100,144,91,36,18,59,87,318,140,103,78,71,25,555,14441,6088,655,1797,2452,1249,471,298,866,1326,5043,2284,1590,1208,853,311,0.619844861021,0.458592796093,0.52,5
CHA,1999,2319,5031,1337,1785,732,1917,2649,1525,1429,567,1021,279,307,6283,2358,5210,1197,1635,810,1875,2685,1449,1526,512,1001,302,290,6204,91.929966,0.570975609756,40,1073,423,47,122,169,95,36,19,62,84,338,154,120,89,68,26,519,14657,6284,674,1809,2484,1299,488,288,843,1214,5098,2334,1688,1269,941,347,0.628571428571,0.463888888889,0.59756097561,5
CHA,2000,2303,5125,1448,1921,682,2064,2746,1566,1385,587,1001,363,303,6358,2393,5407,1153,1556,810,2020,2831,1497,1613,523,1029,326,311,6251,94.195179,0.558780487805,37,994,381,48,125,174,89,33,21,58,93,320,144,96,73,55,19,561,16098,6749,870,2160,3031,1394,523,352,986,1410,5457,2501,1924,1452,831,295,0.604983388704,0.463888888889,0.560975609756,5
CHA,2001,2867,6517,1731,2302,958,2621,3580,1961,1711,698,1165,467,339,7805,2907,6656,1395,1858,929,2493,3422,1825,1920,610,1221,398,399,7610,93.691658,0.579268292683,43,1153,417,66,136,202,108,39,23,63,107,362,157,109,79,61,22,547,13840,5306,753,1722,2475,1175,488,325,783,1272,4523,2001,1453,1060,693,242,0.573306370071,0.463888888889,0.536585365854,5
CLE,1985,3416,7298,1743,2334,1208,2416,3624,2013,2189,626,1359,423,69,8644,3460,7172,1952,2547,1096,2428,3524,2178,2003,595,1290,412,60,8932,102.52745,0.390243902439,41,1022,447,55,104,160,132,33,21,77,111,371,174,124,94,13,3,557,13555,6008,729,1420,2149,1389,440,325,931,1423,4951,2361,1661,1245,145,39,0.43023255814,0.429632408102,0.353658536585,3
CLE,1986,3474,7301,1807,2408,1144,2450,3594,2080,2220,624,1399,454,114,8869,3491,7327,2040,2656,1170,2472,3643,2168,2023,661,1344,396,78,9100,104.46497,0.396341463415,40,863,328,60,117,177,96,30,19,63,102,269,131,87,64,6,1,682,17313,6990,964,2070,3034,1723,634,416,1115,1649,5600,2666,1939,1453,605,205,0.378048780488,0.531631097561,0.378048780488,3
CLE,1987,3413,7180,1763,2439,1171,2437,3609,1988,2060,649,1515,497,106,8697,3495,7340,1889,2483,1192,2445,3637,2089,2010,760,1364,421,90,8971,103.96611,0.365853658537,47,1081,501,75,145,221,92,40,34,81,118,397,197,148,104,13,3,685,17749,7601,1063,2293,3356,1823,655,505,1130,1647,6076,2938,2032,1512,597,212,0.378048780488,0.531631097561,0.512195121951,5
CLE,1988,3331,6938,1796,2496,1136,2354,3490,1991,1844,702,1529,542,104,8562,3469,7271,1637,2126,1206,2325,3532,2022,2048,751,1418,464,111,8687,101.8282985,0.44512195122,49,1332,577,81,161,243,141,51,39,94,122,461,223,170,124,19,5,739,19088,7802,1231,2584,3816,1888,700,697,1202,1827,6257,3017,2173,1590,517,176,0.441897953462,0.531631097561,0.69512195122,6
CLE,1989,3389,6829,1817,2438,1024,2382,3406,2165,1714,762,1381,556,148,8744,3384,7223,1484,1896,1186,2269,3455,2016,1995,688,1434,406,149,8402,100.1122235,0.603658536585,40,975,429,58,120,179,102,35,31,65,90,336,164,121,91,25,8,621,14984,5965,917,1995,2912,1367,502,562,872,1417,4826,2313,1553,1142,544,195,0.591954022989,0.531631097561,0.512195121951,5
CLE,1990,3340,6940,1729,2319,1080,2427,3508,2183,1629,718,1283,549,258,8667,3401,7240,1401,1823,1174,2367,3541,2090,1931,682,1361,371,164,8368,99.080184,0.603658536585,37,986,443,52,111,164,112,33,23,61,73,349,167,120,92,37,15,541,13192,5694,626,1494,2121,1401,446,322,786,1087,4542,2191,1419,1100,546,211,0.591954022989,0.531631097561,0.40243902439,4
CLE,1991,3236,6917,1651,2188,1069,2354,3424,2173,1669,644,1262,481,253,8377,3438,7126,1454,1907,1115,2424,3540,2143,1894,695,1260,386,159,8490,97.800835,0.457317073171,44,1154,503,61,130,191,126,35,25,69,97,408,194,129,99,39,15,592,14490,6179,656,1636,2293,1569,479,338,830,1180,4967,2388,1479,1150,651,252,0.454093075414,0.531631097561,0.69512195122,6
CLE,1992,3343,6941,1742,2217,1026,2389,3415,2250,1614,629,1177,535,206,8634,3477,7276,1379,1799,1166,2387,3553,2153,1884,679,1188,405,178,8512,97.649498,0.548780487805,42,1145,510,70,130,200,128,36,30,65,94,412,198,128,100,34,11,672,17281,7490,790,1892,2683,1929,591,385,1017,1381,6083,2908,1776,1369,797,303,0.534552845528,0.531631097561,0.658536585366,6
CLE,1993,3426,6956,1759,2189,985,2473,3458,2304,1568,615,1096,578,268,8879,3433,7332,1314,1712,1175,2377,3553,2132,1851,629,1176,391,211,8391,97.4088325,0.676829268293,38,972,437,61,121,183,106,28,29,53,83,339,167,116,93,29,10,550,14797,6369,759,1804,2564,1486,466,347,866,1266,5096,2433,1670,1283,600,218,0,0.542621448213,0.573170731707,5
CLE,1994,3279,6809,1717,2186,1009,2424,3434,2199,1640,660,1128,481,288,8564,3250,6985,1390,1854,1087,2357,3444,2057,1812,619,1248,413,243,8134,95.8034785,0.615853658537,38,842,327,54,103,158,85,29,17,46,80,265,125,86,65,27,10,627,15037,5885,849,1797,2646,1404,510,280,840,1364,4807,2249,1539,1179,560,206,0.552941176471,0.542621448213,0.524390243902,5
CLE,1995,2944,6493,1621,2118,1067,2295,3362,1860,1697,667,1156,387,346,7856,2967,6412,1405,1884,955,2290,3245,1909,1783,592,1253,447,327,7666,90.9735185,0.548780487805,38,949,353,53,100,154,77,32,14,46,81,296,132,89,66,60,22,504,12382,4451,671,1540,2212,1094,433,181,646,1113,3704,1671,1158,851,713,256,0.532284541724,0.542621448213,0.573170731707,5
CLE,1996,2758,6126,1431,1878,956,2146,3102,1745,1689,652,1124,344,497,7445,2738,5935,1382,1822,862,2206,3069,1815,1718,530,1247,384,454,7313,86.0844495,0.548780487805,36,959,383,44,98,142,81,31,16,51,90,311,143,95,72,63,24,486,11095,4038,614,1447,2061,931,350,240,643,1195,3335,1544,1076,768,504,181,0.532284541724,0.542621448213,0.512195121951,5
CLE,1997,2732,5985,1318,1774,888,2107,2995,1766,1783,664,1130,327,539,7323,2581,5712,1493,1991,859,2176,3036,1732,1707,526,1306,343,486,7141,84.876659,0.542682926829,39,881,383,49,98,147,67,28,16,59,85,302,138,105,76,78,29,459,10241,4156,505,1241,1747,953,370,208,668,1021,3400,1530,1157,873,602,221,0.532568149211,0.542621448213,0.573170731707,5
CLE,1998,2760,6089,1467,1980,932,2245,3177,1804,1910,734,1303,367,390,7379,2588,5926,1614,2156,896,2207,3104,1718,1826,628,1387,402,400,7191,88.829063,0.542682926829,44,1060,405,62,119,182,83,40,20,69,113,322,147,124,91,48,18,530,11994,4772,631,1416,2047,1000,427,243,766,1277,3856,1753,1384,1048,604,217,0.535167328417,0.542621448213,0.44,4
CLE,1999,2189,4884,1334,1771,713,1823,2537,1493,1573,633,1101,311,240,5953,2143,4939,1310,1745,769,1817,2586,1423,1551,549,1132,368,288,5884,90.5569685,0.506585365854,40,991,355,50,114,164,85,41,17,62,97,296,132,100,74,43,16,446,10151,3998,544,1351,1896,925,356,247,674,1039,3282,1500,1105,827,460,168,0,0.378048780488,0.390243902439,3
CLE,2000,2269,5147,1334,1780,741,1907,2649,1516,1713,582,1106,283,262,6136,2290,5198,1414,1850,802,1995,2797,1499,1628,525,1104,391,328,6322,93.5133515,0.41512195122,35,808,301,34,89,124,79,28,10,50,75,264,115,77,58,33,11,482,12017,4738,602,1470,2072,1077,397,219,750,1099,3991,1810,1260,947,482,170,0.390243902439,0.378048780488,0.365853658537,3
CLE,2001,2933,6633,1607,2122,1012,2469,3482,1824,2060,677,1362,399,281,7755,2955,6657,1742,2255,1001,2493,3494,1911,1934,676,1280,521,421,8073,95.764561,0.378048780488,49,1150,429,64,139,203,96,35,17,66,111,373,165,107,82,46,16,456,11360,4367,588,1421,2009,928,358,222,657,1044,3660,1646,1169,881,543,193,0,0.403587443946,0.353658536585,3
CLE,2002,2919,6557,1545,2010,991,2461,3453,1799,1827,607,1213,453,303,7686,2990,6630,1569,2069,959,2391,3350,1934,1724,648,1096,500,447,7997,92.714741,0.359756097561,45,945,328,63,129,193,58,24,28,58,95,284,128,95,66,19,5,355,8193,3014,502,1148,1650,654,245,212,525,852,2539,1159,877,625,229,70,0.353658536585,0.314293721973,0.207317073171,2
CLE,2003,2899,6664,1515,1996,1043,2512,3555,1801,1808,604,1279,495,340,7653,3062,6732,1609,2116,930,2436,3366,1980,1673,702,1065,472,450,8184,94.1443865,0.280487804878,44,992,361,57,115,172,76,28,24,57,96,314,138,101,74,31,9,282,6293,2394,321,792,1113,494,182,166,370,619,2044,920,672,489,198,64,0.542145354645,0.463888888889,0.426829268293,4
DAL,1985,3589,7257,1809,2337,1092,2305,3397,2158,1851,577,1243,347,97,9084,3629,7241,1638,2139,1121,2408,3529,2122,2139,602,1363,423,80,8977,101.904085,0.530487804878,43,1218,561,71,142,213,123,32,25,77,107,436,219,149,116,18,5,776,20804,9624,1024,2363,3388,1994,591,353,1231,1832,7562,3659,2495,1948,980,358,0.517062689585,0.476900866218,0.536585365854,5
DAL,1986,3595,7267,1947,2483,1077,2399,3476,2130,1764,590,1236,352,146,9284,3745,7444,1566,2064,1140,2469,3610,2247,2131,594,1309,426,94,9150,102.99306,0.536585365854,44,1252,593,68,140,208,135,37,23,79,104,453,229,161,126,23,7,702,18888,8580,941,2234,3176,1946,561,334,1144,1662,6708,3251,2321,1820,742,256,0.527932254803,0.476900866218,0.670731707317,6
DAL,1987,3612,7313,2099,2680,1139,2474,3613,2062,1803,646,1247,396,186,9510,3725,7596,1647,2171,1236,2427,3664,2342,2166,594,1305,422,109,9206,104.079855,0.603658536585,39,1022,484,63,125,188,109,32,21,63,91,366,183,138,108,24,8,748,19882,9002,990,2371,3362,2068,591,350,1208,1745,7014,3402,2445,1917,802,279,0.391550522648,0.514675767918,0.646341463415,6
DAL,1988,3503,7282,2064,2613,1280,2494,3774,2000,1803,666,1231,435,192,9263,3527,7444,1624,2125,1227,2309,3536,2272,2066,591,1280,428,147,8826,101.626074,0.658536585366,41,1110,525,74,131,205,101,34,25,66,98,408,199,151,118,24,7,764,20441,9561,1089,2495,3584,1955,608,459,1272,1797,7435,3640,2636,2060,635,218,0.51461038961,0.514675767918,0.463414634146,4
DAL,1989,3328,7054,1882,2386,1194,2446,3640,1925,1736,612,1245,461,182,8722,3445,7344,1536,2023,1215,2366,3582,2186,1933,636,1201,411,166,8592,98.9695855,0.55487804878,40,1157,495,72,138,211,110,36,27,68,97,393,188,137,110,27,8,624,16506,7452,850,1971,2821,1552,500,367,989,1433,5794,2837,2043,1608,495,169,0.549889135255,0.430671217292,0.573170731707,5
DAL,1990,3245,6874,1760,2262,1045,2408,3453,1821,1736,621,1230,437,184,8434,3355,7158,1600,2125,1186,2449,3635,2047,1850,654,1205,387,170,8480,97.7130775,0.518292682927,40,1168,536,61,141,203,139,41,19,69,85,448,214,122,96,32,10,596,16766,7624,889,1976,2865,1974,561,376,1058,1357,6240,3042,1813,1412,386,126,0.567567567568,0.346666666667,0.341463414634,3
DAL,1991,3245,6860,1623,2123,1013,2389,3402,1798,1786,622,1207,397,175,8289,3317,6979,1663,2228,1129,2443,3572,1993,1805,649,1191,394,176,8474,96.7664985,0.457317073171,50,1374,551,68,166,234,150,45,23,79,118,459,218,134,101,39,12,514,13723,5535,681,1625,2306,1589,461,289,830,1162,4563,2180,1383,1052,366,121,0.454515491101,0.346666666667,0.268292682927,2
DAL,1992,3182,6997,1505,1992,1089,2399,3488,1725,1853,558,1194,373,230,8101,3330,6998,1761,2332,1136,2560,3696,1980,1756,686,1100,428,180,8602,96.4999695,0.30487804878,43,990,404,59,113,173,100,35,12,61,108,349,154,113,81,44,15,297,6922,2734,319,695,1015,734,243,93,441,672,2354,1045,668,499,402,144,0.30487804878,0.291890034364,0.134146341463,1
DAL,1993,3142,7187,1514,2085,1214,2352,3566,1656,2084,592,1330,352,275,8074,3357,6917,2087,2719,1110,2685,3795,1991,1798,762,1163,488,208,9010,99.048637,0.201219512195,42,963,398,67,119,186,77,29,17,63,108,355,157,107,75,28,8,529,12567,5041,665,1420,2086,1285,456,166,758,1173,4408,1957,1219,914,607,211,0,0.158536585366,0.158536585366,1
DAL,1994,3109,7170,1490,2056,1252,2207,3460,1656,2154,708,1426,327,262,7971,3306,6645,2096,2784,1082,2621,3703,2008,1755,792,1350,513,241,8950,99.045974,0.146341463415,46,1028,407,65,116,181,95,35,13,75,108,374,162,95,70,41,12,502,12464,4906,666,1558,2225,1430,439,150,815,1069,4358,1856,1142,872,921,320,0,0.476900866218,0.439024390244,4
DAL,1995,3141,7206,1536,2076,1392,2291,3684,1785,1909,673,1369,323,313,8131,3309,6745,1647,2239,1077,2441,3518,1980,1787,752,1339,504,340,8607,97.2345275,0.298780487805,57,1327,547,96,146,242,124,39,17,90,123,473,208,147,108,71,22,496,11727,4498,621,1427,2048,1292,390,139,738,1022,3955,1686,1096,828,856,298,0.439024390244,0.476900866218,0.317073170732,3
DAL,1996,3175,7386,1524,2092,1461,2406,3867,1927,1823,610,1307,345,560,8435,3405,6951,1494,2039,1070,2552,3622,1984,1883,712,1299,516,451,8755,98.0990335,0.378048780488,43,1169,497,66,128,195,124,38,21,81,106,403,182,139,101,91,31,508,13017,5365,629,1554,2183,1459,455,247,863,1145,4497,2018,1393,1055,791,272,0,0.285714285714,0.292682926829,2
DAL,1997,2968,6941,1400,1946,1224,2320,3544,1788,1817,648,1297,346,582,7920,3184,6695,1508,2035,1092,2577,3669,1886,1780,694,1316,482,504,8381,94.797428,0.30487804878,35,907,360,47,99,147,68,27,11,50,72,294,133,87,66,75,26,467,11233,4463,604,1457,2062,844,342,254,612,973,3731,1697,1105,838,621,230,0.434477056635,0.424671117869,0.243902439024,2
DAL,1998,2847,6603,1341,1828,1023,2271,3295,1599,1720,650,1253,408,426,7462,3052,6644,1407,1921,1160,2536,3696,1838,1664,672,1262,403,462,7973,92.032272,0.268292682927,42,1102,403,66,140,206,86,33,25,62,91,351,157,101,74,46,15,601,15726,6618,887,2132,3020,1310,460,420,877,1277,5337,2483,1764,1358,787,292,0.242424242424,0.563627950023,0.38,3
DAL,1999,2315,5393,1094,1474,826,1879,2705,1228,1354,499,937,379,312,6037,2476,5428,1094,1530,941,2081,3023,1477,1325,509,969,309,301,6348,92.051506,0.311951219512,36,938,347,58,119,177,81,27,20,55,79,306,132,88,64,49,17,482,12163,4941,706,1707,2414,1128,344,273,717,1055,4038,1866,1218,930,744,278,0.311212121212,0.563627950023,0.487804878049,4
DAL,2000,2472,5540,1144,1480,788,1961,2749,1365,1417,472,908,354,360,6448,2520,5545,1169,1599,955,2119,3074,1487,1428,482,1008,332,322,6532,94.048981,0.433902439024,41,1078,427,50,124,174,93,29,20,62,106,369,165,96,74,60,22,516,13101,5513,620,1698,2319,1148,389,275,779,1238,4593,2106,1329,1035,732,265,0.433902439024,0.591337784535,0.646341463415,6
DAL,2001,3140,6881,1479,1852,881,2507,3388,1775,1838,605,1109,454,518,8277,3081,6873,1557,2118,1159,2671,3830,1839,1830,613,1264,400,405,8125,95.700615,0.567073170732,45,1203,494,53,140,193,126,35,32,64,112,413,185,118,93,81,29,525,14028,5987,531,1508,2040,1609,461,324,825,1243,4946,2260,1456,1140,906,325,0.55368504772,0.563627950023,0.69512195122,6
DAL,2002,3142,6823,1580,1974,874,2569,3444,1775,1874,599,1026,439,569,8434,3016,6772,1635,2207,1066,2611,3678,1821,1815,605,1166,378,416,8084,94.802143,0.670731707317,40,1057,448,52,133,185,106,28,27,54,91,368,167,104,82,81,30,461,12390,5092,515,1483,1998,1445,375,299,705,1048,4314,1932,1158,899,889,327,0.648671497585,0.563627950023,0.731707317073,7
DAL,2003,3180,6956,1547,1893,915,2556,3471,1824,1785,623,932,417,628,8536,3010,6769,1558,2108,1055,2640,3695,1823,1764,567,1190,347,464,8043,94.5109975,0.713414634146,44,1335,625,75,172,247,125,40,22,74,106,521,230,145,118,124,45,490,13481,6023,712,1873,2585,1234,432,325,792,1210,5109,2285,1466,1127,940,333,0.682026143791,0.563627950023,0.634146341463,6
DEN,1985,3905,7979,2108,2629,1232,2373,3605,2374,2215,802,1363,388,75,9994,3895,7563,2085,2754,1204,2682,3887,2303,2225,670,1641,567,63,9939,111.68041,0.548780487805,42,1030,471,73,109,182,126,43,21,70,115,378,185,123,97,13,3,640,15104,6704,1061,1943,3005,1539,573,359,951,1650,5609,2679,1661,1305,147,40,0.539163407987,0.533064516129,0.573170731707,5
DEN,1986,3790,7922,1972,2492,1277,2310,3587,2203,2158,860,1359,422,72,9625,3706,7391,1997,2670,1238,2680,3918,2130,2147,654,1742,536,62,9472,109.82485,0.603658536585,46,1182,580,83,124,208,139,52,25,83,128,477,227,155,121,16,4,648,15403,6865,1089,1984,3073,1611,602,368,991,1672,5750,2734,1740,1355,158,41,0.591887046168,0.533064516129,0.451219512195,4
DEN,1987,3724,7909,1952,2492,1258,2342,3601,2228,2174,790,1276,421,88,9489,3637,7373,2111,2797,1230,2726,3956,2147,2131,598,1652,468,86,9471,109.08847,0.512195121951,36,881,428,57,100,158,98,34,17,55,94,359,167,112,89,17,4,596,14783,6853,997,1862,2859,1566,567,322,952,1539,5704,2697,1732,1365,306,93,0.500255754476,0.533064516129,0.658536585366,6
DEN,1988,3757,7956,1908,2428,1228,2405,3633,2308,2083,793,1201,411,149,9571,3622,7349,2082,2704,1172,2734,3906,2180,2067,589,1585,481,113,9439,108.48022,0.55487804878,38,1006,508,63,121,184,120,37,18,61,99,422,200,125,100,23,6,654,16606,8088,1058,2107,3166,1844,631,354,1141,1717,6730,3218,1968,1560,307,91,0.534851359899,0.533064516129,0.536585365854,5
DEN,1989,3791,8050,1831,2301,1184,2477,3662,2291,2035,821,1205,418,210,9624,3654,7420,1943,2595,1157,2806,3963,2153,1995,643,1601,497,135,9387,109.333365,0.59756097561,39,1015,509,59,119,179,119,41,16,62,96,422,199,123,99,33,11,614,15607,7614,955,1843,2798,1783,649,305,1071,1557,6320,3015,1868,1483,323,99,0.576027830487,0.533064516129,0.524390243902,5
DEN,1990,3764,8077,1779,2257,1187,2522,3710,2278,2067,812,1180,382,228,9536,3645,7409,1958,2600,1078,2855,3933,2104,1956,639,1555,473,160,9408,109.35524,0.530487804878,36,681,310,40,76,117,62,26,13,42,73,263,121,80,57,29,9,509,12402,5303,631,1397,2029,1332,448,176,759,1149,4446,2097,1286,968,427,140,0,0.460093896714,0.243902439024,2
DEN,1991,3808,8441,1731,2232,1344,2531,3875,2140,2141,835,1234,367,264,9612,3832,7648,2158,2792,1131,2956,4088,2282,1877,685,1520,493,179,10002,112.28636,0.384146341463,41,766,330,55,91,147,66,30,12,48,92,306,136,73,52,21,5,465,10524,4565,645,1399,2044,918,368,327,709,1081,3878,1823,1123,834,276,83,0.243902439024,0.460093896714,0.292682926829,2
DEN,1992,3581,8124,1626,2165,1435,2441,3876,1779,2109,814,1389,433,213,9002,3711,7464,2160,2790,1175,2798,3974,2151,1815,768,1460,559,190,9772,108.8362,0.268292682927,55,1172,536,71,121,192,90,47,25,80,126,491,216,120,90,41,12,448,10281,4096,607,1385,1992,806,319,333,650,1023,3449,1554,1154,868,377,119,0,0.465,0.439024390244,4
DEN,1993,3307,7331,1655,2213,1308,2458,3766,1644,2011,712,1430,513,132,8401,3335,7090,1921,2515,1134,2517,3651,1850,1885,765,1366,548,204,8795,101.877495,0.365853658537,56,1373,618,89,168,258,116,50,41,98,139,535,243,161,120,35,10,406,9811,4023,588,1327,1916,763,315,309,649,989,3378,1536,1101,812,427,138,0.439024390244,0.465,0.512195121951,5
DEN,1994,3254,7031,1761,2391,1185,2560,3746,1749,1982,665,1417,625,154,8423,3194,7107,1830,2433,1138,2418,3556,1817,1970,737,1292,502,215,8434,100.61277,0.475609756098,45,1229,531,73,144,218,105,39,38,79,113,435,204,141,104,50,17,575,14344,6154,796,1781,2578,1139,431,371,917,1392,5052,2340,1588,1185,806,287,0.474831344058,0.412555495316,0.5,5
DEN,1995,3127,6621,1719,2364,1072,2479,3552,1799,1994,669,1401,635,291,8265,3057,6847,1741,2322,1069,2269,3338,1764,1956,682,1206,481,313,8169,96.6769295,0.506097560976,41,1082,444,57,125,182,88,31,31,64,96,359,168,118,88,53,18,494,12526,5511,671,1590,2262,937,342,347,769,1145,4551,2106,1417,1061,671,238,0.571428571429,0.488795518207,0.426829268293,4
DEN,1996,3049,6559,1657,2239,1048,2444,3493,1843,1972,590,1323,591,405,8161,3070,6718,1660,2200,977,2296,3273,1829,1927,628,1148,439,436,8237,94.741829,0.463414634146,40,893,342,40,85,126,95,29,12,56,85,274,124,90,70,62,23,544,13082,5389,646,1452,2098,1415,437,229,829,1225,4357,2050,1374,1053,650,234,0.438588850174,0.482848192212,0.256097560976,2
