Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,player_season_gp,player_season_minutes,player_season_pts,player_season_dreb,player_season_oreb,player_season_reb,player_season_asts,player_season_stl,player_season_blk,player_season_turnover,player_season_pf,player_season_fga,player_season_fgm,player_season_fta,player_season_ftm,player_season_tpa,player_season_tpm,player_career_gp,player_career_minutes,player_career_pts,player_career_dreb,player_career_oreb,player_career_reb,player_career_asts,player_career_stl,player_career_blk,player_career_turnover,player_career_pf,player_career_fga,player_career_fgm,player_career_fta,player_career_ftm,player_career_tpa,player_career_tpm,coach_season_win_rate,coach_career_win_rate,win_rate,Class
DEN,1997,2967,6672,1565,2082,1025,2469,3495,1870,1833,512,1312,542,516,8016,3194,6902,1528,2024,1010,2422,3432,1860,1812,670,1093,435,468,8385,95.194992,0.341463414634,49,1111,434,52,111,163,83,34,14,63,117,351,156,129,98,62,22,400,8843,3332,466,1021,1488,589,294,144,490,961,2743,1218,975,753,427,142,0,0.134146341463,0.134146341463,1
DEN,1998,2805,6549,1587,2069,1017,2304,3321,1718,1860,583,1335,440,462,7660,3156,6716,1637,2176,1090,2430,3520,1914,1753,693,1150,494,451,8400,93.749798,0.19512195122,44,1122,468,56,108,165,104,35,22,74,107,395,172,130,97,71,25,362,9198,3730,434,1124,1558,870,271,199,552,873,3089,1362,1033,781,627,222,0,0.315315315315,0.28,2
DEN,1999,2179,5200,1334,1736,843,1774,2618,1258,1540,520,1025,334,295,5987,2450,5193,1407,1874,857,1951,2809,1579,1442,529,972,404,328,6635,92.294762,0.207073170732,32,859,356,40,86,126,73,31,16,49,75,313,135,87,65,60,20,429,10980,4473,529,1346,1875,1007,348,235,641,1003,3818,1677,1097,833,811,284,0,0.465,0.426829268293,4
DEN,2000,2369,5450,1270,1720,860,1991,2851,1440,1553,465,1009,446,386,6394,2507,5485,1314,1756,823,2054,2877,1589,1520,506,939,368,318,6645,95.0251085,0.353414634146,42,1051,423,57,131,188,87,30,27,60,105,364,160,104,77,71,25,497,12360,5092,669,1607,2277,1021,369,245,729,1166,4381,1964,1167,859,853,304,0.426829268293,0.465,0.487804878049,4
DEN,2001,3018,6894,1489,2040,1058,2586,3645,1940,1891,553,1186,578,491,8016,3105,6933,1587,2111,1019,2624,3643,2022,1848,602,1109,479,407,8203,95.925083,0.457317073171,47,1232,505,64,146,211,112,36,22,74,119,438,192,117,87,94,33,450,11827,5075,545,1402,1947,1128,384,189,745,1112,4374,1955,1164,875,843,296,0.457317073171,0.393214285714,0.329268292683,3
DEN,2002,2947,6873,1377,1860,1080,2446,3527,1893,1845,582,1111,500,467,7738,3043,6727,1572,2096,1003,2585,3589,2005,1702,629,1081,529,420,8078,93.3758085,0.408536585366,36,773,263,46,97,144,63,26,17,39,80,223,98,67,51,43,15,288,6119,2255,338,822,1161,479,200,145,374,653,1914,863,605,448,234,78,0,0.360946745562,0.207317073171,2
DEN,2003,2802,6707,1300,1803,1114,2336,3451,1777,1963,662,1277,442,326,7230,2850,6313,1685,2240,928,2486,3414,1866,1716,706,1230,546,422,7808,92.2595595,0.268292682927,51,1096,403,54,115,169,126,41,21,67,96,351,150,106,80,65,22,318,6844,2634,324,812,1137,687,248,173,402,644,2233,981,697,531,395,139,0.207317073171,0.360946745562,0.524390243902,5
DET,1985,3819,7954,1878,2404,1415,2484,3899,2279,2126,694,1325,407,38,9555,3678,7413,1883,2490,1136,2510,3646,2150,2102,631,1483,517,65,9306,107.451445,0.579268292683,38,1006,468,70,128,199,119,35,20,67,109,387,186,119,93,8,2,656,17474,7962,938,1993,2931,1947,583,293,1201,1640,6678,3136,1963,1545,434,144,0.573323228496,0.59367194005,0.560975609756,5
DET,1986,3797,7874,1791,2281,1339,2497,3837,2310,2088,714,1342,368,50,9435,3660,7411,1891,2496,1144,2550,3695,2095,1997,652,1488,504,74,9285,107.17827,0.560975609756,37,1013,502,72,133,205,125,33,20,73,111,398,194,141,110,9,2,663,18389,8057,1245,2486,3732,1865,544,361,1211,1804,6391,3091,2273,1752,378,122,0.553475594173,0.59367194005,0.634146341463,6
DET,1987,3649,7493,1895,2451,1260,2555,3815,2170,2089,690,1380,388,47,9240,3498,7336,1953,2598,1161,2438,3600,2056,2022,666,1392,486,102,9051,105.169795,0.59756097561,38,1019,513,68,119,187,120,32,19,74,110,396,197,149,114,9,2,689,19042,8614,1252,2645,3898,1894,524,424,1291,1964,6717,3307,2483,1880,363,119,0.592843442819,0.59367194005,0.658536585366,6
DET,1988,3502,7127,1984,2607,1213,2565,3778,2016,2017,615,1382,415,48,9037,3355,7220,1851,2453,1143,2307,3451,1996,2115,659,1311,439,123,8684,102.20906,0.646341463415,44,1207,594,81,124,206,125,38,21,80,117,478,231,162,125,21,6,728,20340,9682,1274,2616,3891,2081,604,396,1411,2040,7640,3734,2709,2076,428,137,0.643397152676,0.59367194005,0.768292682927,7
DET,1989,3428,6948,1903,2495,1167,2514,3681,2019,1948,555,1342,400,89,8848,3237,7078,1788,2311,1137,2232,3369,1909,2126,647,1276,373,136,8398,99.451154,0.713414634146,43,1094,488,79,122,201,116,32,22,73,111,398,191,129,97,26,8,744,20130,8937,1291,2640,3932,2224,588,382,1370,2026,7293,3478,2407,1809,523,171,0.717748917749,0.59367194005,0.719512195122,7
DET,1990,3364,6929,1771,2315,1169,2502,3671,2011,1950,517,1284,412,148,8648,3091,6915,1805,2333,1085,2234,3320,1809,2080,626,1236,322,172,8160,97.6469575,0.743902439024,42,1054,451,72,116,189,105,28,22,66,106,367,175,117,90,29,9,834,21819,9651,1377,2747,4124,2286,649,523,1452,2218,7944,3797,2484,1876,548,179,0.756684491979,0.59367194005,0.609756097561,6
DET,1991,3263,6927,1699,2231,1195,2455,3650,1910,1915,499,1207,392,154,8380,3048,6776,1729,2257,1021,2277,3298,1750,2029,593,1187,296,171,7997,95.834423,0.664634146341,42,1144,473,83,143,226,126,33,23,68,107,384,181,130,100,29,9,648,18032,7979,1104,2216,3320,2146,578,318,1256,1693,6458,3082,2187,1648,511,165,0.656559531029,0.59367194005,0.585365853659,5
DET,1992,3192,6871,1626,2159,1208,2436,3644,1862,1757,516,1196,362,148,8159,3105,6858,1547,2019,1058,2264,3323,1815,1951,611,1122,331,184,7941,94.4026485,0.59756097561,44,1220,506,88,150,239,124,42,15,73,105,430,200,127,95,35,10,642,18441,8183,1240,2453,3694,2116,648,285,1278,1718,6660,3195,2157,1598,585,192,0.292682926829,0.285365853659,0.487804878049,4
DET,1993,3229,7039,1496,2032,1251,2368,3619,1920,1696,563,1182,303,228,8182,3239,6939,1442,1926,1107,2348,3455,1971,1860,632,1168,368,236,8156,94.9598885,0.536585365854,54,1399,572,84,149,234,119,45,21,80,123,498,225,138,106,43,14,593,15647,6387,815,1870,2686,1475,484,284,927,1469,5364,2459,1529,1162,834,306,0.487804878049,0.285365853659,0.243902439024,2
DET,1994,3218,7114,1339,1836,1160,2318,3477,1854,1841,591,1194,279,325,8100,3288,6892,1634,2219,1145,2516,3661,2072,1703,672,1194,365,266,8476,95.934391,0.365853658537,49,1090,450,54,112,166,105,34,29,72,116,389,178,102,76,48,16,490,12219,5121,473,1276,1750,1217,378,224,775,1126,4237,1949,1248,957,713,265,0,0.419736842105,0.341463414634,3
DET,1995,3114,6825,1346,1828,992,2262,3254,1819,2043,653,1277,364,426,8001,3187,6718,1884,2585,1169,2511,3680,2055,1674,707,1227,403,360,8619,95.6608465,0.292682926829,54,1441,627,77,171,249,126,44,25,95,143,515,241,154,112,91,32,622,16384,6728,778,1949,2728,1293,443,367,986,1599,5355,2545,1807,1350,764,286,0,0.528158295282,0.560975609756,5
DET,1996,2935,6377,1548,2073,921,2322,3243,1741,2052,605,1266,386,519,7937,2973,6466,1710,2379,1055,2350,3405,1871,1816,624,1219,412,476,8134,92.5475655,0.451219512195,40,1099,439,57,127,185,102,36,15,67,95,348,160,124,94,65,24,710,18789,7156,968,2312,3281,1637,624,342,1113,1737,5694,2703,2018,1509,661,240,0.541176470588,0.528158295282,0.658536585366,6
DET,1997,2818,6108,1572,2100,871,2366,3237,1582,1802,569,1128,317,563,7772,2797,6303,1343,1853,964,2266,3230,1762,1835,522,1174,333,516,7455,88.3497885,0.609756097561,38,1059,426,51,117,169,88,35,20,65,90,343,153,127,95,66,23,599,15631,6054,801,1933,2734,1293,541,359,956,1474,4896,2237,1790,1359,642,220,0.592427315754,0.483441892739,0.451219512195,4
DET,1998,2844,6234,1595,2141,951,2315,3266,1575,1728,655,1119,313,437,7722,2804,6304,1389,1872,977,2299,3276,1774,1829,568,1229,332,445,7442,88.989826,0.55487804878,43,1151,482,57,132,189,101,38,17,72,95,393,177,137,103,68,23,462,11505,4858,559,1355,1915,1078,402,180,747,1035,3943,1801,1375,1057,569,197,0.432432432432,0.438725490196,0.58,5
DET,1999,2261,5044,1327,1785,824,1875,2699,1303,1472,561,994,276,270,6119,2212,5008,1245,1697,769,1855,2625,1398,1493,536,1016,303,299,5969,89.7577475,0.515609756098,32,761,283,36,84,121,66,28,12,45,72,231,102,89,68,31,9,529,12283,4929,630,1612,2243,1020,417,209,754,1200,4020,1828,1406,1075,579,196,0.498034398034,0.390011209262,0.512195121951,5
DET,2000,2352,5176,1453,1894,761,1935,2696,1358,1575,554,1039,250,343,6500,2352,5172,1305,1777,760,1940,2702,1468,1666,538,1085,310,347,6356,93.176483,0.546097560976,34,768,302,51,93,144,50,23,16,45,76,247,112,90,67,30,10,511,11979,4834,703,1524,2227,881,374,258,717,1096,3968,1821,1367,996,556,194,0.518518518519,0.341296928328,0.390243902439,3
DET,2001,2981,6758,1783,2369,1012,2542,3554,1668,1983,639,1277,369,414,8160,3047,6778,1632,2203,992,2587,3581,1876,2140,660,1309,396,443,8170,97.482811,0.451219512195,51,1254,544,55,128,184,116,38,25,81,107,447,197,152,114,97,34,503,12344,5122,486,1345,1831,1106,407,281,751,1068,4228,1884,1366,1007,950,345,0,0.63321799308,0.609756097561,6
DET,2002,2882,6590,1544,2093,959,2496,3455,1697,1825,630,1200,506,478,7787,2951,6697,1472,1978,1001,2591,3592,1748,1967,660,1213,365,393,7768,93.8689805,0.5,45,1134,437,46,131,177,97,35,28,63,108,368,166,104,76,72,27,540,13610,5574,578,1517,2096,1127,441,325,788,1287,4588,2100,1448,1070,815,302,0.586956521739,0.63321799308,0.609756097561,6
DET,2003,2773,6289,1518,1987,846,2405,3252,1692,1721,602,1089,516,550,7615,2835,6406,1381,1841,925,2519,3444,1568,1887,609,1152,339,324,7375,89.7507745,0.609756097561,43,1084,441,57,134,192,86,32,28,59,97,364,162,120,90,75,27,476,12237,4841,527,1485,2013,1036,383,315,692,1098,4046,1813,1284,930,779,283,0.545854732208,0.562430939227,0.658536585366,6
GSW,1985,3508,7544,1929,2554,1358,2155,3513,1798,2122,816,1489,316,83,9030,3782,7187,1860,2453,1156,2517,3673,2243,2213,670,1638,481,46,9470,106.05835,0.359756097561,57,1553,715,101,164,266,144,58,21,105,146,599,287,177,134,22,6,580,14914,6838,903,1737,2641,1528,581,235,1025,1396,5681,2722,1644,1277,342,115,0.359756097561,0.355805243446,0.365853658537,3
GSW,1986,3574,7561,1928,2524,1299,2241,3540,1888,2084,777,1430,319,99,9175,3851,7298,1855,2465,1135,2520,3655,2330,2124,671,1535,455,61,9618,106.282455,0.317073170732,58,1595,767,109,190,299,132,58,26,108,160,632,301,200,153,32,9,555,14362,6751,913,1762,2676,1269,518,251,961,1388,5571,2664,1637,1282,409,139,0.401683443249,0.575393848462,0.512195121951,5
GSW,1987,3600,7489,1941,2521,1232,2347,3579,2050,2085,733,1377,337,101,9243,3739,7385,1893,2533,1209,2500,3709,2249,2060,690,1449,446,110,9481,105.66962,0.439024390244,41,965,456,68,120,188,100,34,21,72,105,372,178,125,94,14,4,428,10348,4589,697,1353,2050,963,372,230,730,1075,3762,1794,1197,911,267,89,0.436567164179,0.398808035342,0.243902439024,2
GSW,1988,3507,7408,1862,2365,1166,2301,3468,2044,2146,728,1374,302,103,8979,3621,7291,2021,2682,1229,2495,3724,2222,1931,717,1412,441,153,9416,104.629605,0.378048780488,40,879,354,57,107,164,67,27,27,53,103,295,141,90,69,10,3,502,12578,5634,704,1497,2201,1090,444,312,834,1264,4619,2156,1393,1088,657,233,0.595744680851,0.563627950023,0.524390243902,5
GSW,1989,3596,7690,1829,2294,1231,2406,3638,2007,2050,786,1441,463,142,9164,3660,7622,1981,2600,1323,2574,3897,2243,1873,804,1483,458,216,9518,107.80066,0.384146341463,43,988,441,63,123,186,89,33,40,68,110,359,171,116,91,21,6,502,12679,6000,600,1413,2014,1345,455,356,885,1219,4811,2275,1544,1206,675,242,0.522222222222,0.563627950023,0.451219512195,4
GSW,1990,3609,7592,2108,2621,1119,2473,3592,1993,1978,793,1451,565,218,9546,3729,7942,1957,2567,1466,2616,4082,2273,2077,839,1488,457,271,9687,109.829195,0.487804878049,43,1069,552,66,135,202,103,38,25,82,113,417,204,162,129,40,13,532,13096,5882,671,1581,2253,1272,447,272,914,1381,4535,2169,1664,1269,749,273,0.486720867209,0.563627950023,0.536585365854,5
GSW,1991,3527,7277,2237,2809,1014,2345,3359,1966,2108,779,1387,433,256,9549,3655,7617,2059,2715,1393,2537,3930,2247,2212,771,1478,433,241,9610,107.472475,0.493902439024,39,882,413,56,105,161,91,35,18,60,96,309,152,123,95,34,11,568,13073,5437,773,1684,2457,1170,445,287,858,1378,4283,2053,1503,1104,637,225,0.489346019834,0.563627950023,0.670731707317,6
GSW,1992,3666,7386,2053,2683,1125,2341,3466,2009,2128,828,1356,376,262,9648,3580,7428,2022,2680,1308,2458,3766,2143,2113,760,1523,436,239,9421,106.49435,0.603658536585,36,856,412,51,94,146,96,37,15,59,85,322,159,110,83,31,10,484,11962,5212,642,1471,2114,1269,455,235,844,1149,4177,1971,1427,1049,635,220,0.589317659085,0.563627950023,0.414634146341,4
GSW,1993,3620,7319,1856,2535,1178,2380,3558,2037,2052,773,1402,379,276,9373,3543,7352,1902,2527,1249,2390,3639,2110,2007,809,1431,446,264,9253,104.589225,0.542682926829,46,1076,489,63,116,180,101,41,23,72,100,391,194,123,90,29,10,456,11819,5389,558,1361,1919,1309,451,220,806,953,4447,2111,1351,990,523,177,0.53289846852,0.563627950023,0.609756097561,6
GSW,1994,3493,7178,1648,2384,1201,2390,3591,2104,1922,748,1442,447,294,8929,3449,7264,1710,2300,1249,2376,3625,2141,1931,833,1388,432,288,8898,102.044545,0.512195121951,47,1236,588,68,158,227,119,47,28,86,107,472,222,157,118,70,24,541,14422,6682,728,1769,2497,1336,509,378,962,1248,5377,2502,1770,1363,899,312,0.50143472023,0.443976137174,0.317073170732,3
GSW,1995,3364,7009,1608,2349,1142,2383,3525,2107,1796,726,1465,451,418,8755,3477,7282,1552,2141,1260,2467,3727,2264,2001,853,1376,410,398,8906,100.970925,0.463414634146,45,1247,550,72,150,222,119,45,23,81,111,447,208,145,107,73,25,691,18348,8132,1068,2375,3444,1720,667,359,1199,1695,6690,3100,2111,1595,959,336,0.558139534884,0.60618729097,0.439024390244,4
GSW,1996,3136,6786,1731,2367,1137,2328,3465,1953,1819,677,1420,430,496,8500,3366,6993,1564,2136,1155,2409,3564,2221,2046,781,1350,398,484,8782,98.14847,0.378048780488,45,1173,477,57,120,177,113,38,22,74,99,380,171,136,105,83,30,521,13413,5737,637,1476,2113,1348,468,249,835,1148,4651,2139,1474,1171,794,288,0.439024390244,0.60618729097,0.365853658537,3
GSW,1997,3026,6633,1735,2260,1129,2272,3401,1855,1811,658,1376,414,464,8252,3202,6744,1571,2100,1101,2282,3383,2128,1922,761,1331,390,529,8505,95.3281935,0.40243902439,50,1186,478,69,133,202,113,34,23,79,101,395,175,133,102,69,24,548,13769,5176,729,1637,2367,1375,432,282,836,1188,4469,1984,1338,1005,595,201,0.555065490511,0.446043165468,0.231707317073,2
GSW,1998,2921,6725,1527,2046,1187,2366,3553,1765,1823,616,1389,403,335,7704,3095,6738,1622,2194,1111,2403,3515,2085,1762,790,1221,436,457,8271,94.5359725,0.298780487805,43,979,364,59,114,174,80,29,19,57,99,316,137,90,65,67,23,682,17264,7013,1043,2136,3179,1637,574,368,999,1688,6055,2736,1758,1272,808,268,0.406551332955,0.446043165468,0.42,4
GSW,1999,2287,5528,1076,1543,1052,2016,3068,1372,1564,517,1068,334,175,5826,2304,5295,1390,1908,895,2019,2914,1517,1332,578,944,391,263,6263,92.8691255,0.325853658537,34,826,312,53,103,157,66,29,15,50,80,287,119,75,52,62,20,410,10623,4554,636,1338,1975,967,386,217,650,989,3975,1763,1087,777,727,250,0.325853658537,0.413550217095,0.231707317073,2
GSW,2000,2363,5657,1145,1661,1058,1998,3055,1444,1656,572,1034,292,253,6125,2391,5311,1434,1929,873,2097,2970,1529,1457,544,1036,398,310,6526,94.5549815,0.325853658537,37,802,292,50,97,148,72,28,13,48,79,261,112,73,51,46,15,419,10325,4141,558,1257,1815,984,383,202,626,922,3479,1580,1068,801,527,177,0.266666666667,0.453296703297,0.207317073171,2
GSW,2001,2966,7158,1462,2085,1322,2411,3733,1819,1885,736,1277,386,313,7709,3172,6757,1642,2169,1065,2692,3757,2040,1825,705,1319,493,433,8419,96.6807975,0.219512195122,47,1224,478,76,152,229,112,44,30,77,109,441,187,121,83,65,20,413,11473,4624,633,1496,2129,1128,427,251,721,1007,4018,1741,1230,895,739,245,0.207317073171,0.324474438605,0.256097560976,2
GSW,2002,2967,7082,1560,2184,1339,2439,3778,1747,1805,696,1289,466,301,7796,3196,6866,1575,2068,1069,2571,3641,2023,1855,714,1217,504,421,8389,96.195362,0.231707317073,55,1350,553,92,170,263,102,37,36,86,120,490,208,155,110,77,25,312,8090,3318,477,1123,1600,646,231,183,494,755,2790,1224,952,698,501,171,0,0.457317073171,0.463414634146,4
GSW,2003,3029,6965,1773,2363,1309,2519,3828,1709,1835,622,1285,514,372,8204,3226,7084,1598,2104,1152,2419,3571,1968,1941,708,1107,503,421,8472,96.3787765,0.359756097561,47,1118,408,59,120,180,97,31,29,61,101,370,158,92,66,68,23,425,11139,4297,512,1263,1776,1171,337,249,640,985,3777,1665,1045,741,652,224,0.463414634146,0.457317073171,0.451219512195,4
HOU,1985,3738,7486,1582,2200,1262,2439,3701,2221,2175,652,1583,556,35,9094,3541,7343,2001,2614,1178,2340,3518,2070,1909,777,1458,420,66,9150,106.06053,0.469512195122,47,1121,533,77,137,214,130,40,34,88,120,441,218,131,93,12,2,600,15787,7124,931,2115,3047,1868,652,513,1116,1504,5964,2868,1758,1293,309,94,0.464185590132,0.462714219546,0.621951219512,6
HOU,1986,3753,7555,1678,2347,1320,2414,3735,2278,2012,714,1489,574,63,9248,3569,7338,1844,2415,1174,2305,3480,2156,1940,728,1479,400,88,9071,105.54415,0.603658536585,45,1152,542,94,141,236,113,40,34,83,120,433,216,149,107,9,2,526,13558,6266,920,1947,2868,1303,512,466,981,1388,5068,2483,1694,1261,149,38,0.601081812035,0.462714219546,0.512195121951,5
HOU,1987,3612,7466,1761,2394,1253,2457,3710,2272,1982,699,1379,553,87,9072,3493,7313,1844,2414,1178,2376,3555,2161,1949,702,1415,377,93,8924,104.305295,0.567073170732,43,1217,605,84,145,230,143,43,34,89,115,479,230,178,136,22,7,673,18529,9043,1113,2349,3463,1989,717,535,1357,1765,7358,3516,2537,1922,299,86,0.569160272805,0.462714219546,0.560975609756,5
HOU,1988,3465,7308,1841,2419,1214,2505,3720,2081,1919,683,1375,528,79,8850,3401,7322,1846,2387,1214,2435,3649,2038,1967,729,1385,366,104,8752,103.21378,0.536585365854,37,1022,521,63,117,181,110,38,24,73,102,408,199,152,117,17,4,603,15946,7865,949,1984,2934,1665,612,424,1189,1591,6332,3093,2144,1605,270,74,0.146341463415,0.419736842105,0.548780487805,5
HOU,1989,3438,7275,1922,2505,1225,2542,3767,1976,1945,750,1468,501,116,8916,3433,7355,1805,2362,1203,2467,3670,1983,2012,768,1430,402,147,8820,104.203995,0.55487804878,39,1032,483,71,138,210,107,40,25,76,100,388,187,135,101,26,7,605,16029,7314,1011,2091,3103,1705,611,399,1140,1543,5935,2874,1951,1422,464,142,0.53488372093,0.419736842105,0.5,5
HOU,1990,3447,7223,1771,2397,1214,2596,3810,2105,1980,799,1541,526,158,8824,3406,7306,1738,2314,1160,2444,3604,2012,1916,795,1441,415,175,8725,104.01579,0.524390243902,41,1198,524,74,156,231,138,47,32,89,111,426,205,140,101,35,11,637,16597,7556,1040,2226,3266,1618,601,432,1163,1590,6085,2931,1989,1454,706,237,0.511627906977,0.419736842105,0.634146341463,6
HOU,1991,3443,7268,1632,2233,1246,2573,3819,2050,1904,802,1457,480,234,8752,3368,7319,1640,2171,1208,2445,3654,1987,1802,750,1421,374,173,8549,102.442225,0.567073170732,33,860,373,54,110,164,96,33,23,61,79,308,147,95,69,32,10,678,17505,7317,1047,2283,3331,1894,618,538,1200,1669,5905,2866,1908,1377,620,208,0.550068399453,0.489666400851,0.512195121951,5
HOU,1992,3338,7090,1561,2110,1174,2470,3644,1982,1821,726,1390,490,322,8559,3364,7316,1569,2035,1237,2418,3655,2048,1729,727,1294,370,189,8486,99.7469365,0.573170731707,51,1206,546,63,134,198,136,45,27,81,108,453,212,133,101,61,20,756,19016,8141,1073,2511,3585,1911,691,636,1272,1828,6611,3148,2090,1548,868,296,0.533333333333,0.559595959596,0.670731707317,6
HOU,1993,3276,6819,1537,2055,1029,2482,3511,2086,1734,669,1336,557,358,8448,3323,7223,1480,1931,1199,2350,3550,2048,1733,730,1201,355,219,8345,97.331352,0.591463414634,48,1293,574,73,157,230,139,45,36,83,107,447,219,140,107,76,27,619,15979,6989,862,2109,2971,1665,582,439,1079,1475,5574,2662,1822,1352,900,312,0.591134751773,0.559595959596,0.707317073171,7
HOU,1994,3238,6738,1526,2034,955,2575,3531,2101,1672,699,1316,514,408,8411,3203,7147,1404,1874,1152,2364,3517,1933,1768,742,1224,319,249,8061,96.933548,0.689024390244,43,1129,479,73,133,207,116,39,30,70,97,384,183,119,90,63,22,705,17963,7964,1017,2312,3330,1891,690,505,1197,1693,6370,3033,2068,1553,999,343,0.672087132725,0.559595959596,0.573170731707,5
HOU,1995,3178,6656,1498,2008,903,2529,3432,2073,1680,719,1330,499,537,8391,3177,7113,1392,1872,1151,2410,3561,1920,1761,755,1247,338,381,8127,96.701588,0.640243902439,37,946,425,61,104,166,104,35,28,58,85,334,158,104,81,71,26,543,13472,5902,748,1697,2446,1448,540,427,879,1294,4746,2244,1499,1152,744,261,0.645695970696,0.559595959596,0.585365853659,5
HOU,1996,3118,6608,1569,2072,899,2447,3347,2021,1733,683,1283,495,641,8447,3190,6985,1415,1943,1145,2442,3588,1942,1813,707,1249,382,494,8289,95.7840195,0.579268292683,33,948,493,63,131,194,102,36,25,61,84,380,182,131,101,73,26,621,16498,8015,1140,2385,3525,1538,634,460,1132,1591,6336,3084,2090,1584,783,262,0.58141025641,0.559595959596,0.69512195122,6
HOU,1997,3057,6561,1557,2049,923,2510,3433,1997,1681,665,1305,411,654,8326,3104,6877,1362,1898,1077,2415,3493,1890,1791,700,1198,382,500,8071,94.754036,0.640243902439,33,916,426,57,122,179,93,32,20,61,76,327,155,112,86,80,29,693,19016,9404,1424,2921,4345,1665,713,577,1331,1833,7359,3600,2538,1912,875,292,0.620068027211,0.559595959596,0.5,5
HOU,1998,2991,6498,1568,2056,957,2457,3414,1906,1631,685,1331,320,622,8173,3101,6807,1354,1838,1035,2329,3364,1874,1741,731,1171,365,464,8021,93.856289,0.59756097561,36,867,370,50,102,153,77,28,19,54,79,300,137,91,67,77,27,585,16064,8067,1002,2301,3303,1450,591,497,1140,1530,6372,3090,2109,1569,914,316,0.583861130659,0.559595959596,0.62,6
HOU,1999,2350,5155,1249,1653,761,1944,2706,1428,1306,536,1055,277,454,6405,2483,5452,1092,1476,852,1858,2711,1474,1388,586,911,305,319,6378,92.3373565,0.56,27,575,234,39,82,121,38,20,17,34,58,187,86,68,49,30,10,482,12890,6078,859,2049,2908,1056,478,433,912,1200,4711,2262,1788,1309,709,242,0.543422733078,0.559595959596,0.414634146341,4
HOU,2000,2378,5230,1219,1666,772,2062,2834,1416,1311,499,1118,349,458,6433,2509,5605,1102,1445,845,1921,2766,1448,1431,588,889,339,290,6411,93.892788,0.517317073171,40,1019,429,51,127,179,76,31,26,69,92,354,161,111,81,68,25,449,11793,5358,671,1731,2402,902,421,424,809,1107,4364,2036,1441,1054,647,230,0.503613369467,0.559595959596,0.548780487805,5
HOU,2001,2972,6578,1577,2115,963,2555,3518,1693,1660,600,1280,398,542,8064,3123,6903,1405,1845,1007,2435,3443,1799,1801,670,1090,416,354,8005,94.4333495,0.481707317073,58,1551,660,81,191,272,129,45,26,96,136,538,236,181,143,122,44,446,12306,5400,665,1705,2370,868,367,227,762,1078,4502,2028,1341,1028,856,314,0.481707317073,0.559595959596,0.341463414634,3
HOU,2002,2890,6561,1492,1989,972,2467,3439,1547,1566,562,1105,401,500,7772,3105,6804,1303,1742,1016,2463,3480,1786,1708,590,1002,407,364,7878,91.418949,0.44512195122,61,1771,696,86,216,302,145,53,33,101,141,589,256,181,139,130,43,341,9743,4227,415,1240,1656,718,292,195,588,825,3485,1559,1079,849,711,258,0.44512195122,0.559595959596,0.524390243902,5
HOU,2003,2838,6545,1484,1967,1024,2487,3512,1494,1539,565,1136,469,467,7629,3041,6778,1310,1714,1012,2430,3442,1760,1720,619,995,396,378,7770,90.882904,0.432926829268,54,1325,476,68,166,234,127,41,20,77,114,400,176,120,94,76,28,509,13979,5289,738,1910,2649,1533,455,208,936,1175,4405,1984,1377,1067,706,254,0.526315789474,0.574652777778,0.548780487805,5
IND,1985,3468,7227,1747,2317,1100,2510,3610,2057,2149,729,1573,382,39,8722,3590,7253,1948,2561,1146,2573,3719,2179,2001,769,1505,483,46,9174,105.52493,0.292682926829,54,1209,511,74,168,242,120,41,25,94,137,425,203,139,103,5,1,474,11196,4802,627,1435,2063,1139,389,237,760,1183,4083,1961,1155,862,75,16,0.268292682927,0.341296928328,0.317073170732,3
IND,1986,3465,7237,1742,2349,1168,2618,3786,2052,2186,642,1568,373,26,8699,3500,7227,2021,2639,1074,2531,3605,2149,1990,761,1369,484,68,9090,104.892745,0.292682926829,49,1229,546,67,157,224,130,38,23,89,119,456,220,131,100,12,3,583,14202,6336,763,1722,2485,1305,437,252,922,1392,5418,2593,1356,1035,346,114,0.491119345771,0.519153802173,0.5,5
IND,1987,3447,7237,1655,2176,1135,2538,3673,2164,2116,678,1395,346,58,8608,3358,7046,1967,2577,1083,2531,3615,2038,1880,702,1365,458,88,8771,102.24447,0.408536585366,43,1142,531,71,157,228,106,35,24,78,119,437,210,140,107,12,3,673,17728,8298,760,1964,2725,1696,516,283,1128,1569,6746,3191,1941,1564,946,351,0.482558139535,0.519153802173,0.463414634146,4
IND,1988,3445,7239,1621,2076,1105,2460,3565,2073,2067,658,1297,328,128,8639,3339,7014,1909,2515,1138,2542,3680,1976,1855,680,1342,439,110,8698,100.747302,0.481707317073,47,1189,527,67,140,207,120,34,21,75,123,444,211,126,96,24,8,667,17271,8027,823,2104,2928,1633,476,334,1132,1659,6430,3081,1970,1570,785,293,0.475893363585,0.436101163746,0.341463414634,3
