Season,Player,player_pts,player_reb,player_asts,player_stl,player_blk,player_turnover,player_pf,player_fg,player_ft,player_tp,player_fgp,player_ftp,player_tpp
1997,ANDERCA01,88,120,15,19,11,18,86,36,16,0,0.444444444444,0.390243902439,0.0
1997,ANDERDE01,813,196,238,91,14,140,146,249,298,17,0.862395283897,1.75763125763,0.202380952381
1997,ANDERSH01,815,290,108,71,19,122,175,322,161,10,1.0525631068,1.41081081081,0.491477272727
1997,ANTHOGR01,451,121,215,69,4,102,114,162,56,71,0.731034482759,1.0375,0.678252234359
1997,ARMSTBJ01,559,162,318,64,0,90,159,226,87,20,1.70000887947,3.16475083056,0.921848739496
1997,ASKINKE01,116,108,30,29,12,27,116,41,12,22,0.605386416862,0.631578947368,0.483783783784
1997,AUGMOST01,408,238,89,59,33,83,146,156,95,1,0.913978494624,1.10256410256,0.142857142857
1997,BAKERVI01,1732,750,169,109,102,196,317,702,327,1,1.0719469662,1.01230738443,0.142857142857
1997,BARKLCH01,1072,815,221,76,28,153,199,373,308,18,1.0069541842,1.31702051098,0.214285714286
1997,BARRYDR01,56,36,49,10,1,30,28,18,11,9,0.473684210526,0.846153846154,0.428571428571
1997,BARRYJO01,121,39,51,25,3,22,34,38,27,18,0.365384615385,0.931034482759,0.295081967213
1997,BECKCO01,206,91,98,37,7,73,104,79,45,3,0.959119496855,1.72881355932,1.0
1997,BENNEMA01,181,132,18,19,12,21,63,81,18,1,1.09259259259,1.36363636364,0.5
1997,BESTTR01,632,138,312,96,8,130,229,228,150,26,0.79375,1.73868276229,0.577777777778
1997,BLAYLMO01,980,361,502,190,22,185,130,390,102,98,0.807418433439,1.29228855721,0.565757374141
1997,BLOUNCO01,284,362,44,35,29,54,184,119,46,0,1.07219251337,1.13636363636,0.0
1997,BOWIEAN01,79,26,12,7,2,9,29,34,8,3,1.03333333333,0.888888888889,0.6
1997,BROOKSC01,81,30,51,18,3,12,26,28,20,5,0.424242424242,1.9,0.454545454545
1997,BROWNCH01,403,189,59,23,13,53,105,168,64,3,0.899462365591,1.22413793103,0.75
1997,BROWNPJ01,753,674,107,73,101,103,286,297,159,0,0.984699954191,1.13013382557,0.0
1997,BROWNRA01,297,103,160,73,12,70,124,118,61,0,0.550772626932,1.55128205128,0.0
1997,BRYANKO01,1316,263,215,77,47,168,208,422,394,78,0.836153225342,1.48319961099,0.555194805195
1997,BRYANMA01,331,267,47,40,18,61,196,126,79,0,0.984444444444,1.26842105263,0.0
1997,BUECHJU01,209,88,52,25,15,22,54,89,3,28,0.846590909091,0.5,0.984615384615
1997,BULLAMA01,483,154,65,32,24,39,109,181,22,99,0.783204798629,1.74074074074,0.715584415584
1997,BURRESC01,496,241,75,83,41,61,164,191,57,57,0.862356164384,1.64346590909,0.654166666667
1997,CAMPBEL01,884,500,86,38,114,128,236,312,259,1,0.914121417798,1.34004127967,0.5
1997,CARRAN01,466,172,59,12,65,57,258,192,82,0,0.920170940171,1.52551020408,0.0
1997,CASSESA01,1477,231,608,121,21,271,269,513,436,15,0.774509803922,0.859960552268,0.1875
1997,CATOKE01,308,264,24,30,101,48,176,107,94,0,0.957359362959,1.41527272727,0.0
1997,CAUSWDU01,89,101,5,7,27,19,73,37,15,0,0.415730337079,0.576923076923,0.0
1997,CHAPMRE01,1100,173,207,73,14,118,103,414,152,120,0.687647807895,1.63789152024,0.385852090032
1997,CHILDCH01,492,187,301,62,6,126,208,173,115,31,0.834697058251,1.55873015873,0.618037135279
1997,CONLOMA01,95,50,16,10,6,17,33,31,33,0,0.880184331797,1.22727272727,0.0
1997,CORBITY01,821,377,177,111,8,89,207,335,101,50,0.719089692102,0.801587301587,0.514184397163
1997,CRAWFCH01,152,43,9,12,8,20,29,46,59,1,0.418181818182,1.83823529412,0.333333333333
1997,CUMMITE01,966,601,99,80,22,109,385,415,136,0,1.84286521188,2.30608726249,0.0
1997,CURLEBI01,34,28,4,3,1,3,28,16,2,0,0.484848484848,0.666666666667,0.0
1997,CURRYDE01,542,120,79,38,7,59,106,215,47,65,0.850850762141,1.6456043956,0.670689655172
1997,DAVISAN01,932,668,75,57,90,128,299,296,340,0,0.942599067599,1.36619266545,0.0
1997,DAVISDA01,767,731,82,56,105,94,251,329,109,0,1.19935556178,0.91824127907,0.0
1997,DELNEVI01,609,176,212,47,6,66,143,250,90,19,0.921982525323,1.73687539532,0.635897435897
1997,DIVACVL01,771,616,203,90,108,136,213,309,150,3,0.980892949048,1.29754996776,0.214285714286
1997,DOUGLSH01,694,143,344,61,7,123,161,278,122,16,1.0178729038,1.36860465116,0.704347826087
1997,DREXLCL01,1362,373,405,134,45,202,208,473,305,111,0.735641282009,1.55733479144,0.509672961769
1997,DUDLECH02,165,293,21,15,52,46,155,61,43,0,0.738927738928,0.945652173913,0.0
1997,DUNCATI01,1917,1058,241,60,229,304,278,779,359,0,1.06999111999,1.32849239281,0.0
1997,EISLEHO01,745,206,427,66,18,191,224,275,139,56,0.809233140655,1.77542591637,0.703075957313
1997,ELIEMA01,645,169,227,83,8,105,125,218,151,58,0.896198830409,1.5,0.624338624339
1997,ELLISDA01,988,197,95,62,5,76,138,367,116,138,0.87307277628,1.61502347418,0.883221850613
1997,EVANSBR01,642,275,110,58,26,76,202,246,92,58,1.20197944115,2.30701754386,1.00476190476
1997,EWINGPA01,596,297,33,19,63,87,90,223,150,0,0.86086494151,1.31302270012,0.0
1997,FERRYDA01,291,115,59,26,17,53,119,113,32,33,0.395104895105,0.8,0.333333333333
1997,FISHEDE01,552,218,382,92,6,134,159,191,133,37,0.830921257392,1.37726860254,0.682716049383
1997,FOSTEGR01,523,340,56,17,33,86,242,225,70,3,0.898464448648,1.37011494253,0.722222222222
1997,FOXRI01 ,142,58,51,11,3,21,47,51,19,21,0.447368421053,0.826086956522,0.396226415094
1997,GARNEKE01,1597,834,368,143,162,214,241,671,252,3,0.971105955143,1.51572958501,0.1875
1997,GATLICH01,702,344,55,54,31,102,161,267,167,1,0.95504587156,1.26666666667,0.25
1997,GEARYRE01,161,69,80,38,12,44,105,59,30,13,0.759932375317,1.0,0.55
1997,GEIGEMA01,887,526,82,69,87,112,195,359,168,1,0.671603196991,0.71186440678,0.0909090909091
1997,GILLKE01,1130,404,203,160,65,128,283,436,232,26,0.879158110883,1.5630733945,0.257425742574
1997,GRANTBR01,790,598,92,48,48,115,204,302,186,0,1.03585677239,1.58333333333,0.0
1997,GRANTGA01,110,53,91,18,3,26,32,45,12,8,0.748079877112,0.857142857143,0.618421052632
1997,HAMMOTO01,382,293,38,15,18,52,145,139,104,0,0.944831591173,1.44696969697,0.0
1997,HARDATI01,1658,316,705,142,16,242,209,600,286,172,0.877364066194,1.56493879898,0.786576168929
1997,HARPERO01,905,367,289,128,66,109,223,349,186,21,0.899617897202,1.36538461538,0.453634085213
1997,HARRILU01,200,60,43,44,5,23,88,71,46,12,0.723163841808,1.57878787879,0.307692307692
1997,HARRIOT01,366,214,24,10,28,47,113,135,96,0,0.984962406015,1.55409836066,0.0
1997,HAWKIHE01,996,391,257,166,18,111,177,321,212,142,0.906160663236,1.74264705882,0.810631229236
1997,HENDEAL01,1037,464,77,43,37,116,188,385,264,3,1.01104354512,1.26317296678,0.5
1997,HENDECE02,862,342,179,102,45,178,252,359,144,0,0.872857142857,1.33117408907,0.0
1997,HERRECA01,172,95,23,19,12,38,75,77,18,0,0.767619047619,0.4,0.0
1997,HOIBEFR01,270,127,46,41,3,22,103,88,61,33,0.757882882883,1.85507246377,0.876470588235
1997,HORNAJE01,1356,320,413,129,19,164,226,473,340,70,0.89761439505,1.73124701386,0.907611548556
1997,HORRYRO01,648,626,203,126,108,117,283,239,145,25,1.03333333333,1.38352563166,0.557242251739
1997,HOUSTAL01,1720,312,240,68,25,232,234,647,335,91,0.881427452735,1.71281523417,0.776280873648
1997,ILGAUZY01,1208,752,73,54,140,156,310,482,243,1,1.08969341161,1.28158940397,0.25
1997,JACKSJA01,814,249,170,65,9,116,253,288,108,130,0.735404503753,1.53345227475,0.682189122867
1997,JACKSMA01,825,395,835,107,2,220,160,302,164,57,0.833710794512,1.55522875817,0.692246991517
1997,JOHNSAV01,922,163,646,94,18,186,167,382,156,2,1.08235085804,1.39285714286,0.153846153846
1997,JOHNSED03,661,161,89,32,3,65,99,236,120,69,0.750612745098,1.70588235294,0.633333333333
1997,JOHNSKE01,531,173,264,29,8,107,63,178,170,5,0.994304926582,1.5376344086,0.403846153846
1997,JOHNSLA01,1230,454,163,50,16,152,223,481,251,17,0.971275426058,1.49352112676,0.438095238095
1997,JONESCH01,17,27,6,1,6,4,26,7,3,0,0.7,1.5,0.0
1997,JONESED01,1570,353,278,186,76,163,201,555,297,163,0.949798305768,1.59365325077,0.805253623188
1997,JORDAMI01,3037,582,357,173,57,230,198,1124,746,43,0.927376024135,1.59529303471,0.540420819491
1997,JORDARE01,161,106,53,36,9,30,68,59,42,1,1.10287610619,1.06944444444,1.0
1997,KEEFEAD01,651,472,91,56,26,74,190,239,173,0,0.88492192583,1.45705882353,0.0
1997,KEMPSH01,1546,786,205,113,94,287,322,551,442,2,0.909805914525,1.57106314948,0.25
1997,KERRST01,479,94,131,33,5,32,97,170,63,76,0.887852910422,1.73654916512,0.901876172608
1997,KERSEJE01,312,175,53,62,24,49,135,128,55,1,0.846864568431,1.44210526316,0.1
1997,KIDDJA01,1011,533,776,178,28,273,155,379,180,73,0.79490987917,1.6115430622,0.31330472103
1997,KITTLKE01,1377,377,184,136,39,113,164,525,212,115,0.86520797227,1.71709090909,0.802866335186
1997,KNIGHBR01,741,269,679,206,19,202,283,267,207,0,0.726592664093,1.40079681275,0.0
1997,KUKOCTO01,1259,408,374,102,47,181,206,489,195,86,0.941648758032,1.3529238474,0.739118145845
1997,LAETTCH01,1059,504,194,77,72,191,262,366,321,6,0.827788649706,1.74675972084,0.222222222222
1997,LENARVO01,1092,311,187,59,18,110,239,387,156,162,0.886597009548,1.53770949721,0.750915750916
1997,LISTEAL01,8,13,1,1,2,4,17,4,0,0,0.708333333333,0.0,0.0
1997,LOHAUBR01,19,14,6,2,2,3,10,7,1,4,0.333333333333,0.333333333333,0.285714285714
1997,LONGLLU01,805,431,196,46,77,166,279,331,143,0,0.904844006568,1.60828135828,0.0
1997,MAJERDA01,528,273,162,72,16,66,142,187,41,113,0.794134396355,1.28431372549,0.709604519774
1997,MALONKA01,2716,1051,384,118,90,307,306,978,758,2,1.00131987578,1.54909090909,0.333333333333
1997,MALONMA01,702,150,237,64,7,111,110,249,73,131,0.741183162685,1.72222222222,0.614161849711
1997,MARBUST01,1519,246,742,116,7,274,238,535,347,102,0.720268570915,1.51371980676,0.5925
1997,MASHBJA01,754,258,141,46,15,117,158,263,187,41,0.701675332178,1.54653679654,0.666915052161
1997,MASONAN01,1178,897,373,76,18,168,199,446,286,0,1.08491987942,1.24449182658,0.0
1997,MCCLOGE01,513,237,92,55,17,69,147,194,42,83,0.917347346776,1.51470588235,0.912774725275
1997,MCDYEAN01,1296,666,110,102,138,147,304,528,240,0,1.01306115675,1.34498480243,0.0
1997,MCILVJI01,260,269,20,26,141,55,262,107,46,0,0.750892857143,1.05555555556,0.0
1997,MCKEYDE01,426,251,99,66,38,90,206,173,73,7,0.792048929664,1.49689440994,0.535294117647
1997,MCMILNA01,78,56,70,17,6,14,58,29,3,17,0.676616915423,2.0,0.607843137255
1997,MILICMA01,96,26,12,11,0,21,18,41,11,3,1.27604166667,0.647058823529,0.5
1997,MILLEAN01,87,79,4,17,4,17,46,32,23,0,0.932692307692,1.53846153846,0.0
1997,MILLERE01,1897,260,203,97,14,155,174,614,467,202,0.903422756707,1.77243713733,0.829319371728
1997,MILLSCH01,820,435,138,53,32,112,239,307,162,44,0.861164021164,1.63756613757,0.69197080292
1997,MILLSTE01,216,155,39,19,9,45,132,82,26,26,0.593203883495,1.25757575758,0.558641975309
1997,MITCHSA01,1072,412,115,65,23,71,218,397,260,18,0.912025862069,1.72692862293,0.563122923588
1997,MORRICH01,310,161,34,30,19,41,99,113,58,26,0.816425120773,1.42131147541,0.61079943899
1997,MOURNAL01,1192,593,57,43,140,187,226,432,328,0,1.06840359094,1.31968854283,0.0
1997,MULLICH01,1069,306,209,110,48,141,218,385,172,127,0.941390863983,1.79616724739,0.824944602722
1997,MURDOER01,554,176,234,110,13,108,184,188,148,30,0.766184367542,1.62271062271,0.529914529915
1997,MUTOMDI01,1133,983,83,35,286,176,264,410,313,0,0.995345446389,1.2953539823,0.0
1997,NASHST01,713,170,269,65,4,101,152,276,79,82,0.903348554033,1.48546511628,0.615384615385
1997,OAKLECH01,792,809,215,134,24,139,318,336,120,0,0.848278784455,1.77087719298,0.0
1997,OLAJUHA01,874,514,155,89,112,139,170,345,184,0,0.877351716214,1.4819897084,0.0
1997,ONEAJE01,269,201,17,15,60,55,102,112,45,0,0.484848484848,0.505617977528,0.0
1997,ONEASH01,2095,813,180,46,178,218,234,828,439,0,1.19653562039,1.03031058654,0.0
1997,OSTERGR01,361,455,30,35,169,86,217,141,79,0,1.04638893942,0.958571428571,0.0
1997,PARKSCH01,558,437,53,36,86,66,237,224,110,0,0.498886414254,0.650887573964,0.0
1997,PAYTOGA01,1811,410,747,203,19,255,226,666,326,153,0.928461479258,1.684,0.717531486146
1997,PEELEAN01,1019,284,292,132,15,110,209,411,76,121,1.78649176494,3.21311191835,1.62385905116
1997,PERDUWI01,430,595,58,28,59,92,163,171,88,0,0.882485875706,1.38345864662,0.0
1997,PERKISA01,634,287,127,65,34,73,180,212,113,97,0.797088262056,1.3890625,0.808558558559
1997,PERSOCH01,461,231,93,33,10,73,136,161,30,109,0.698919123921,1.75675675676,0.694202898551
1997,PERSOWE01,1236,372,198,132,49,111,113,451,135,199,0.83908045977,1.52647058824,0.797951253974
