Season,Player,player_pts,player_reb,player_asts,player_stl,player_blk,player_turnover,player_pf,player_fg,player_ft,player_tp,player_fgp,player_ftp,player_tpp
1993,ABDULMA01,1221.25,171.25,271.5,66.75,6.0,150.25,159.25,509.75,153.0,48.75,0.433592257813,0.899550720671,0.32011178313
1993,AINGEDA01,1077.0,242.25,299.75,81.25,12.75,122.25,226.5,391.5,149.5,144.5,0.879358580994,1.68546792766,0.77158956477
1993,ANDERKE02,578.0,145.5,276.0,65.0,7.75,101.0,87.25,232.5,108.75,4.25,0.39837622549,0.824155524279,0.197692307692
1993,ANDERNI01,1333.5,431.0,199.75,106.75,47.25,141.75,169.25,517.5,242.75,55.75,0.456649350286,0.704301849824,0.338217983496
1993,ANDERWI01,614.75,207.5,223.25,46.25,28.75,108.0,135.75,258.0,89.75,9.0,0.790134168648,1.38125086343,0.493262987013
1993,ANTHOGR01,386.5,138.25,313.75,81.75,9.0,85.25,133.0,144.0,91.75,6.75,0.603426836701,0.958834006929,0.31433982684
1993,ARMSTBJ01,1058.75,174.75,360.25,79.75,6.5,106.5,172.0,432.25,137.75,56.5,0.990013851261,1.70239630782,0.93182039042
1993,ASKEWVI01,579.0,235.25,178.5,53.25,25.25,95.5,180.5,216.5,143.75,2.25,1.38687066467,1.92057097011,0.358333333333
1993,ASKINKE01,193.0,153.75,30.5,29.75,21.5,33.25,111.0,74.75,24.0,19.5,0.527586429585,0.658175675676,0.464847207587
1993,AUGMOST01,802.0,252.5,137.75,78.5,15.75,125.75,114.25,315.5,170.75,0.25,0.598795940495,0.869446423724,0.0416666666667
1993,AVENTAN01,403.0,256.0,45.5,28.5,36.5,70.0,118.5,173.5,56.0,0.0,0.216334164589,0.325581395349,0.0
1993,BARKLCH01,2235.5,1025.5,403.5,144.25,69.5,259.0,232.5,813.25,551.0,58.0,0.927322394707,1.28524113435,0.417745740903
1993,BATTLJO01,612.5,88.25,128.0,26.25,5.5,69.75,91.25,232.25,143.0,5.0,0.637085442577,1.28274565748,0.284173669468
1993,BENJABE01,1076.75,718.5,102.0,69.75,156.5,244.0,281.5,425.25,226.25,0.0,1.48893779914,2.03556139421,0.0
1993,BENOIDA01,481.25,294.5,34.0,30.25,36.75,66.25,147.5,188.25,84.5,20.25,0.600251514581,1.17365384615,0.453536542822
1993,BLACKRO01,1062.5,183.25,212.75,42.25,16.25,121.0,147.25,422.75,173.25,43.75,0.629225005761,1.25199283997,0.529535244856
1993,BLAYLMO01,1060.75,280.0,583.0,191.5,34.0,190.5,177.0,431.0,131.0,67.75,0.683955162046,1.34348127562,0.489652014652
1993,BONDWA01,295.0,98.0,61.0,37.5,9.0,56.0,111.5,113.5,64.5,3.5,0.200884955752,0.38622754491,0.0833333333333
1993,BONNEAN01,548.0,389.0,91.5,76.25,16.25,96.0,155.5,213.75,120.25,0.25,0.454040943161,0.59805634418,0.0625
1993,BOWIEAN01,498.5,158.25,128.25,40.75,16.5,68.75,90.75,212.0,62.75,11.75,0.35872362755,0.613883053221,0.252840909091
1993,BRANDTE01,551.0,144.0,246.0,64.0,20.75,97.25,95.0,227.0,89.25,7.75,0.661347030312,1.30170031581,0.365631469979
1993,BROOKKE01,139.75,50.25,19.75,7.0,1.5,24.0,27.75,57.25,21.75,3.5,0.310395557719,0.639880952381,0.160839160839
1993,BROOKSC01,493.25,97.25,239.25,73.75,4.5,68.0,129.5,181.0,89.0,42.25,0.647201976614,1.21361670737,0.571600621601
1993,BROWNPJ01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,BRYANMA01,397.25,284.0,38.25,30.0,18.25,54.5,188.0,155.0,87.25,0.0,0.922795018485,1.60743633485,0.0
1993,BULLAMA01,455.75,181.75,80.75,24.25,13.25,47.75,104.75,171.25,44.25,69.0,0.681238752284,1.24365659777,0.55148548338
1993,BURTOWI01,521.25,161.5,65.5,36.0,23.25,90.75,144.25,182.25,151.75,5.0,0.414314160062,0.753660208003,0.3
1993,CAGEMI01,621.5,724.5,86.25,92.75,57.25,80.5,229.25,270.0,81.5,0.0,1.04114135153,1.18145705988,0.0
1993,CARRAN01,1130.75,410.25,117.25,38.75,100.0,123.75,294.25,461.75,206.75,0.5,0.919130928602,1.22526928194,0.175
1993,CARTWBI01,626.25,406.0,126.75,34.0,16.5,96.5,208.25,256.25,113.75,0.0,0.925376783816,1.35805023694,0.0
1993,CASSESA01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,CEBALCE01,798.75,312.0,69.75,41.0,23.0,93.5,91.5,318.25,161.75,0.5,1.09907829179,1.32582373664,0.0833333333333
1993,CHAMBTO01,1237.0,441.25,147.75,57.25,41.25,135.75,252.0,454.0,312.0,17.0,0.851428927074,1.63478072514,0.699615599665
1993,COLEMDE01,1538.5,815.0,246.75,82.0,119.75,247.0,213.25,565.25,384.75,23.25,0.860457404798,1.37081668078,0.527345826688
1993,COLESBI01,737.5,170.25,337.5,75.25,11.75,121.5,175.75,275.0,162.25,25.25,0.623468224407,0.995221702765,0.495479241669
1993,CONNELE01,249.75,130.25,194.0,85.25,6.0,59.5,81.25,92.5,64.25,0.5,1.30407803034,1.6907412785,0.5
1993,CORBITY01,1307.5,683.75,252.0,140.0,40.5,162.5,305.5,520.0,267.0,0.5,1.07577014219,1.7738384842,0.05
1993,CROTTJO01,53.0,9.0,28.0,5.5,0.0,15.0,14.5,19.5,13.0,1.0,0.756944444444,0.342105263158,0.0714285714286
1993,CUMMITE01,678.0,334.75,72.0,33.5,18.5,70.5,136.25,290.0,95.0,3.0,0.910484768118,1.16104417671,0.149184149184
