Season,Player,player_pts,player_reb,player_asts,player_stl,player_blk,player_turnover,player_pf,player_fg,player_ft,player_tp,player_fgp,player_ftp,player_tpp
1986,ABDULKA01,2196.5,664.5,318.25,82.0,173.5,251.25,297.75,909.25,378.0,0.0,1.13365982429,1.5215542632,0.0
1986,ADAMSMI01,20.0,3.0,11.0,4.5,0.5,5.5,4.5,8.0,4.0,0.0,0.181818181818,0.333333333333,0.0
1986,AGUIRMA01,2138.75,521.0,360.25,72.5,19.75,282.5,265.0,849.25,420.5,19.75,0.997716912718,1.4515049035,0.580899859944
1986,AINGEDA01,986.75,270.0,429.0,118.5,7.25,146.0,251.25,410.75,137.75,27.5,1.00667921656,1.67511581556,0.684041204174
1986,ALARIMA01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,ANDERRI01,169.75,103.75,49.5,11.5,7.25,27.5,47.25,69.5,30.0,0.75,0.2065830721,0.36,0.0394736842105
1986,ANDERRO01,759.5,296.75,152.5,58.25,7.75,90.5,135.0,331.0,95.25,2.25,0.850897486013,1.24347449812,0.361111111111
1986,BAILETH01,1177.5,548.0,159.0,46.0,122.0,148.0,204.25,485.75,205.75,0.25,0.887440135421,1.58422949894,0.25
1986,BALLAGR01,920.0,472.75,171.0,83.5,21.75,92.25,200.5,390.25,127.0,12.5,0.707643781057,1.25197983124,0.352277432712
1986,BANKSGE01,915.25,441.75,250.25,83.5,14.0,148.5,230.75,361.25,192.25,0.5,0.82495136923,0.987588481134,0.125
1986,BARKLCH01,1287.0,819.25,234.75,129.5,93.75,268.5,280.0,475.0,326.75,10.25,0.845898486749,1.03174395664,0.355
1986,BATTLJO01,144.0,33.0,38.0,12.5,1.5,25.0,42.5,52.5,39.0,0.0,0.409295659296,0.739077669903,0.0
1986,BENSOKE01,528.0,394.25,98.5,63.25,53.0,68.5,223.0,225.0,77.5,0.5,0.950192939143,1.17183023224,0.25
1986,BIRDLA01,2629.25,1004.5,678.0,191.75,84.25,313.75,251.0,1008.75,537.25,74.5,1.00571988709,1.79618657658,0.758152590137
1986,BLABUW01,64.0,46.0,8.5,1.5,6.0,14.0,33.0,23.0,18.0,0.0,0.567375886525,0.268656716418,0.0
1986,BLACKRO01,1930.75,348.0,310.5,74.75,27.75,196.75,143.5,751.5,423.75,4.0,1.02949160687,1.6716840027,0.291692789969
1986,BOLMA01 ,11.5,19.0,0.5,1.5,14.5,2.0,7.5,5.0,1.5,0.0,0.294117647059,0.1875,0.0
1986,BRADLDU01,207.0,85.0,101.75,69.5,6.75,47.75,96.75,79.25,33.25,15.25,0.639155685928,0.977433694997,0.401923076923
1986,BRANCAD01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,BREUERA01,564.0,360.5,77.75,39.0,99.0,94.5,203.5,223.0,118.0,0.0,0.979843801799,1.36394242976,0.0
1986,BROWNMI01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,CAMPBTO01,408.0,141.75,28.75,38.0,4.25,60.75,111.5,181.75,43.5,1.0,0.64915545065,0.847260273973,0.111111111111
1986,CARRAN01,182.75,84.0,27.0,10.75,27.0,34.0,80.25,74.0,34.25,0.5,0.395440860215,0.530598958333,0.0833333333333
1986,CARROJO01,1248.25,494.0,137.5,76.25,107.5,204.5,199.5,490.75,266.75,0.0,0.350726085798,0.556963440325,0.0
1986,CATLETE01,304.0,173.5,13.0,18.5,8.0,41.5,80.5,124.0,56.0,0.0,0.430919943681,0.613214691405,0.0
1986,CHAMBTO01,1434.0,501.5,153.5,58.0,46.25,212.25,285.0,518.75,388.5,8.0,0.596953192908,0.992402929351,0.203598484848
1986,CHEEKMA01,1322.0,265.5,684.25,206.0,27.25,230.25,195.75,523.0,270.5,5.5,1.06937738222,1.67954433899,0.275339366516
1986,COLTEST01,525.0,137.5,210.0,79.0,7.75,91.0,142.0,205.0,94.25,20.75,0.691782473081,1.25629690432,0.318670258429
1986,COOKDA01,647.0,158.5,340.5,143.75,23.5,129.0,168.5,277.25,82.75,9.75,0.943643708203,1.12821303446,0.262218400959
1986,COOPEMI01,916.25,313.75,547.75,116.25,59.75,178.25,281.25,341.0,170.0,64.25,0.957585922009,1.69945085726,0.734865869148
1986,COOPEWA01,1029.5,630.0,90.5,37.75,201.75,134.75,327.25,419.25,189.5,1.5,0.889524128018,1.42303291715,0.214285714286
1986,CORZIDA01,772.5,484.75,164.25,37.5,73.75,131.0,180.0,304.25,161.75,2.25,0.926480601183,1.47592836257,0.208333333333
1986,CUMMITE01,1948.75,806.75,214.25,125.75,66.25,223.5,316.25,801.0,346.75,0.0,0.885431986887,1.24677046831,0.0
1986,CURRYDE01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,DANTLAD01,2255.25,429.75,272.5,68.0,5.25,242.5,203.75,786.5,681.5,0.75,0.810568714232,1.22199755214,0.107954545455
1986,DAVISBR01,881.25,184.25,548.5,78.75,13.5,140.75,214.5,320.75,204.5,35.25,1.03538720397,1.68912523728,0.755085158855
1986,DAYEDA01,580.75,213.5,162.25,46.5,13.5,110.75,144.0,215.0,150.0,0.75,0.844723942208,1.05210432598,0.202380952381
1986,DONALJA01,1245.0,1182.75,135.5,48.0,212.25,222.25,309.75,451.75,341.5,0.0,1.50208200423,2.04833488388,0.0
1986,DREXLCL01,1278.25,418.75,484.25,179.5,51.25,246.0,275.0,507.75,253.0,9.75,0.911214215269,1.57279412198,0.487982625483
1986,DUCKWKE01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,DUMARJO01,414.5,66.0,207.5,35.0,5.5,82.5,108.0,156.0,100.0,2.5,0.545246557993,0.732492997199,0.15625
1986,DUNNTR01,477.75,479.5,197.75,172.25,21.25,72.0,258.5,193.5,90.75,0.0,0.927924658432,1.43436726613,0.0
1986,EATONMA01,700.5,766.25,118.25,34.5,411.0,163.5,313.75,284.75,131.0,0.0,0.925813210177,1.25780862421,0.0
1986,ELLISDA01,593.5,221.75,49.25,46.25,10.0,57.25,109.25,234.75,74.75,49.25,0.827506292039,1.53710431752,0.794359475947
1986,ENGLIAL01,2592.75,483.5,396.25,89.5,53.5,266.0,274.0,1045.75,500.25,1.0,1.02624560003,1.71946892368,0.185714285714
1986,ERVINJU01,1676.25,482.75,302.75,139.25,115.25,250.5,230.0,653.0,362.25,8.0,0.94721570883,1.57167088559,0.368438852814
1986,EVANSMI01,838.25,133.5,245.25,70.25,6.75,141.25,189.25,326.25,136.0,49.75,0.814139147867,1.72284872758,0.526720414711
